N	3gram	Bakhtin_Pr_1	Vladivir
1	в том что	3	7
2	в свое время	1	5
3	дело в том	1	4
4	в этом смысле	3	4
5	то же время	3	4
6	на то что	1	4
7	в то же	3	4
8	с другой стороны	4	3
9	не может быть	11	3
10	как мы уже	1	3
11	на первый план	2	2
12	и в то	2	2
13	как мы увидим	3	2
14	и в частности	2	2
15	не только в	2	2
16	в то время	1	2
17	в связи со	1	2
18	в истории философии	1	2
19	можно сказать что	2	2
20	тем не менее	3	2
21	для того чтобы	2	2
22	и т д	1	2
23	с первого же	1	2
24	чего бы то	1	1
25	что иное как	1	1
26	а следовательно и	1	1
27	в чем не	2	1
28	мы имеем дело	2	1
29	не говоря уже	1	1
30	в самом деле	3	1
31	в настоящее время	1	1
32	не выходя за	3	1
33	в том же	2	1
34	находить в них	1	1
35	самом же деле	1	1
36	и не может	2	1
37	говоря уже о	1	1
38	в таких случаях	1	1
39	бы то ни	3	1
40	на самом же	1	1
41	отнюдь не с	1	1
42	то время как	1	1
43	кроме того и	1	1
44	относится к нему	1	1
45	если бы мы	1	1
46	но в то	1	1
47	то ни было	2	1
48	с одной стороны	3	1
49	смысле этого слова	1	1
50	в связи с	1	1
51	а также и	1	1
52	и в этом	1	1
53	себя в известной	1	1
54	личности в истории	1	1
55	притом не только	1	1
56	имеем дело с	1	1
57	и ничего не	1	1
58	а в других	1	1
59	выходя за пределы	2	1
60	со всеми его	1	1
61	только в таком	1	1
62	мы будем называть	1	1
63	и в том	1	1
64	при этом в	1	1
65	а в том	1	1
66	есть не что	1	1
67	ни в чем	2	1
68	раз и навсегда	1	1
69	в тех же	1	1
70	так и в	2	1
71	свою связь с	1	1
72	в свою очередь	1	1
73	это и есть	1	1
74	выходят за пределы	1	1
75	скажем только что	1	1
76	с тем что	1	1
77	и тем самым	2	1
78	но отнюдь не	7	1
79	свое время был	1	1
80	в известной степени	2	1
81	к тому что	1	1
82	не что иное	1	1
83	в особенности же	1	1
84	в частности для	1	1
85	лицом к лицу	1	1
86	и с его	2	1
87	в этом отношении	2	1
88	также и в	1	1
