N	2gram	Tiupa_Narr_1	KulturaY
1	и т	1	54
2	и в	11	23
3	точки зрения	5	23
4	в том	8	22
5	не только	31	17
6	в этом	12	16
7	с точки	1	16
8	самом деле	3	14
9	может быть	15	14
10	в области	2	14
11	в самом	6	13
12	что в	3	13
13	не менее	3	12
14	потому что	5	12
15	для того	3	12
16	том что	7	11
17	того чтобы	4	11
18	в его	6	11
19	того что	4	11
20	а не	13	11
21	у нас	3	10
22	и не	23	10
23	еще не	4	9
24	таким образом	1	9
25	тем не	3	9
26	хотя бы	2	9
27	так как	1	9
28	прежде всего	4	9
29	т д	1	8
30	лишь в	3	8
31	зависимости от	2	8
32	если бы	7	8
33	в виду	1	8
34	уже не	8	8
35	до сих	2	8
36	сих пор	2	8
37	как это	3	7
38	в зависимости	2	7
39	русского языка	1	7
40	в нашем	3	7
41	того как	1	7
42	с другой	2	7
43	или иной	4	7
44	на фоне	1	7
45	в данном	11	7
46	слова и	1	7
47	сказать что	2	7
48	то же	8	6
49	с помощью	1	6
50	в силу	1	6
51	только в	12	6
52	так и	5	6
53	при этом	19	6
54	и тем	4	6
55	с тем	1	6
56	в их	1	6
57	ничего не	2	6
58	связи с	2	6
59	не может	8	6
60	могут быть	1	6
61	по себе	4	6
62	о том	4	6
63	что и	1	6
64	тот же	1	6
65	что он	3	6
66	для этого	1	6
67	также и	3	5
68	и есть	1	5
69	в первом	4	5
70	как мы	2	5
71	в чем	2	5
72	в рамках	1	5
73	все же	4	5
74	хотя и	4	5
75	из этих	4	5
76	как бы	6	5
77	что она	1	5
78	как и	13	5
79	не в	6	5
80	той или	5	5
81	тем что	1	5
82	далеко не	1	5
83	на которых	1	5
84	в связи	2	5
85	тем более	1	5
86	но это	1	5
87	а в	13	5
88	совершенно не	1	5
89	того же	1	4
90	тех же	1	4
91	в сущности	2	4
92	столь же	5	4
93	точка зрения	5	4
94	как в	4	4
95	в своем	3	4
96	целый ряд	1	4
97	в целом	3	4
98	языка как	1	4
99	том случае	1	4
100	ясно что	1	4
101	в своей	5	4
102	тому что	1	4
103	тем самым	5	4
104	о них	3	4
105	как раз	6	4
106	и о	3	4
107	в ее	1	4
108	данном случае	8	4
109	для нас	1	4
110	а также	6	4
111	между тем	3	4
112	один из	6	4
113	с одной	1	4
114	что не	2	4
115	слова в	4	4
116	не случайно	1	4
117	не было	3	4
118	одной стороны	1	4
119	в той	2	4
120	то что	9	4
121	в таком	2	4
122	в слове	3	4
123	речь идет	3	3
124	на самом	1	3
125	это и	1	3
126	то в	4	3
127	той же	1	3
128	мы не	3	3
129	сам по	1	3
130	в ней	4	3
131	но не	4	3
132	но как	3	3
133	по отношению	3	3
134	отношение к	1	3
135	речи но	1	3
136	отнюдь не	2	3
137	что именно	1	3
138	и к	1	3
139	что слово	1	3
140	что это	1	3
141	бы не	1	3
142	тому же	6	3
143	но на	1	3
144	он не	3	3
145	и вот	2	3
146	и с	3	3
147	мы видели	1	3
148	в которых	1	3
149	не понимает	1	3
150	имеет смысл	1	3
151	она не	2	3
152	в то	4	3
153	не имеет	2	3
154	говорить и	1	3
155	не по	4	3
156	что на	4	3
157	только то	1	3
158	в результате	2	3
159	но и	27	3
160	нас в	2	3
161	это не	3	3
162	и только	2	3
163	я в	2	3
164	уже в	1	3
165	вопроса о	1	3
166	в данной	1	3
167	могло бы	3	3
168	именно в	3	3
169	а именно	1	3
170	а с	1	3
171	смысл который	1	3
172	смысловом отношении	1	3
173	там где	1	3
174	но для	3	3
175	это уже	3	3
176	пор еще	1	3
177	к тому	6	3
178	другой стороны	2	3
179	по поводу	1	3
180	они не	1	3
181	чтобы не	1	2
182	и через	2	2
183	было как	4	2
184	тем же	2	2
185	отношению к	3	2
186	мы имеем	3	2
187	смысле можно	1	2
188	на себя	4	2
189	подчеркнуть что	1	2
190	быть в	1	2
191	здесь не	2	2
192	в различных	1	2
193	чем это	2	2
194	не то	1	2
195	для обозначения	2	2
196	не все	1	2
197	отличие от	2	2
198	не просто	1	2
199	и я	1	2
200	на минуту	1	2
201	когда он	1	2
202	и как	3	2
203	более или	1	2
204	но в	7	2
205	для которого	1	2
206	еще на	1	2
207	в известном	2	2
208	и тот	1	2
209	как он	1	2
210	слово это	2	2
211	так сказать	2	2
212	если же	1	2
213	в корне	1	2
214	состоит в	10	2
215	но все	1	2
216	значение в	1	2
217	и чтобы	1	2
218	его в	1	2
219	на протяжении	7	2
220	с другими	1	2
221	себя внимание	3	2
222	и того	2	2
223	одного и	1	2
224	или менее	1	2
225	в этих	2	2
226	из того	1	2
227	в котором	1	2
228	в отличие	2	2
229	не как	1	2
230	своего рода	10	2
231	сам же	1	2
232	точку зрения	1	2
233	однако в	3	2
234	нас к	1	2
235	вернемся к	1	2
236	раз и	1	2
237	не о	2	2
238	может служить	3	2
239	дело не	2	2
240	это еще	1	2
241	до их	1	2
242	слова как	1	2
243	по своему	2	2
244	никак не	2	2
245	отличается от	1	2
246	бы составить	1	2
247	нам о	1	2
248	так в	4	2
249	в пределах	2	2
250	на том	1	2
251	так называемую	1	2
252	мог бы	1	2
253	к его	2	2
254	когда в	3	2
255	она есть	1	2
256	и здесь	1	2
257	внимание на	4	2
258	можно сказать	5	2
259	а потому	1	2
260	не более	1	2
261	она может	2	2
262	известном смысле	2	2
263	сразу же	1	2
264	в двух	1	2
265	все они	1	2
266	в качестве	14	2
267	этом что	1	2
268	то и	1	2
269	ни одного	1	2
270	а то	1	2
271	в одном	4	2
272	образом не	1	2
273	в особенности	2	2
274	точек зрения	2	2
275	следует подчеркнуть	1	2
276	еще и	1	2
277	один и	2	2
278	только что	2	2
279	не говоря	1	2
280	на этот	1	2
281	о чем	4	2
282	понятие о	1	2
283	что мы	2	2
284	именно поэтому	1	2
285	в частности	14	2
286	вместе с	2	2
287	так же	1	2
288	тому как	3	2
289	в тех	1	2
290	согласно которому	1	2
291	быть не	3	2
292	иначе говоря	8	2
293	материал для	1	2
294	еще раз	3	2
295	все это	1	2
296	указать на	1	2
297	то не	1	2
298	не с	1	2
299	еще более	1	2
300	главным образом	1	2
301	в большей	1	2
302	не знает	1	2
303	первом случае	3	2
304	только о	1	2
305	в свое	1	2
306	или иным	2	2
307	во всяком	2	2
308	том числе	1	2
309	всей первой	1	1
310	если б	1	1
311	от основной	1	1
312	говоря о	1	1
313	о каких	1	1
314	например в	1	1
315	же как	1	1
316	три слова	1	1
317	и то	3	1
318	значении этого	1	1
319	оказываются в	1	1
320	между двумя	5	1
321	на две	2	1
322	речь здесь	1	1
323	из всех	1	1
324	чего в	1	1
325	во времени	9	1
326	язык как	2	1
327	и внутренние	1	1
328	в изложении	1	1
329	не совсем	1	1
330	как не	1	1
331	смысловой природы	1	1
332	практики а	1	1
333	и на	5	1
334	между собой	2	1
335	он сам	3	1
336	бы то	1	1
337	мы будем	1	1
338	а только	1	1
339	не входит	1	1
340	значение и	1	1
341	к слову	1	1
342	тогда как	10	1
343	тут же	1	1
344	знакомства с	1	1
345	которые не	1	1
346	первая из	1	1
347	идет о	3	1
348	с этим	1	1
349	может обойтись	1	1
350	как оказывается	1	1
351	что касается	2	1
352	перед нами	5	1
353	и где	1	1
354	собственно и	1	1
355	и какой	1	1
356	войне и	2	1
357	в противоположность	1	1
358	зрения как	2	1
359	именно эта	2	1
360	лет а	1	1
361	за собой	1	1
362	впечатление что	1	1
363	со своей	1	1
364	всего лишь	3	1
365	действия и	1	1
366	в которой	1	1
367	ни один	1	1
368	же слово	1	1
369	то я	1	1
370	лишний раз	1	1
371	раз в	2	1
372	все слова	1	1
373	в общий	1	1
374	не могла	2	1
375	например как	1	1
376	языком в	1	1
377	в принципе	4	1
378	нам только	1	1
