N	2gram	Ircho_Kome_1	KulturaY
1	т е	13	38
2	и т	9	33
3	в том	11	30
4	и в	22	24
5	потому что	5	23
6	том что	12	21
7	т п	5	18
8	что в	6	17
9	того чтобы	1	17
10	для того	1	16
11	было бы	2	15
12	в этом	3	14
13	т д	4	14
14	точки зрения	4	14
15	может быть	9	13
16	все же	3	12
17	таким образом	8	12
18	и не	8	12
19	в его	5	12
20	не в	6	11
21	только в	3	11
22	хотя бы	1	10
23	в самом	2	10
24	не только	10	10
25	в силу	2	10
26	у нас	3	10
27	вовсе не	2	10
28	так как	4	9
29	о том	8	9
30	того что	1	9
31	отношению к	3	9
32	прежде всего	5	9
33	то что	2	9
34	а только	1	8
35	по отношению	3	8
36	то же	6	8
37	тем что	4	8
38	как раз	3	8
39	не может	2	7
40	в них	3	7
41	не менее	3	7
42	в области	2	7
43	так и	5	7
44	бы в	1	7
45	в качестве	4	7
46	с другой	5	7
47	как бы	1	7
48	вместе с	2	7
49	на себе	1	6
50	зависимости от	1	6
51	в ней	1	6
52	однако не	1	6
53	в которой	6	6
54	при этом	5	6
55	в которых	1	6
56	не случайно	1	6
57	можно было	1	6
58	что он	6	6
59	но и	11	6
60	именно в	4	6
61	что же	1	6
62	все это	5	6
63	этого рода	1	6
64	другой стороны	5	6
65	в зависимости	1	5
66	еще не	2	5
67	но не	2	5
68	и вовсе	1	5
69	что это	1	5
70	и с	3	5
71	с тем	1	5
72	и его	8	5
73	к тому	6	5
74	с ним	1	5
75	и что	1	5
76	между тем	5	5
77	еще и	2	5
78	всяком случае	2	5
79	в той	1	5
80	в результате	4	5
81	целый ряд	1	5
82	этом отношении	3	5
83	а в	6	5
84	во всяком	2	5
85	того же	2	4
86	что эти	1	4
87	и на	3	4
88	что они	4	4
89	в рамках	2	4
90	как в	5	4
91	в целом	3	4
92	из этих	1	4
93	роль в	1	4
94	на то	3	4
95	в нем	4	4
96	в первую	2	4
97	же касается	1	4
98	в данном	1	4
99	из области	1	4
100	тем не	2	4
101	в науке	1	4
102	того как	3	4
103	следует что	1	4
104	к себе	1	4
105	что и	4	4
106	так что	1	4
107	речь в	1	4
108	из них	10	4
109	со стороны	2	4
110	до сих	2	4
111	в частности	3	4
112	и потому	1	4
113	с этим	1	4
114	в тех	3	4
115	по существу	1	4
116	слова и	1	4
117	сих пор	2	4
118	один из	5	4
119	же в	4	4
120	в этих	1	4
121	так же	3	4
122	в котором	4	3
123	той же	1	3
124	в сущности	2	3
125	на себя	2	3
126	то это	1	3
127	и он	1	3
128	в общем	1	3
129	очевидно что	1	3
130	в истории	5	3
131	в своем	1	3
132	хотя и	3	3
133	когда он	1	3
134	его к	1	3
135	более или	1	3
136	в этой	7	3
137	в себе	2	3
138	на его	5	3
139	на том	1	3
140	состоит в	1	3
141	что она	1	3
142	соответствии с	1	3
143	несмотря на	4	3
144	или менее	2	3
145	в г	11	3
146	в их	4	3
147	представление о	1	3
148	и эти	1	3
149	даже в	3	3
150	тому что	1	3
151	казалось бы	3	3
152	в духе	1	3
153	ли не	4	3
154	ясно что	4	3
155	это только	1	3
156	для этого	2	3
157	и здесь	2	3
158	нуждается в	1	3
159	i стр	4	3
160	уже в	5	3
161	себе в	1	3
162	в одном	8	3
163	даже и	1	3
164	в особенности	1	3
165	и даже	5	3
166	к которому	3	3
167	в свою	2	3
168	а с	1	3
169	борьба за	1	3
170	в соответствии	1	3
171	как это	3	3
172	смысле этого	1	3
173	этого слова	1	3
174	потребность в	1	3
175	нам не	1	3
176	как на	1	3
177	в таком	1	3
178	они не	1	3
179	гораздо более	1	3
180	можно говорить	1	2
181	речь идет	3	2
182	одним из	1	2
183	также и	1	2
184	думаю что	1	2
185	которую можно	2	2
186	иное как	1	2
187	на самом	1	2
188	не все	1	2
189	если в	1	2
190	относится к	2	2
191	идет о	3	2
192	так называемая	1	2
193	что касается	2	2
194	тех случаях	1	2
195	и как	3	2
196	но в	4	2
197	так или	1	2
198	чуть ли	1	2
199	же из	1	2
200	почти целиком	1	2
201	больше всего	1	2
202	он не	3	2
203	так например	1	2
204	но все	1	2
205	в каждом	1	2
206	к г	2	2
207	в состоянии	2	2
208	первую очередь	3	2
209	и тем	2	2
