N	2gram	Propp_Isto_4	Dialekti
1	не есть	2	54
2	т е	18	48
3	и не	9	27
4	а не	6	26
5	точки зрения	1	25
6	и т	27	24
7	и в	26	24
8	есть нечто	1	23
9	не только	15	23
10	т д	24	23
11	по себе	2	20
12	не может	6	19
13	не просто	4	18
14	ничего не	5	17
15	и есть	2	16
16	и что	5	15
17	то что	16	14
18	таким образом	10	13
19	что он	10	13
20	вовсе не	4	13
21	может быть	14	13
22	и даже	4	13
23	в мифе	2	13
24	что это	2	12
25	есть только	3	12
26	того что	2	12
27	есть и	2	12
28	не менее	2	11
29	не имеет	3	11
30	что же	1	11
31	тем не	2	10
32	есть не	1	9
33	то это	5	9
34	что она	3	9
35	ни в	2	9
36	но и	12	9
37	абстрактное понятие	1	9
38	в этом	7	8
39	и как	5	8
40	мир как	1	8
41	так что	2	8
42	в виде	2	8
43	прежде всего	1	8
44	что мы	3	8
45	том что	3	8
46	это и	5	7
47	как и	7	7
48	нет никакого	1	7
49	никогда не	2	7
50	как раз	1	7
51	потому что	6	7
52	ясно что	1	7
53	в виду	1	7
54	другими словами	2	7
55	только на	1	7
56	даже и	2	7
57	в особенности	2	7
58	ничем не	1	7
59	что в	14	7
60	должна быть	2	6
61	что иное	3	6
62	иное как	3	6
63	то же	8	6
64	об этом	7	6
65	и с	5	6
66	превращается в	7	6
67	утверждать что	1	6
68	если бы	2	6
69	что и	9	6
70	и только	5	6
71	о том	4	6
72	и жизни	1	6
73	так как	9	6
74	и пр	11	6
75	не на	3	6
76	и все	2	6
77	все это	2	6
78	но если	1	6
79	не что	3	6
80	вопрос о	4	5
81	хотя и	2	5
82	и к	1	5
83	есть ли	1	5
84	он не	7	5
85	одно и	1	5
86	так и	10	5
87	было бы	2	5
88	в них	1	5
89	мы не	1	5
90	и тогда	1	5
91	в том	3	5
92	в то	1	5
93	тогда когда	1	5
94	и его	10	5
95	только в	3	5
96	уже не	5	5
97	одно из	1	5
98	как же	1	5
99	что не	1	5
100	есть явление	1	5
101	как это	3	5
102	с этой	2	5
103	но это	3	5
104	или не	1	5
105	или нет	1	5
106	только как	1	5
107	жизни и	1	5
108	как на	1	5
109	и то	6	4
110	чего не	1	4
111	время как	1	4
112	мы и	1	4
113	в чем	1	4
114	в истории	2	4
