N	3gram	Losev_Vlad_3	Marksizm
1	с точки зрения	6	13
2	не может быть	6	10
3	то же время	2	8
4	в то же	3	8
5	в связи с	2	7
6	для того чтобы	1	6
7	в том что	10	6
8	в самом деле	1	5
9	то же самое	1	5
10	может быть и	1	5
11	с самого начала	1	5
12	бы то ни	3	4
13	то ни было	1	4
14	той или иной	1	4
15	самом же деле	2	3
16	в таком случае	2	3
17	в отличие от	3	3
18	на самом же	2	3
19	до сих пор	1	3
20	и не в	1	3
21	одно и то	1	3
22	с одной стороны	3	3
23	и то же	1	3
24	о том что	8	3
25	это вполне понятно	1	3
26	к тому что	2	3
27	как мы видели	3	3
28	одной стороны и	2	2
29	какой бы то	1	2
30	в противном случае	1	2
31	более или менее	5	2
32	в этом последнем	1	2
33	том что он	1	2
34	а не к	1	2
35	отнюдь не является	1	2
36	ни в какой	1	2
37	в смысле совокупности	1	2
38	во всяком случае	3	2
39	мы уже знаем	1	2
40	является для него	1	2
41	на то что	2	2
42	к тому же	5	2
43	это же самое	2	1
44	что иное как	1	1
45	но как раз	1	1
46	а следовательно и	1	1
47	него как бы	1	1
48	говорит нам не	1	1
49	не с точки	1	1
50	ровно ничего не	1	1
51	дело в том	5	1
52	не говоря уже	1	1
53	и так сказать	1	1
54	в сущности ничего	1	1
55	в том числе	1	1
56	в этом случае	1	1
57	не имеют никакого	1	1
58	том что это	1	1
59	сам по себе	2	1
60	от правильного понимания	1	1
61	в первую очередь	1	1
62	каждой из этих	1	1
63	даже вовсе не	1	1
64	в этом отношении	2	1
65	независимо от того	2	1
66	всего xix века	1	1
67	также и все	1	1
68	одна из них	1	1
69	но когда оно	1	1
70	по себе в	2	1
71	мне пришлось пройти	1	1
72	ко всякого рода	1	1
73	у него нет	1	1
74	принимая во внимание	1	1
75	так или иначе	2	1
76	эти категории и	1	1
77	только при условии	1	1
78	как мы знаем	2	1
79	или как мы	1	1
80	не только в	1	1
81	а не иначе	1	1
82	тем не менее	9	1
83	а с другой	2	1
84	у него с	1	1
85	в последнее время	1	1
86	хотя бы с	1	1
87	что он как	1	1
88	само по себе	3	1
89	как впрочем и	1	1
90	относиться ко всякого	1	1
91	с другой стороны	2	1
92	о которых мы	1	1
93	и в том	2	1
94	не иначе как	1	1
95	определяется не только	1	1
96	как бы на	1	1
97	даже и в	2	1
98	бы это было	1	1
99	в себе не	1	1
100	с тем что	1	1
101	к нему и	2	1
102	мы знаем в	2	1
103	не что иное	1	1
104	учение о логосе	1	1
105	но что же	1	1
106	как это делают	1	1
107	так же и	1	1
108	в данном отношении	1	1
109	лица оно не	1	1
110	имеют никакого отношения	1	1
111	есть прежде всего	2	1
112	что вопрос о	1	1
113	для него как	1	1
114	то есть оно	2	1
115	никакого отношения к	3	1
116	однако и здесь	1	1
117	свидетельствует о том	2	1
118	мы только что	1	1
119	время является и	1	1
120	так а не	1	1
