N	2gram	Propp_Russ_1	FransuaR
1	и в	36	29
2	то есть	3	21
3	таким образом	6	20
4	и не	6	16
5	в этой	1	13
6	и все	1	13
7	но в	2	12
8	как и	10	12
9	и на	10	11
10	в этом	12	11
11	так и	7	11
12	то же	3	10
13	мы уже	1	10
14	не только	22	10
15	во время	14	10
16	в то	1	10
17	как мы	10	10
18	все эти	2	9
19	и с	2	9
20	его в	1	9
21	но и	16	9
22	и его	1	8
23	в его	2	8
24	как бы	5	8
25	в них	6	7
26	мы видели	1	7
27	в том	17	7
28	так как	15	7
29	еще и	1	7
30	так же	3	7
31	своего рода	3	6
32	в большинстве	2	6
33	из них	8	6
34	в праздник	3	6
35	и до	2	5
36	что это	3	5
37	в нем	2	5
38	большинстве случаев	2	5
39	весь мир	1	5
40	он и	1	5
41	до конца	2	5
42	и о	1	5
43	это не	10	5
44	поэтому и	1	5
45	у него	2	5
46	далеко не	3	5
47	сказать что	1	5
48	на весь	2	5
49	и по	8	5
50	того же	1	5
51	также и	1	4
52	на самом	2	4
53	в которой	1	4
54	еще не	4	4
55	с его	1	4
56	в нашем	2	4
57	в образе	2	4
58	связанные с	3	4
59	кн iii	1	4
60	точки зрения	3	4
61	но они	3	4
62	характер этого	2	4
63	жизнь и	1	4
64	что он	1	4
65	тем что	4	4
66	и др	4	4
67	по своему	1	4
68	только для	2	4
69	но это	4	4
70	все это	6	4
71	один из	8	4
72	перед нами	1	4
73	то что	6	4
74	есть и	1	4
75	жизни и	1	4
76	по преимуществу	1	3
77	в доме	2	3
78	и за	1	3
79	животных и	4	3
80	и здесь	2	3
81	в ней	2	3
82	в чем	1	3
83	и свои	1	3
84	в веселый	1	3
85	в своем	3	3
86	и как	2	3
87	в себе	1	3
88	церкви и	1	3
89	при этом	6	3
90	он не	1	3
91	всех этих	2	3
92	и сам	1	3
93	подобно тому	1	3
94	в году	2	3
95	а затем	1	3
96	после обеда	1	3
97	такой же	2	3
98	том что	19	3
99	в разных	3	3
100	они были	2	3
101	скота и	1	3
102	основываясь на	1	3
103	в дальнейшем	2	3
104	что у	2	3
105	имеется в	1	3
106	там же	5	3
107	к нему	1	3
108	того что	4	3
109	что здесь	1	3
110	с ними	5	3
111	и так	1	3
112	этого праздника	3	3
113	в качестве	3	3
114	за счет	2	3
115	и других	7	3
116	и их	4	3
117	мы можем	2	3
118	не случайно	2	3
119	там где	2	3
120	этой же	1	3
121	границы между	1	3
122	некоторые из	1	3
123	тому как	1	3
124	все же	5	3
125	что значит	1	3
126	мы видим	2	3
127	тот же	1	3
128	в частности	2	3
129	как известно	2	2
130	в приведенном	1	2
131	поближе к	1	2
132	с таким	1	2
133	то время	1	2
134	в виду	1	2
135	в числе	2	2
136	он был	2	2
137	на них	1	2
138	в различных	2	2
139	но не	2	2
140	если в	3	2
141	что они	7	2
142	как в	5	2
143	это был	1	2
