N	2gram	Medvedev_V_1	Problemy
1	и в	26	35
2	как бы	5	31
3	и не	19	27
4	что он	4	24
5	в его	14	21
6	но в	2	19
7	как и	7	18
8	не может	17	18
9	в нем	6	16
10	то есть	1	16
11	то же	10	15
12	и все	1	15
13	в этом	26	14
14	и его	6	14
15	для него	8	14
16	может быть	22	14
17	но и	10	14
18	все это	10	14
19	он не	2	13
20	в другом	2	12
21	у достоевского	1	12
22	прежде всего	13	12
23	и к	3	12
24	по замыслу	1	11
25	в пределах	5	11
26	в то	6	11
27	слова и	1	11
28	самом деле	1	10
29	не только	25	10
30	не в	6	10
31	же время	5	10
32	героя и	1	10
33	то что	6	10
34	ни одного	2	9
35	все же	5	8
36	самого начала	1	8
37	как мы	1	8
38	так и	5	8
39	себя и	1	8
40	и для	2	8
41	потому что	1	8
42	еще не	2	7
43	с его	3	7
44	себе и	2	7
45	и наконец	2	7
46	лишь в	2	7
47	таким образом	31	7
48	и сам	1	7
49	в виде	1	7
50	вовсе не	3	7
51	так же	3	7
52	точки зрения	3	7
53	с ним	1	7
54	а в	3	7
55	отношению к	7	7
56	он сам	2	6
57	но не	2	6
58	по отношению	7	6
59	отношение к	1	6
60	что они	3	6
61	в самом	4	6
62	что у	2	6
63	в плане	5	6
64	в каждом	2	6
65	в слове	3	6
66	к тому	4	6
67	в одном	4	6
68	и что	1	6
69	только в	7	6
70	но это	1	6
71	от него	1	6
72	что в	10	6
73	и то	1	5
74	как в	1	5
75	в себе	6	5
76	на протяжении	1	5
77	он и	2	5
78	знает и	1	5
79	в конце	3	5
80	даже в	5	5
81	во время	3	5
82	на него	1	5
83	да и	1	5
84	и это	1	5
85	в глаза	1	5
86	в том	15	5
87	с ними	4	5
88	и даже	2	5
89	бы уже	1	4
90	он в	1	4
91	в чем	2	4
92	нет и	3	4
93	же и	2	4
94	тон и	1	4
95	но на	1	4
96	на его	1	4
97	я бы	2	4
98	же не	1	4
99	его в	3	4
100	в них	4	4
101	в своей	4	4
102	но он	1	4
103	друг другу	1	4
104	по себе	2	4
105	никогда не	4	4
106	и без	1	4
107	как раз	3	4
108	как будто	1	4
109	той или	1	4
110	еще в	1	4
111	все его	2	4
112	между тем	5	4
113	говорит он	1	4
114	наконец в	1	4
115	и так	1	4
116	и у	2	4
117	только на	1	4
118	всяком случае	1	4
119	не о	2	4
120	у него	6	4
121	тем что	1	4
122	или иной	2	4
123	с другой	11	4
124	он это	1	4
125	что не	3	4
126	а не	7	4
127	но как	3	4
128	в творчестве	3	4
129	по своему	1	4
130	вот как	4	4
131	в той	1	4
132	бы в	3	4
133	во всяком	1	4
134	а между	1	3
135	это и	6	3
136	достоевского в	1	3
137	обойтись без	1	3
138	и свой	1	3
139	говорить о	2	3
140	в виду	4	3
141	теперь на	1	3
142	во всех	6	3
143	в общем	2	3
144	за пределы	1	3
145	с этим	3	3
146	когда он	3	3
147	в целом	4	3
148	все эти	6	3
149	ее как	2	3
150	тому же	1	3
151	в братьях	1	3
152	одно и	1	3
153	знает что	1	3
154	было бы	7	3
155	этом смысле	1	3
156	этого не	1	3
157	с тем	3	3
158	в котором	3	3
159	не как	1	3
160	но только	1	3
161	или как	1	3
162	только с	2	3
163	с ее	1	3
164	всего этого	1	3
165	в ее	4	3
166	сводится к	3	3
167	из рассказа	2	3
168	и во	1	3
169	что и	3	3
170	это не	7	3
171	в форме	3	3
172	в него	1	3
173	того что	3	3
174	уже не	1	3
175	уже в	1	3
176	из них	9	3
177	его и	1	3
178	братьях карамазовых	1	3
179	даже и	3	3
180	о своей	1	3
181	своего собственного	1	3
182	он только	1	3
183	должно быть	2	3
184	в начале	1	3
185	которой он	1	3
186	и от	3	3
187	это как	1	3
188	конце концов	2	3
189	только что	4	3
190	и вдруг	1	3
191	том что	8	3
192	сказать что	5	3
193	другой стороны	8	3
194	бы его	1	3
195	например в	3	2
196	в движение	1	2
197	чтобы не	2	2
198	сам по	1	2
199	из его	3	2
200	и этот	2	2
201	а как	2	2
202	еще до	1	2
203	время как	1	2
204	в каждой	1	2
205	в ней	2	2
206	в которых	3	2
207	быть в	1	2
208	что его	2	2
209	бы не	2	2
210	уже как	1	2
211	в своем	8	2
212	и слова	1	2
213	хотя и	2	2
214	и как	3	2
215	в которой	2	2
216	бы и	6	2
217	бы с	1	2
218	но ведь	1	2
219	как он	2	2
220	так сказать	2	2
221	всех этих	2	2
222	собой не	1	2
223	этот процесс	2	2
224	их в	6	2
225	и по	3	2
226	на этом	1	2
227	а затем	2	2
228	что все	3	2
229	это было	1	2
230	было в	2	2
231	с другими	2	2
232	то все	1	2
233	кажется что	1	2
234	ни в	1	2
235	достоевского и	2	2
236	в этих	1	2
237	же но	1	2
238	как можно	1	2
239	тому что	6	2
240	вопрос о	1	2
241	не менее	2	2
242	этими двумя	1	2
243	мысли в	1	2
244	его собственного	1	2
245	но что	1	2
246	подобно тому	2	2
247	и внешнего	1	2
248	к ней	1	2
249	ли это	2	2
250	очень часто	1	2
251	лежит в	1	2
252	бы он	1	2
253	для его	4	2
254	слова с	1	2
255	и он	2	2
256	братьев карамазовых	2	2
257	приводит к	5	2
258	в дальнейшем	1	2
259	можно было	2	2
260	жизнь и	1	2
261	понятно что	1	2
262	благодаря этому	1	2
