N	2gram	Losev_Prob_1	VelikijI
1	во имя	1	32
2	и не	31	20
3	и в	32	16
4	так как	11	9
5	то что	42	9
6	еще не	9	8
7	в истории	4	8
8	что они	3	7
9	а не	15	7
10	и потому	2	7
11	не есть	29	6
12	на себя	2	5
13	но и	9	5
14	того что	7	5
15	хотя и	6	5
16	все это	7	5
17	как бы	14	5
18	и есть	6	4
19	говорить о	6	4
20	в его	6	4
21	и я	1	4
22	мы хотим	3	4
23	в этом	19	4
24	что он	7	4
25	потому что	16	4
26	в нем	13	4
27	так и	12	4
28	что все	3	4
29	что не	3	4
30	как и	3	4
31	что мы	13	4
32	в котором	5	4
33	и все	7	4
34	о смысле	1	4
35	от этого	1	3
36	и что	9	3
37	должна быть	1	3
38	нас и	1	3
39	хотя бы	3	3
40	то это	1	3
41	лишь в	1	3
42	в чем	3	3
43	с его	2	3
44	во всех	7	3
45	и будет	1	3
46	в том	9	3
47	тот же	1	3
48	но в	14	3
49	бы и	1	3
50	по этому	3	3
51	все эти	8	3
52	его во	2	3
53	за ним	1	3
54	в конце	6	3
55	их в	4	3
56	в своей	8	3
57	в жизни	3	3
58	ни в	7	3
59	в них	7	3
60	не было	4	3
61	должно быть	2	3
62	если не	4	3
63	в этих	3	3
64	нет ничего	10	3
65	что я	1	3
66	не в	4	3
67	тому что	4	3
68	но это	8	3
69	к бытию	1	3
70	не имеет	2	3
71	никогда не	7	3
72	и для	4	3
73	к тому	3	3
74	жизни и	1	3
75	что в	12	3
76	оно не	3	3
77	а между	1	2
78	и это	9	2
79	того чтобы	9	2
80	и то	6	2
81	это мы	2	2
82	и сам	1	2
83	и т	11	2
84	можно было	3	2
85	мы не	2	2
86	с ним	3	2
87	мы взяли	1	2
88	мы это	1	2
89	ее и	1	2
90	и во	3	2
91	между тем	2	2
92	ивана карамазова	1	2
93	нет и	2	2
94	от этих	1	2
95	которые не	3	2
96	не с	1	2
97	нас за	1	2
98	на нас	1	2
99	его к	1	2
100	духа и	1	2
101	только в	7	2
102	ничего и	1	2
103	конечно не	1	2
104	уже не	3	2
105	не только	17	2
106	его и	1	2
107	не так	1	2
108	для него	2	2
109	не к	1	2
110	в прошлом	1	2
111	тем что	7	2
112	на том	4	2
113	не будет	2	2
114	это не	6	2
115	т д	10	2
116	прежде всего	10	2
117	для них	2	2
118	все равно	5	2
119	с тем	5	2
120	мы и	4	2
121	один из	4	2
122	и тогда	1	2
123	мира в	1	2
124	зачем же	1	2
125	не могут	2	2
126	является в	2	2
127	которой они	1	2
128	мир и	1	2
129	а есть	4	2
130	что было	1	2
131	да и	3	2
132	одна из	1	2
133	что их	2	2
134	уже на	2	2
135	том что	12	2
136	тот кто	2	2
137	для нас	5	2
138	от него	1	2
139	ее в	2	2
140	есть уже	1	2
141	это все	1	2
142	а в	4	2
143	но не	9	2
144	могут быть	2	2
145	во всяком	7	2
146	глубине его	1	1
147	как мы	7	1
148	в виду	6	1
149	пусть не	1	1
150	для себя	3	1
151	в ее	3	1
152	ни стало	1	1
153	и до	2	1
154	он всегда	3	1
155	и самое	1	1
156	не имеют	5	1
157	да неужто	1	1
158	мы будем	2	1
159	если они	1	1
160	которое может	1	1
161	то же	10	1
162	а существует	1	1
163	на путь	1	1
164	и которые	5	1
165	от всякой	1	1
166	до времени	1	1
167	нам уже	1	1
168	в результате	2	1
169	это только	2	1
170	всего только	1	1
171	вопрос о	1	1
172	идти в	1	1
173	и вообще	4	1
174	который был	1	1
175	только это	1	1
176	находится в	1	1
177	я не	1	1
178	и ее	8	1
179	кто же	1	1
180	любви ко	1	1
181	в их	4	1
182	и на	8	1
183	он был	1	1
184	и который	2	1
185	бы то	1	1
186	оно ни	1	1
187	что оно	3	1
188	к нему	3	1
189	но как	6	1
190	идет к	1	1
191	могут и	1	1
192	если в	1	1
193	с которыми	4	1
194	а потому	2	1
195	что человек	1	1
196	не просто	23	1
197	крайней мере	2	1
198	другое и	1	1
199	и можно	1	1
200	и чем	1	1
201	что бы	1	1
202	во что	1	1
203	и уж	2	1
204	как в	4	1
205	в своем	5	1
206	известном смысле	1	1
207	что нет	2	1
208	все же	1	1
209	но с	1	1
210	д и	4	1
211	для таких	1	1
212	мы видим	2	1
213	было что	1	1
214	мы увидим	3	1
215	в разные	1	1
216	и так	2	1
217	в самом	6	1
218	в которой	2	1
219	что это	3	1
220	тоже не	7	1
221	в этой	10	1
222	в известном	1	1
223	же и	3	1
224	найти того	1	1
225	им в	1	1
226	вот в	2	1
227	уже в	3	1
228	то и	6	1
229	то уж	1	1
230	в виде	15	1
231	и если	6	1
232	и внешнее	1	1
233	о которой	1	1
234	говорит что	1	1
235	одно целое	2	1
236	и навсегда	1	1
237	вовсе не	35	1
238	не для	2	1
239	но что	2	1
240	не случайно	1	1
241	теперь еще	1	1
242	на этом	1	1
243	человека в	1	1
244	тут не	1	1
245	на нее	1	1
246	бы это	1	1
247	для того	8	1
248	без такого	1	1
249	то ни	1	1
250	конечно в	2	1
251	и с	2	1
252	было не	1	1
253	а его	1	1
254	себя не	1	1
255	и менее	3	1
256	много говорить	1	1
257	с другой	3	1
258	художественный образ	9	1
259	хоть и	1	1
260	есть не	6	1
261	землей в	1	1
262	сознания или	1	1
263	мы станем	1	1
264	еще и	5	1
265	и тем	13	1
266	говорит о	3	1
267	к человеку	1	1
268	мы скажем	1	1
269	мы так	1	1
270	тоже ведь	1	1
271	у человека	1	1
272	и уже	3	1
273	с которым	1	1
274	для чего	2	1
275	слова для	1	1
276	между собою	7	1
277	его по	1	1
278	о чем	6	1
279	и было	1	1
280	их на	1	1
281	в одно	4	1
282	иван карамазов	1	1
283	вместе с	2	1
284	так же	9	1
285	как это	6	1
286	человека к	1	1
287	то есть	33	1
288	что всякий	4	1
289	мы в	3	1
290	и столь	1	1
291	у нас	14	1
292	в которых	3	1
293	он говорит	1	1
294	а потом	2	1
295	образ и	1	1
296	по крайней	2	1
297	поскольку он	2	1
298	есть еще	3	1
299	это символ	1	1
300	это значит	1	1
301	который он	1	1
302	если нет	1	1
303	с этой	1	1
304	и очень	2	1
305	еще к	1	1
306	раз и	9	1
307	и нет	1	1
308	можно ли	5	1
309	и внешней	1	1
310	есть знак	8	1
311	ни для	1	1
312	ничего кроме	1	1
313	есть прежде	1	1
