N	2gram	Losev_Prob_1	Hudozhes
1	и в	32	28
2	том что	12	19
3	в ее	3	18
4	и не	31	18
5	в том	9	15
6	а не	15	14
7	в этом	19	13
8	не в	4	13
9	о том	11	12
10	перед нами	5	11
11	не только	17	11
12	при этом	6	11
13	как и	3	11
14	в его	6	11
15	уже не	3	10
16	не случайно	1	10
17	у чехова	2	9
18	в себе	15	9
19	но и	9	9
20	так и	12	8
21	между тем	2	8
22	что он	7	8
23	себя в	1	8
24	в жизни	3	8
25	в душе	1	8
26	может быть	14	8
27	о чем	6	8
28	я не	1	7
29	что она	5	7
30	об этом	10	7
31	к тому	3	7
32	как это	6	7
33	и все	7	7
34	с ним	3	7
35	я и	2	6
36	в котором	5	6
37	то же	10	6
38	не было	4	6
39	и с	2	6
40	в своей	8	6
41	в то	6	6
42	тем что	7	6
43	казалось бы	4	6
44	для себя	3	6
45	если бы	4	6
46	сводится к	1	6
47	можно сказать	5	6
48	это не	6	6
49	а в	4	6
50	то что	42	6
51	жизни и	1	6
52	с его	2	5
53	в этой	10	5
54	как в	4	5
55	в самом	6	5
56	что это	3	5
57	в своем	5	5
58	не менее	19	5
59	никогда не	7	5
60	ничего не	10	5
61	и его	3	5
62	она не	2	5
63	и сам	1	5
64	его жизни	1	5
65	только на	4	5
66	одно из	2	5
67	для него	2	5
68	наряду с	1	5
69	как бы	14	5
70	да и	3	5
71	с ее	1	5
72	что в	12	5
73	а между	1	4
74	и т	11	4
75	но не	9	4
76	в художественном	1	4
77	то в	5	4
78	подобно тому	2	4
79	человека в	1	4
80	он не	3	4
81	и уже	3	4
82	в других	5	4
83	тем не	18	4
84	для нее	1	4
85	тому что	4	4
86	и сама	2	4
87	как будто	3	4
88	и о	8	4
89	того чтобы	9	4
90	что они	3	4
91	только в	7	4
92	в качестве	2	4
93	как раз	13	4
94	для того	8	4
95	говорит о	3	4
96	то и	6	4
97	не может	8	4
98	тому как	2	4
99	у вас	2	4
100	о своем	2	4
101	бы и	1	4
102	была бы	1	3
103	чтобы не	1	3
104	по преимуществу	2	3
105	едва ли	2	3
106	по его	2	3
107	на себя	2	3
108	еще не	9	3
109	и на	8	3
110	о смерти	1	3
111	со стороны	1	3
112	бы не	1	3
113	раз в	1	3
114	как он	4	3
115	в нем	13	3
116	можно было	3	3
117	что все	3	3
118	мы уже	5	3
119	с другими	2	3
120	было бы	8	3
121	в это	2	3
122	в них	7	3
123	несмотря на	3	3
124	в этих	3	3
125	пока еще	3	3
126	что было	1	3
127	как о	1	3
128	и внутренней	1	3
129	о них	1	3
130	ни о	5	3
131	же самое	9	3
132	и это	9	3
133	ни слова	1	3
134	внимание на	1	3
135	к нему	3	3
136	и ее	8	3
137	для нас	5	3
138	что на	1	3
139	с другой	3	3
140	на ее	1	3
141	все время	2	3
142	прежде всего	10	3
143	человек в	1	3
144	так же	9	3
145	все это	7	3
146	или в	4	3
147	будто бы	1	3
148	все они	1	3
149	в памяти	1	3
150	есть и	3	3
151	по поводу	4	3
152	самом деле	6	3
153	говорили о	1	2
154	же как	2	2
155	и то	6	2
156	о любви	2	2
157	в первом	2	2
158	той же	1	2
159	который в	1	2
160	на душе	1	2
161	который был	1	2
162	говорить о	6	2
163	он сам	2	2
164	нам представляется	1	2
165	не понимаю	1	2
166	если в	1	2
167	тоже не	7	2
168	разговора о	1	2
169	все же	1	2
170	и к	1	2
171	но в	14	2
172	жизни так	1	2
173	из этих	2	2
174	не более	1	2
175	и становится	1	2
176	тому же	1	2
177	т д	10	2
178	но именно	3	2
179	о которой	1	2
180	не как	2	2
181	между внешним	1	2
182	на этом	1	2
183	прежде чем	3	2
184	оно не	3	2
185	однако в	2	2
186	не будет	2	2
187	а по	1	2
188	не с	1	2
189	лишь в	1	2
190	его в	6	2
191	это было	2	2
192	о которых	3	2
193	и было	1	2
194	и тогда	1	2
195	только тем	1	2
196	место в	1	2
197	внешним и	1	2
198	с точки	3	2
199	что я	1	2
200	вместе со	1	2
