N	2gram	Berdyaev_O_1	Istorich
1	т е	4	29
2	что он	3	24
3	не только	11	18
4	может быть	11	17
5	и в	19	15
6	никогда не	9	15
7	так как	2	14
8	но и	13	14
9	что в	4	12
10	то что	5	12
11	а в	5	12
12	в этом	12	11
13	в этих	3	11
14	и не	13	11
15	что они	2	10
16	его в	2	10
17	еще не	3	9
18	все же	2	9
19	в другом	2	9
20	с тем	2	9
21	и здесь	1	9
22	потому что	9	9
23	он не	7	8
24	один из	1	8
25	в нем	10	7
26	том что	2	7
27	не в	11	7
28	ничего не	2	7
29	и пр	1	7
30	связана с	1	6
31	но в	2	6
32	что это	1	6
33	и что	1	6
34	в его	7	6
35	что и	2	6
36	так что	2	6
37	как бы	3	6
38	видно что	1	6
39	в том	5	6
40	и есть	3	5
41	представляет собой	1	5
42	как в	1	5
43	что она	1	5
44	было бы	3	5
45	попадает в	1	5
46	в котором	1	5
47	в русской	3	5
48	можно было	1	5
49	так и	2	5
50	связан с	1	5
51	она не	1	5
52	к нему	3	5
53	в одном	1	5
54	прежде всего	9	5
55	а не	11	5
56	не может	4	5
57	в ней	1	4
58	и на	2	4
59	в одной	1	4
60	в себе	3	4
61	этот случай	1	4
62	все эти	4	4
63	в этой	5	4
64	после этого	1	4
65	и с	2	4
66	вопрос о	10	4
67	но он	7	4
68	того как	1	4
69	о нем	1	4
70	его и	1	4
71	у нее	1	4
72	у него	22	4
73	тем что	2	4
74	связь с	1	4
75	но это	1	4
76	к этой	2	4
77	мы не	1	3
78	он был	8	3
79	когда он	3	3
80	он в	2	3
81	на то	1	3
82	и почему	1	3
83	должен был	2	3
84	он и	1	3
85	и его	4	3
86	как будто	1	3
87	и это	1	3
88	о том	3	3
89	после того	1	3
90	а именно	1	3
91	того что	3	3
92	же можно	2	3
93	же и	1	3
94	в других	2	3
95	как это	1	3
96	его пути	1	3
97	все это	6	3
98	в силе	1	2
99	например в	1	2
100	самом деле	1	2
101	на самом	1	2
102	и для	2	2
103	в сущности	1	2
104	хотя бы	3	2
105	и то	2	2
106	но не	1	2
107	не все	2	2
108	к чему	1	2
109	в которой	2	2
110	говорят о	1	2
111	это за	3	2
112	он должен	1	2
113	в силу	1	2
114	из него	1	2
115	человека в	11	2
116	из них	1	2
117	его не	2	2
118	это не	3	2
119	в жизни	1	2
120	она и	1	2
121	как и	6	2
122	ключ к	1	2
123	нисколько не	1	2
124	и ее	3	2
125	и более	1	2
126	с которой	2	2
127	одна из	1	2
128	в русском	1	2
129	вместо того	2	2
130	был бы	1	2
131	могут быть	3	2
132	он видит	1	2
133	с образом	1	2
134	того чтобы	4	2
135	в виду	1	2
136	действующие лица	1	2
137	уже с	1	2
138	и когда	1	2
139	что у	2	2
140	подойти к	2	2
141	одно из	2	2
142	в разных	1	2
143	находится в	1	2
144	другом месте	1	2
145	в глаза	1	2
146	к ней	2	2
147	оказывается что	1	2
148	с ними	1	2
149	проникнуть в	1	2
150	уже в	2	2
151	не было	9	2
152	и из	2	2
153	а с	1	2
154	но есть	1	2
155	нет ничего	7	2
156	смысле этого	1	2
157	есть на	1	2
158	в мир	1	2
159	да и	1	2
160	о его	5	2
161	будто бы	1	2
162	все еще	2	2
163	сказать что	2	2
164	это так	1	2
165	ее в	2	2
166	сам по	1	1
167	ко всем	2	1
168	когда человек	1	1
169	не имеют	1	1
170	почему же	1	1
171	есть не	1	1
172	и о	2	1
173	их не	2	1
174	себе что	1	1
175	и он	8	1
176	вопрос об	1	1
177	и много	2	1
178	он сам	4	1
179	не приходит	1	1
180	с его	4	1
181	к которой	1	1
182	очень ясно	1	1
183	в истории	2	1
184	в центре	1	1
185	как к	2	1
186	вопросом о	2	1
187	и как	1	1
188	и к	2	1
189	на своем	1	1
190	духа и	1	1
191	с душой	1	1
192	от этого	1	1
193	в этот	2	1
194	за собой	1	1
195	и этим	2	1
196	одно время	1	1
197	думаю чтобы	1	1
198	русский дух	1	1
199	человек не	7	1
200	образ и	1	1
201	на земле	4	1
202	человек а	1	1
203	этом он	2	1
204	в совершенно	1	1
205	это было	3	1
206	чтобы все	1	1
207	а это	1	1
208	хлебами и	1	1
209	приходит в	1	1
210	которая была	1	1
211	смерть и	1	1
212	не умирает	1	1
213	в них	1	1
214	он любил	1	1
215	стороны с	1	1
216	посвящения в	1	1
217	и страх	1	1
218	в своей	2	1
219	и бессмертие	1	1
220	черту и	2	1
221	из которой	1	1
222	к одному	1	1
223	эта не	1	1
224	над ними	1	1
225	что было	1	1
226	и делают	1	1
227	по себе	2	1
228	и очень	2	1
229	а иногда	1	1
230	так часто	1	1
231	что их	1	1
232	в науке	1	1
233	он еще	1	1
234	подошел к	1	1
235	ушел от	1	1
236	не думаю	1	1
237	во всем	1	1
238	и после	1	1
239	в процессе	1	1
240	не вполне	1	1
241	в глубину	2	1
242	с другом	1	1
243	есть у	1	1
244	у нас	1	1
245	со стороны	1	1
246	не могут	3	1
247	его с	1	1
248	в эти	1	1
249	указывает на	1	1
250	они и	1	1
251	всегда есть	4	1
252	он прежде	2	1
253	что делается	1	1
254	из всего	2	1
255	не делает	1	1
256	с каким	1	1
257	характер и	1	1
258	легенды о	1	1
259	особенно в	1	1
260	через человека	4	1
261	том как	1	1
262	с ним	3	1
263	погружается в	2	1
264	связанным с	1	1
265	есть момент	1	1
266	ее и	1	1
267	от него	7	1
268	все в	4	1
269	которого не	1	1
270	там и	1	1
271	нуждается в	1	1
272	отметить что	1	1
273	говорит он	1	1
274	уходят в	1	1
275	бросается в	1	1
276	в частности	1	1
277	которым он	1	1
278	была для	1	1
279	и действительно	1	1
280	который в	1	1
281	уже не	1	1
282	еще одну	1	1
283	него и	4	1
284	на этих	1	1
285	и других	1	1
286	ни с	7	1
287	никто не	3	1
288	вовсе не	1	1
289	доходит до	1	1
290	не хочет	1	1
291	и можно	1	1
292	человека а	2	1
293	в явлениях	2	1
294	и прежде	1	1
295	что не	4	1
296	к человеку	9	1
297	до конца	7	1
298	у его	1	1
299	среди них	1	1
300	что человеку	2	1
301	но никогда	2	1
302	о чем	1	1
303	в одно	1	1
304	и ему	1	1
305	обстановка и	1	1
306	видели в	1	1
307	и потому	2	1
308	человека к	2	1
309	он говорит	1	1
310	чем в	2	1
311	друг с	1	1
312	ведет к	1	1
313	что же	2	1
314	мотив в	1	1
315	с тобой	1	1
316	противоположное ему	1	1
317	быть не	1	1
318	в это	1	1
319	этого слова	1	1
320	указать на	1	1
321	он за	1	1
322	пошел он	1	1
323	особого рода	1	1
324	бы он	1	1
325	еще более	1	1
326	ни к	1	1
327	дома но	1	1
328	но всегда	1	1
329	человека не	1	1
330	но можно	1	1
331	ему будет	1	1
332	у которых	1	1
333	в самом	5	1
334	людей но	1	1
335	он подошел	1	1
336	и состоит	1	1
337	но еще	1	1
338	и эта	1	1
339	к этому	2	1
340	и толстым	1	1
