N	2gram	Propp_Isto_6	FransuaR
1	и в	26	65
2	то есть	1	45
3	и др	2	24
4	как бы	4	22
5	и не	10	22
6	вовсе не	2	18
7	в том	12	16
8	в этом	12	15
9	но в	7	14
10	в нем	8	13
11	мы уже	6	12
12	и на	12	11
13	прежде всего	4	11
14	все эти	8	10
15	не только	10	10
16	и его	7	10
17	так и	5	10
18	но и	9	10
19	том числе	1	10
20	во всех	1	9
21	в его	5	9
22	все это	1	9
23	в своем	2	8
24	в основе	1	8
25	и даже	1	8
26	и другие	3	8
27	его в	5	7
28	точки зрения	1	7
29	уже говорили	1	7
30	в области	1	7
31	только в	5	7
32	числе и	1	7
33	жизни и	2	7
34	они были	1	6
35	в ней	5	6
36	еще не	9	6
37	все же	8	6
38	главным образом	3	6
39	при этом	3	6
40	том что	10	6
41	никогда не	13	6
42	тела и	2	6
43	как мы	4	6
44	одно из	1	6
45	так как	18	6
46	может быть	11	6
47	не знает	1	6
48	сказать что	3	6
49	связана с	3	5
50	с его	4	5
51	отличие от	1	5
52	как в	6	5
53	в них	3	5
54	как и	5	5
55	земли и	2	5
56	есть в	1	5
57	в своей	3	5
58	потому что	13	5
59	между тем	1	5
60	для него	1	5
61	в одном	3	5
62	еще и	1	5
63	и пр	1	5
64	превращается в	7	5
65	связь с	11	5
66	в частности	3	5
67	в своих	3	5
68	здесь и	2	4
69	и до	2	4
70	и к	1	4
71	поэтому и	1	4
72	в этой	2	4
73	не в	3	4
74	до сих	4	4
75	в жизни	1	4
76	отношение к	1	4
77	сих пор	4	4
78	мира и	2	4
79	для нас	2	4
80	между ними	1	4
81	это в	1	4
82	не просто	1	3
83	уже не	7	3
84	но все	2	3
85	то что	6	3
86	в себе	3	3
87	но на	1	3
88	и с	6	3
89	на этой	2	3
90	и других	3	3
91	это не	4	3
92	далеко не	3	3
93	в ее	1	3
94	он и	2	3
95	но это	4	3
96	даже в	2	3
97	на котором	3	3
98	ничего не	2	3
99	по своей	1	3
100	и здесь	1	3
101	не могут	1	3
102	с ним	8	3
103	с другой	10	3
104	к нему	1	3
105	в форме	2	3
106	что он	9	3
107	но как	4	3
108	мир в	1	3
109	друг друга	1	3
110	в других	4	3
111	связан с	6	3
112	связаны с	5	3
113	и эта	3	3
114	на время	1	3
115	с рождением	2	3
116	в тех	3	3
117	но для	2	3
118	в более	6	3
119	не является	1	3
120	на землю	4	3
121	не может	6	3
122	что в	12	3
123	не получил	1	2
124	отношения к	1	2
125	одним из	1	2
126	например в	7	2
127	нам кажется	2	2
128	смерть в	1	2
129	его связь	1	2
130	всех его	2	2
131	это всегда	1	2
132	не вполне	2	2
133	бы ни	1	2
134	и он	4	2
135	он был	2	2
136	на них	1	2
137	но не	2	2
138	античности и	1	2
139	и наконец	3	2
140	его к	1	2
141	из этих	4	2
142	он не	2	2
143	и вот	3	2
144	на его	4	2
145	он так	1	2
146	свое время	1	2
147	и по	4	2
148	так например	3	2
149	а затем	1	2
150	на все	1	2
151	в свой	1	2
152	в этих	2	2
153	от своего	1	2
154	их в	3	2
155	и очень	1	2
156	при всех	1	2
157	в таких	1	2
158	а иногда	1	2
159	строя и	1	2
160	на него	2	2
161	образом в	1	2
162	этих двух	1	2
163	в мир	1	2
164	начиная с	1	2
165	к себе	2	2
166	есть только	1	2
167	могут быть	3	2
168	к тому	2	2
169	в наши	1	2
170	здесь еще	4	2
171	и это	8	2
172	но при	2	2
173	и этим	5	2
174	приводит к	1	2
175	стремление к	1	2
176	о том	7	2
177	можно сказать	2	2
178	воспринимается как	1	2
179	позволит нам	1	2
180	отметить что	2	2
181	представления о	10	2
182	в свете	1	2
183	но с	1	2
184	мы видим	5	2
185	этот вопрос	1	2
186	с одной	7	2
187	или даже	1	2
188	от того	3	2
189	смерти и	2	2
190	в особенности	1	2
191	в народной	1	2
192	при всей	1	2
193	что не	2	2
194	всего мира	1	2
195	др в	1	2
196	в некоторых	2	2
197	одной стороны	7	2
198	на этот	1	2
199	несмотря на	1	2
200	книге о	2	2
201	наряду с	3	2
202	быть только	2	2
203	в это	4	2
204	того что	2	2
205	еще раз	1	2
206	что мы	2	2
207	в целом	1	2
208	между прочим	1	2
209	кроме того	3	2
210	в книге	4	2
211	и для	1	2
212	мы найдем	2	2
213	и часто	1	2
214	и от	3	2
215	или в	3	2
216	хотя и	1	2
217	от него	3	2
218	же в	1	2
219	здесь только	1	2
220	в живописи	1	2
221	совершенно чуждо	1	2
222	в свое	2	2
223	в противоположность	1	2
224	в таком	1	2
225	они представляют	1	1
226	речь идет	1	1
227	он показывает	1	1
228	не имел	1	1
229	тех же	1	1
230	так у	3	1
231	все его	1	1
232	между двумя	1	1
233	оно было	1	1
234	в какой-то	1	1
235	и больше	2	1
236	был и	1	1
237	то же	5	1
238	а как	1	1
239	и была	1	1
240	не умирает	2	1
241	если я	1	1
242	мифа о	1	1
243	мы не	6	1
244	на первом	1	1
245	большую роль	1	1
246	и ранний	1	1
247	и новые	1	1
248	нам в	1	1
249	именно к	1	1
250	на эти	2	1
251	со смертью	1	1
252	совпадает с	1	1
253	историческое явление	1	1
254	первобытных народов	2	1
255	не видим	1	1
256	животными и	1	1
257	первый план	2	1
258	с солнцем	3	1
259	от них	1	1
260	видит в	1	1
261	же она	1	1
262	этого мотива	4	1
263	с которыми	1	1
264	по отношению	2	1
265	вступают в	1	1
266	или иное	3	1
267	в свои	2	1
268	человека с	1	1
269	сеют и	1	1
270	где бы	1	1
271	концепцию мы	1	1
272	с этим	2	1
273	так называемая	1	1
274	этого развития	1	1
275	не хватает	1	1
276	как нам	1	1
277	в полном	1	1
278	как уже	1	1
279	и как	2	1
280	в фольклоре	2	1
281	нет здесь	1	1
282	есть ли	1	1
283	от этого	3	1
284	в этот	1	1
285	смерти с	1	1
286	и конечно	2	1
287	ступени развития	1	1
288	он в	1	1
289	связанного с	1	1
290	раз в	1	1
291	по форме	1	1
292	имеем в	4	1
293	лица и	1	1
294	как он	6	1
295	на то	2	1
296	и если	1	1
297	вообще не	3	1
298	по-видимому не	1	1
299	ниже здесь	1	1
300	чтобы они	2	1
301	для того	1	1
302	знают только	1	1
303	по ту	1	1
304	этой стадии	1	1
305	жизнью и	1	1
306	и более	1	1
307	и сам	2	1
308	из него	2	1
309	на этом	1	1
310	людей и	2	1
311	но дело	1	1
312	они на	1	1
313	здесь мы	4	1
314	как они	1	1
315	дальше мы	1	1
316	связанные с	1	1
317	и может	1	1
318	об этом	1	1
319	связанных с	1	1
320	народа его	1	1
321	них не	1	1
322	во-вторых они	1	1
323	от земли	1	1
324	было бы	2	1
325	его душу	1	1
326	она становится	1	1
327	стоит на	2	1
328	смерть и	2	1
329	его у	1	1
330	но уже	1	1
331	он является	1	1
332	нет в	3	1
333	о которых	1	1
334	совершенно иного	1	1
335	особый интерес	1	1
336	сам он	1	1
337	мы имеем	14	1
338	новые формы	1	1
339	оно имеет	1	1
340	самых ранних	1	1
341	был бы	1	1
342	здесь она	2	1
343	на первый	3	1
344	несколько слов	1	1
345	и при	1	1
346	мысль и	1	1
347	можно найти	1	1
348	человеком и	2	1
349	жизнь и	1	1
350	не столько	1	1
351	представление о	9	1
352	было очень	1	1
353	в которых	2	1
354	не представляется	1	1
355	своего рода	2	1
356	божества и	1	1
357	невозможно нужно	1	1
358	как это	5	1
359	вниз в	1	1
360	которые в	2	1
361	находится на	2	1
362	но он	2	1
363	без всяких	2	1
364	есть еще	2	1
365	оно само	1	1
366	достаточно полно	1	1
367	тому чтобы	1	1
368	где нет	2	1
369	более древних	1	1
370	и вся	1	1
371	что такие	1	1
372	с развитием	1	1
373	в тело	1	1
374	можно ли	1	1
375	чистом виде	1	1
376	на три	1	1
377	не менее	1	1
378	тем самым	2	1
379	мира не	1	1
380	она не	3	1
381	что с	1	1
382	в то	5	1
383	принадлежат к	1	1
384	смертью в	1	1
385	считает что	1	1
386	которые были	1	1
387	не могло	2	1
388	представления и	2	1
389	но разумеется	1	1
390	следовательно и	1	1
391	тела это	1	1
392	другой стороны	8	1
393	со своим	1	1
394	остается в	1	1
395	здесь же	4	1
396	эти три	3	1
397	что на	1	1
398	не потому	3	1
399	с другом	1	1
400	иного мира	2	1
401	у нас	5	1
402	и такие	1	1
403	человека в	2	1
404	например на	2	1
405	оно не	1	1
406	что при	2	1
407	время он	1	1
408	где он	2	1
409	раньше что	1	1
410	им в	1	1
411	того чтобы	1	1
412	что все	1	1
413	здесь не	2	1
414	некоторые стороны	1	1
415	при переходе	1	1
416	то или	2	1
417	выше с	1	1
418	смерти в	2	1
419	идет не	1	1
420	так в	6	1
421	мы наблюдаем	1	1
422	людей он	1	1
423	с собой	2	1
424	можно было	2	1
425	те же	1	1
426	здесь как	1	1
427	отсюда и	1	1
428	здесь нет	2	1
429	нет места	1	1
430	еще в	3	1
431	преисподней в	1	1
432	это только	1	1
433	всегда имеет	1	1
434	в обряде	1	1
435	других местах	1	1
436	мы рассмотрим	3	1
437	нас и	1	1
438	с человеком	1	1
439	форме в	1	1
440	эта сторона	2	1
441	но здесь	4	1
442	находится в	1	1
443	сводится к	2	1
444	приближается к	1	1
445	и возможно	1	1
446	вот почему	3	1
447	должно было	1	1
448	с комическим	1	1
449	ранних ступенях	2	1
450	стоит и	1	1
451	бы в	1	1
452	и только	3	1
453	выступает как	1	1
454	них в	1	1
455	наконец в	1	1
456	именно в	1	1
457	выше в	1	1
458	сложное и	1	1
459	двух противоречивых	1	1
460	и могли	1	1
461	это приводит	1	1
462	один из	3	1
463	древнейшей формой	1	1
464	ее то	1	1
465	одной из	1	1
466	с ними	2	1
467	ли он	1	1
468	отделено от	1	1
469	и действительно	3	1
470	иногда сам	1	1
471	в изобразительном	1	1
472	всяком случае	2	1
473	место но	1	1
474	и ее	3	1
475	не было	3	1
476	же и	1	1
477	понять этот	1	1
478	уже в	1	1
479	и они	2	1
480	то и	2	1
481	еще одну	2	1
482	не стал	1	1
483	языка но	1	1
484	же объясняется	1	1
485	его и	1	1
486	он имеет	4	1
487	в так	1	1
488	на самых	1	1
489	представлений о	7	1
490	что и	4	1
491	к ним	1	1
492	ту сторону	1	1
493	если оно	1	1
494	у него	7	1
495	случае не	1	1
496	тем что	5	1
497	ее на	2	1
498	в очень	4	1
499	причем как	1	1
500	именно как	1	1
501	со стороны	3	1
502	и создает	1	1
503	на примере	1	1
504	объяснение в	1	1
505	еще далеко	1	1
506	стороны он	3	1
507	она и	1	1
508	в меньшей	1	1
509	жизни народа	1	1
510	которые не	1	1
511	выше и	1	1
512	а на	1	1
513	он только	1	1
514	это прежде	1	1
515	не исключает	1	1
516	а не	2	1
517	однако и	1	1
518	его как	1	1
519	подобного рода	1	1
520	о чем	2	1
521	одна из	2	1
522	и мотив	1	1
523	под влиянием	1	1
524	для этой	1	1
525	мог быть	1	1
526	уже давно	2	1
527	имея в	1	1
528	эта концепция	1	1
529	места для	1	1
530	это одно	1	1
531	здесь уже	2	1
532	этот мотив	5	1
533	перейти в	1	1
534	через тело	1	1
535	из которых	3	1
536	он говорит	1	1
537	не видели	1	1
538	первоначально в	1	1
539	спустился в	1	1
540	там где	5	1
541	друг с	1	1
542	что как	1	1
543	смеха мы	1	1
544	есть и	4	1
545	нам еще	2	1
546	здесь так	1	1
547	и формы	2	1
548	этот не	1	1
549	отличается от	2	1
550	что касается	2	1
551	представляют особый	1	1
552	смерти а	1	1
553	под названием	2	1
554	очень интересный	2	1
555	в связи	1	1
556	ступенях развития	2	1
557	этот процесс	1	1
558	ее но	1	1
559	об особом	1	1
560	план выдвигается	1	1
561	в эту	2	1
562	находит свое	1	1
563	быть наиболее	1	1
564	но зато	1	1
565	степени еще	1	1
566	от ее	1	1
567	этой же	1	1
568	сохранились в	1	1
569	на другие	1	1
570	враг и	2	1
571	этап в	1	1
572	отношению к	2	1
573	можно наблюдать	2	1
574	материальное начало	1	1
575	это так	1	1
576	но еще	1	1
577	типична для	1	1
578	также не	2	1
579	в загробном	1	1
580	то оно	1	1
581	к этому	3	1
582	а превращается	1	1
583	как на	3	1
584	во всяком	2	1
585	все что	4	1
586	такой же	3	1
587	они не	3	1
