N	2gram	Berdyaev_N_1	StatiiOP
1	и в	16	25
2	в этом	7	24
3	в том	8	20
4	что он	1	19
5	может быть	7	19
6	тем что	1	19
7	что в	9	19
8	том что	2	15
9	в этой	1	14
10	и пр	3	13
11	не только	5	12
12	в его	1	12
13	то что	4	12
14	в этих	1	11
15	прежде всего	4	10
16	и не	11	10
17	у него	2	9
18	но и	3	9
19	все это	5	8
20	о том	4	8
21	как например	1	8
22	это было	3	8
23	с этим	2	7
24	это не	4	7
25	было бы	1	7
26	в то	2	7
27	не может	16	7
28	что такое	3	7
29	место в	2	6
30	и на	2	6
31	как в	3	6
32	из этих	1	6
33	не в	6	6
34	только в	1	6
35	в конце	1	6
36	в области	1	6
37	в россии	3	6
38	а в	2	6
39	как на	1	6
40	говорит что	1	5
41	но в	2	5
42	он не	8	5
43	ни в	6	5
44	в котором	1	5
45	потому что	4	5
46	и это	2	5
47	так и	2	5
48	в них	4	5
49	с другой	3	5
50	связано с	1	5
51	а не	17	5
52	в речах	1	5
53	такого рода	2	5
54	другой стороны	2	5
55	в которой	1	4
56	время как	2	4
57	в чем	1	4
58	в центре	2	4
59	не было	4	4
60	и к	5	4
61	лишь в	6	4
62	на протяжении	2	4
63	этом смысле	2	4
64	в жизни	5	4
65	с тем	3	4
66	как и	7	4
67	в эту	1	4
68	у нас	1	4
69	к ней	1	4
70	в каком	1	4
71	связана с	2	4
72	в ней	5	4
73	и с	2	4
74	можно сказать	1	4
75	а также	1	4
76	к нему	1	4
77	всяком случае	1	4
78	то время	1	4
79	xix века	5	4
80	это есть	7	4
81	в смысле	2	4
82	и для	4	4
83	но это	6	4
84	сказать что	3	4
85	в своей	3	4
86	можно назвать	2	4
87	во всяком	1	4
88	говорить о	1	3
89	с его	6	3
90	своего рода	1	3
91	все эти	2	3
92	это связано	2	3
93	от нее	1	3
94	что этот	1	3
95	нет в	1	3
96	нет никакого	1	3
97	но он	1	3
98	и более	1	3
99	во время	1	3
100	что все	2	3
101	и что	2	3
102	раньше чем	1	3
103	нельзя сказать	1	3
104	и его	1	3
105	вот что	1	3
106	уже не	2	3
107	уже в	1	3
108	так как	1	3
109	к которому	1	3
110	одной стороны	2	3
111	что мы	1	3
112	в мировой	2	3
113	все они	2	3
114	того времени	1	3
115	он может	1	2
116	в сущности	1	2
117	исторической эпохи	3	2
118	как я	1	2
119	того же	1	2
120	думаю что	1	2
121	не имел	1	2
122	не был	1	2
123	во всех	3	2
124	россии и	1	2
125	то он	1	2
126	нет и	2	2
127	в самом	1	2
128	в статье	1	2
129	том чтобы	2	2
130	но все	1	2
131	а по	1	2
132	общества в	1	2
133	он и	1	2
134	мы не	2	2
135	такой же	2	2
136	в такой	1	2
137	не столько	1	2
138	о русском	1	2
139	для этого	2	2
140	не менее	4	2
141	история в	3	2
142	одна из	2	2
143	не имеет	4	2
144	никогда не	6	2
145	в русском	2	2
146	от того	1	2
147	могут быть	2	2
148	к тому	3	2
149	но также	1	2
150	для того	1	2
151	на это	1	2
152	должен быть	5	2
153	с ее	5	2
154	в виду	1	2
155	на нее	1	2
156	времени и	2	2
157	и которые	1	2
158	во многом	1	2
159	нас к	1	2
160	с одной	2	2
161	что его	1	2
162	и во	1	2
163	и только	1	2
164	движения в	1	2
165	все время	2	2
166	еще не	3	2
167	есть в	2	2
168	и у	1	2
169	в новом	2	2
170	пришли к	1	2
171	до сих	1	2
172	себя и	1	2
173	что не	1	2
174	не на	1	2
175	эту эпоху	1	2
176	вместе с	2	2
177	но не	2	2
178	том смысле	1	2
179	быть не	1	2
180	в это	1	2
181	сих пор	1	2
182	пр в	1	2
183	в духе	3	2
184	которое можно	1	2
185	я думаю	1	2
186	все более	1	2
187	в свою	1	2
188	к этой	1	2
189	за пределы	3	1
190	смысле слова	3	1
191	переход от	1	1
192	перед лицом	1	1
193	не хочет	1	1
194	по преимуществу	1	1
195	и до	1	1
196	на западе	1	1
197	должна быть	3	1
198	был и	1	1
199	но те	1	1
200	и искать	1	1
201	из всех	1	1
202	в последние	1	1
203	вопрос о	3	1
204	от своих	1	1
205	еще до	2	1
206	он действует	1	1
207	понять смысл	1	1
208	на себя	1	1
209	эпохи в	1	1
210	он принадлежал	1	1
211	с большим	1	1
212	над этой	1	1
213	себя а	1	1
214	быть в	2	1
215	истории в	5	1
216	к жизни	3	1
217	он давал	1	1
218	культуру и	1	1
219	образ мыслей	2	1
220	которые они	1	1
221	в истории	3	1
222	россии в	1	1
223	в своем	1	1
224	и нет	1	1
225	что совершается	1	1
226	он часто	1	1
227	что нет	1	1
228	истории он	1	1
229	в каком-то	1	1
230	от этого	1	1
231	думаю и	1	1
232	тут нет	1	1
233	духа в	2	1
234	в употреблении	2	1
235	приобретает характер	1	1
236	думать что	2	1
237	в известном	1	1
238	человек не	1	1
239	что она	2	1
240	идей и	1	1
241	в нем	5	1
242	я давно	1	1
243	не к	2	1
244	в нее	1	1
245	смысле в	1	1
246	к власти	3	1
247	этого не	1	1
248	и того	1	1
249	особенно для	1	1
250	но я	2	1
251	не во	4	1
252	но во	1	1
253	творчества и	1	1
254	не могли	2	1
255	по себе	1	1
256	и очень	1	1
257	того чтобы	2	1
258	так много	1	1
259	к вопросу	1	1
260	судьба и	1	1
261	явление в	1	1
262	мыслей и	1	1
263	по своей	1	1
264	друг друга	1	1
265	замечательно что	1	1
266	они написаны	1	1
267	нет ни	1	1
268	xviii века	2	1
269	когда мы	2	1
270	ему все	1	1
271	не случайно	1	1
272	бы он	1	1
273	в наше	3	1
274	него как	1	1
275	для себя	1	1
276	и оно	1	1
277	на нем	1	1
278	в ее	3	1
279	формы и	2	1
280	не человек	2	1
281	слишком большой	1	1
282	это была	1	1
283	приводит к	1	1
284	и когда	1	1
285	в образе	1	1
286	можно было	2	1
287	мы в	1	1
288	в эпоху	9	1
289	с ним	1	1
290	стремление к	2	1
291	и должно	2	1
292	вот почему	2	1
293	то они	1	1
294	времени в	2	1
295	в значительной	1	1
296	знает что	1	1
297	вопросу о	1	1
298	должно было	2	1
299	века и	2	1
300	начала xix	1	1
301	и она	1	1
302	известном смысле	1	1
303	не выходила	1	1
304	ли он	1	1
305	наше время	4	1
306	который в	2	1
307	века как	1	1
308	в обществе	2	1
309	вопрос об	1	1
310	для всех	1	1
311	конечно не	3	1
312	отнести к	1	1
313	вернуться к	2	1
314	а это	1	1
315	от других	1	1
316	из них	1	1
317	истории для	1	1
318	и их	1	1
319	слова в	1	1
320	к той	1	1
321	характерны для	1	1
322	не были	1	1
323	возможно что	1	1
324	ней и	1	1
325	и из	1	1
326	то это	1	1
327	был в	1	1
328	связаны с	2	1
329	времени чем	1	1
330	было и	1	1
331	во внешней	1	1
332	к более	2	1
333	к политической	1	1
334	не означает	3	1
335	истории к	4	1
336	долгое время	1	1
337	и ему	1	1
338	уже давно	1	1
339	вступает в	1	1
340	нет ничего	1	1
341	нет надобности	1	1
342	эти слова	1	1
343	я уже	2	1
344	не знал	2	1
345	наряду с	3	1
346	в той	1	1
347	и этот	1	1
348	тому как	3	1
349	когда она	1	1
350	по существу	2	1
351	это значит	1	1
352	в состоянии	1	1
353	должно быть	4	1
354	бога и	3	1
355	в формах	1	1
356	но для	2	1
357	не больше	1	1
358	протяжении всей	1	1
359	это уже	1	1
360	истории что	1	1
361	совершается в	1	1
362	чтобы понять	1	1
363	а к	1	1
364	особого рода	1	1
365	и все	4	1
366	или нет	1	1
367	хотя бы	2	1
368	давно уже	1	1
369	гораздо больше	1	1
370	в период	1	1
371	не знает	6	1
372	но можно	1	1
373	время но	1	1
374	и еще	1	1
375	перейти к	3	1
376	есть и	1	1
377	жизни и	8	1
378	я могу	1	1
379	так же	2	1
380	все что	1	1
381	они не	1	1
