N	2gram	Propp_Morf_1	Formalny
1	т е	21	32
2	и не	12	30
3	вовсе не	4	28
4	и в	13	27
5	может быть	52	25
6	не может	14	24
7	так и	6	21
8	и его	1	19
9	в этом	14	18
10	таким образом	21	18
11	а не	11	17
12	самом деле	4	16
13	точки зрения	2	16
14	то же	7	15
15	и пр	37	15
16	между ними	1	15
17	на самом	4	14
18	как и	3	14
19	с точки	2	14
20	не в	3	12
21	если бы	2	12
22	и т	41	11
23	не могут	4	10
24	но и	4	10
25	не только	4	9
26	как его	1	9
27	так как	16	9
28	так же	3	9
29	с помощью	1	8
30	как бы	3	8
31	при этом	1	8
32	входит в	2	8
33	ни в	1	8
34	как мы	6	8
35	в пределах	3	8
36	только в	2	8
37	как раз	1	8
38	то что	8	8
39	и все	1	8
40	что в	8	8
41	с тем	2	7
42	не менее	5	7
43	потому что	3	7
44	его в	2	7
45	между тем	5	7
46	в его	1	7
47	в том	6	7
48	если мы	5	7
49	там где	5	7
50	совершенно не	1	7
51	в то	3	7
52	еще не	3	6
53	но в	2	6
54	все эти	2	6
55	т д	39	6
56	в своей	1	6
57	и ее	3	6
58	всяком случае	2	6
59	было бы	3	6
60	что он	4	6
61	с другой	8	6
62	в данном	1	6
63	все же	7	6
64	и для	2	6
65	хотя бы	4	6
66	во всяком	2	6
67	совсем не	3	5
68	но не	4	5
69	в одной	1	5
70	независимо от	3	5
71	что именно	1	5
72	в каждом	1	5
73	ни было	2	5
74	материала в	1	5
75	того чтобы	3	5
76	если же	5	5
77	что они	2	5
78	в плоскости	1	5
79	связи с	10	5
80	большинстве случаев	3	5
81	и их	2	5
82	друг друга	3	5
83	тем что	4	5
84	тому как	5	5
85	что же	2	5
86	не является	3	5
87	в результате	7	5
88	другой стороны	4	5
89	можно говорить	1	4
90	не есть	1	4
91	мы не	8	4
92	он был	1	4
93	бы то	3	4
94	как в	3	4
95	и как	5	4
96	в целом	3	4
97	но ведь	1	4
98	а вовсе	1	4
99	на ее	1	4
100	подобно тому	6	4
101	то ни	3	4
102	данном случае	1	4
103	том что	4	4
104	для данного	1	4
105	она не	2	4
106	мы можем	2	4
107	могут быть	16	4
108	к тому	4	4
109	о том	2	4
110	в большинстве	3	4
111	только на	1	4
112	для того	2	4
113	со стороны	3	4
114	прежде всего	9	4
115	материал в	1	4
116	в связи	9	4
117	как это	3	4
118	между собой	4	4
119	обстоит дело	1	4
120	из этого	1	4
121	они не	1	4
122	одним из	1	3
123	должна быть	1	3
124	мы уже	1	3
125	в виду	1	3
126	и на	1	3
127	в которых	2	3
128	во всех	4	3
129	как таковая	2	3
130	то мы	4	3
131	а и	3	3
132	что это	1	3
133	формы в	1	3
134	в себе	1	3
135	зрения его	1	3
136	и с	1	3
137	те же	1	3
138	материала и	1	3
139	это не	6	3
140	и тем	2	3
141	ее в	1	3
142	как таковой	2	3
143	в этих	13	3
144	и более	1	3
145	по отношению	4	3
146	тому что	4	3
147	в основе	1	3
148	для нас	2	3
149	этом отношении	1	3
150	же самое	1	3
151	они и	3	3
152	оно не	2	3
153	совершается в	2	3
154	ясно что	5	3
155	еще в	1	3
156	и что	2	3
157	можно сказать	2	3
158	их в	1	3
159	в них	1	3
160	в него	1	3
161	дело с	1	3
162	в какой	3	3
163	уже не	2	3
164	его и	2	3
165	наука о	2	3
166	у нас	2	3
167	не на	2	3
168	она есть	1	3
169	в той	1	3
170	того что	3	3
171	отношению к	4	3
172	дело идет	1	3
173	лишь как	1	3
174	может и	1	3
175	сказать что	2	3
176	равно как	1	3
177	всех других	1	3
178	героя в	4	3
179	смысле слова	4	2
180	ту же	2	2
181	он может	2	2
182	это и	2	2
183	высшей степени	1	2
184	в сущности	3	2
185	так чтобы	1	2
186	говорить о	3	2
187	и со	1	2
188	с его	2	2
189	отличие от	1	2
190	или иное	1	2
191	чем же	1	2
192	данный момент	1	2
193	вот как	1	2
194	увидим что	1	2
195	то в	3	2
196	это можно	1	2
197	бы не	1	2
198	из этих	1	2
199	учение о	3	2
200	в этой	2	2
201	только один	1	2
202	вообще не	1	2
203	что она	2	2
204	главным образом	4	2
205	не значит	2	2
206	в россии	2	2
207	на этом	3	2
208	лишь с	2	2
209	форма в	3	2
210	в основу	2	2
211	это значит	1	2
212	совершенно непонятно	1	2
213	кажется что	1	2
214	от действия	1	2
215	из нее	1	2
216	в высшей	1	2
217	и вне	3	2
218	такой же	1	2
219	и тогда	1	2
220	нисколько не	1	2
221	том как	1	2
222	или точнее	1	2
223	не от	2	2
224	но эта	1	2
225	это утверждение	1	2
226	оказалось бы	1	2
227	однако в	2	2
228	что этот	1	2
229	даже в	1	2
230	сам он	3	2
231	до известной	1	2
232	и художественной	1	2
