N	2gram	Vygotskiy__7	Istorich
1	и в	26	22
2	мы имеем	1	19
3	в этом	29	17
4	и т	1	16
5	что в	12	15
6	не только	24	14
7	мы видели	3	13
8	но и	11	12
9	и не	18	12
10	в этих	2	11
11	может быть	7	11
12	или в	2	11
13	но в	4	10
14	таким образом	23	10
15	еще не	4	10
16	в нем	2	9
17	и говорит	1	9
18	что и	3	9
19	в том	18	9
20	что он	8	9
21	вместе с	12	9
22	как мы	14	8
23	этот случай	1	8
24	мы видим	3	8
25	в большом	1	8
26	что они	10	8
27	с этим	2	8
28	том что	17	8
29	но не	3	7
30	то что	24	7
31	и здесь	2	7
32	мы должны	6	7
33	из них	1	7
34	так как	14	7
35	с другой	4	7
36	другой стороны	1	7
37	там где	1	7
38	предположить что	1	7
39	к этому	2	7
40	то же	8	6
41	мы уже	3	6
42	это не	3	6
43	во время	2	6
44	ничего не	2	6
45	связи с	4	6
46	если бы	5	6
47	в них	1	6
48	что здесь	1	6
49	то и	4	6
50	друг друга	4	6
51	мы можем	3	6
52	а не	6	6
53	связь с	1	6
54	а в	2	6
55	с ней	2	6
56	с большим	1	5
57	все же	6	5
58	он не	3	5
59	что она	8	5
60	в этой	3	5
61	тем не	3	5
62	не менее	4	5
63	могут быть	2	5
64	к нему	3	5
65	в свете	4	5
66	того что	14	5
67	один из	2	5
68	так что	4	5
69	до сих	3	5
70	показывает что	2	5
71	у меня	1	5
72	в частности	1	5
73	этом случае	14	5
74	сих пор	3	5
75	одним из	2	4
76	все эти	6	4
77	отношение к	2	4
78	не в	4	4
79	на этом	1	4
80	и с	5	4
81	о связи	1	4
82	у нас	2	4
83	как это	5	4
84	но он	2	4
85	к ней	2	4
86	и его	12	4
87	тем что	9	4
88	что на	2	4
89	она не	5	4
90	находится в	2	4
91	в другой	1	4
92	только в	8	4
93	его и	2	4
94	в других	1	4
95	представляют собой	1	4
96	а именно	1	4
97	связано с	1	4
98	они не	1	4
99	в данном	5	4
100	и там	1	4
101	для нас	2	4
102	в свою	2	4
103	не может	11	4
104	и другие	1	4
105	связана с	3	3
106	увидим ниже	1	3
107	что иное	1	3
108	я не	3	3
109	представление о	7	3
110	и ее	2	3
111	иное как	1	3
112	в чем	3	3
113	в одной	3	3
114	некоторое время	1	3
115	целый ряд	4	3
116	и как	1	3
117	и к	7	3
118	в целом	5	3
119	представляет собой	19	3
120	из этих	3	3
121	на его	2	3
122	их в	1	3
123	а затем	2	3
124	его в	2	3
125	было бы	6	3
126	должен был	1	3
127	для них	1	3
128	все равно	1	3
129	как и	15	3
130	состоит в	3	3
131	должны были	2	3
132	можно ли	2	3
133	никогда не	4	3
134	потому что	16	3
135	он и	1	3
136	к тому	7	3
137	они и	1	3
138	о том	4	3
139	но по	1	3
140	здесь не	1	3
141	данном случае	5	3
142	уже с	1	3
143	что у	4	3
144	этому же	2	3
145	от них	1	3
146	раньше чем	1	3
147	в его	4	3
148	эти два	1	3
149	и она	2	3
150	при помощи	1	3
151	за ним	1	3
152	прежде всего	7	3
153	у него	1	3
154	в связи	1	3
155	если это	1	3
156	так же	14	3
157	мы увидим	1	3
158	стороны и	4	3
159	но это	3	3
160	и от	4	3
161	и все	1	3
162	сказать что	8	3
163	не что	1	3
164	этим объясняется	1	3
165	ее в	8	3
166	все что	6	3
167	ту же	2	2
168	например в	1	2
169	и то	7	2
170	на самом	3	2
171	и есть	2	2
172	в котором	4	2
173	той же	8	2
174	или наоборот	1	2
175	же как	8	2
176	вопрос о	6	2
177	время как	2	2
178	но она	1	2
179	из того	3	2
180	и он	2	2
181	в ней	3	2
182	как правило	1	2
183	в сторону	1	2
184	по отношению	6	2
185	в качестве	5	2
186	как в	4	2
187	в своем	1	2
188	ней в	1	2
189	хотя и	1	2
190	что по	2	2
191	есть ли	1	2
192	в этот	3	2
193	то время	2	2
194	тому же	1	2
195	в наших	4	2
196	не могла	2	2
197	при этом	1	2
198	из этой	1	2
199	они в	1	2
200	всех этих	1	2
201	в виде	1	2
202	что еще	1	2
203	так часто	1	2
204	так и	3	2
205	но все	1	2
206	в работе	1	2
207	на все	1	2
208	большинстве случаев	2	2
209	известно что	1	2
210	ни в	2	2
211	вовсе не	2	2
212	с тем	5	2
213	со своими	1	2
214	и уже	1	2
215	и для	5	2
216	такой же	3	2
217	как таковой	1	2
218	не мог	2	2
219	точки зрения	28	2
220	на месте	1	2
221	чем перейти	2	2
222	в которых	2	2
223	друг другу	3	2
224	что было	2	2
225	даже в	2	2
226	случае в	3	2
227	не раз	2	2
228	в то	3	2
229	хотелось бы	1	2
230	не имеет	2	2
231	одна из	1	2
232	это делается	3	2
233	относится к	2	2
234	как будто	1	2
235	ли это	1	2
236	вот почему	1	2
237	как только	1	2
238	в самых	1	2
239	поставить вопрос	1	2
240	и это	1	2
241	и о	3	2
242	есть случаи	1	2
243	в другом	1	2
244	с собой	3	2
245	одного из	2	2
246	после того	1	2
247	образом в	2	2
248	связанное с	1	2
249	и что	6	2
250	в силу	5	2
251	образом мы	1	2
252	должно было	2	2
253	между тем	1	2
254	все время	1	2
255	а она	1	2
256	же в	1	2
257	этот вопрос	1	2
258	дело с	1	2
259	напоминает о	2	2
260	с одной	5	2
261	где они	2	2
262	и понятным	1	2
263	для нее	3	2
264	что не	2	2
265	него и	1	2
266	за счет	2	2
267	мы знаем	2	2
268	себе в	5	2
269	всяком случае	1	2
270	в одном	1	2
271	никто не	2	2
272	у нее	5	2
273	перейти к	4	2
274	только на	3	2
275	есть только	2	2
276	к более	1	2
277	не было	1	2
278	одной стороны	5	2
279	живущих в	1	2
280	рассказывается как	1	2
281	и потому	3	2
282	но этот	2	2
