N	2gram	Vygotskiy__3	Tvorches
1	и в	25	21
2	как бы	10	17
3	в то	4	15
4	то же	2	13
5	в его	15	13
6	как и	15	12
7	что в	17	12
8	с его	2	11
9	том что	20	11
10	все это	6	10
11	как в	9	8
12	он не	4	8
13	то что	15	8
14	и на	6	7
15	но в	1	7
16	не только	6	7
17	при этом	5	7
18	тем самым	2	7
19	у него	1	7
20	и не	10	7
21	в том	23	7
22	в свою	3	7
23	в этом	14	6
24	в котором	3	6
25	не менее	6	6
26	и его	2	6
27	о том	5	6
28	и все	4	6
29	что он	6	6
30	для него	5	6
31	а в	4	6
32	отнюдь не	4	5
33	все же	6	5
34	в этой	5	5
35	таким образом	17	5
36	вовсе не	1	5
37	в своих	2	5
38	потому что	6	5
39	только в	10	5
40	может быть	13	5
41	а не	1	5
42	но это	5	5
43	хотя бы	1	5
44	человека и	5	4
45	в своем	4	4
46	и как	5	4
47	та же	1	4
48	в целом	13	4
49	в своей	2	4
50	не случайно	1	4
51	в мире	2	4
52	в конечном	1	4
53	прежде всего	4	4
54	на эту	1	4
55	не может	6	4
56	и от	2	4
57	в основном	6	4
58	один из	6	4
59	процесса в	6	4
60	одним из	5	4
61	ту же	1	3
62	той же	4	3
63	со всеми	6	3
64	хотя и	2	3
65	в самом	3	3
66	сливается с	1	3
67	представляет собой	6	3
68	в нем	2	3
69	он ни	1	3
70	на его	2	3
71	и по	5	3
72	что все	1	3
73	и с	1	3
74	и других	2	3
75	место в	2	3
76	представление о	1	3
77	даже в	1	3
78	дело не	1	3
79	самого начала	6	3
80	не по	1	3
81	никогда не	4	3
82	приходит к	6	3
83	с ее	5	3
84	с самого	6	3
85	в дальнейшем	1	3
86	с ним	4	3
87	того что	10	3
88	который в	3	3
89	по мнению	1	3
90	уже не	2	3
91	уже в	7	3
92	в виде	3	3
93	говорит о	1	3
94	не так	1	3
95	так как	12	3
96	в которой	1	3
97	связан с	2	3
98	и даже	1	3
99	с другой	6	3
100	но и	4	3
101	ни на	2	3
102	но не	6	3
103	это как	1	3
104	но если	1	3
105	так же	17	3
106	в нашей	2	2
107	того же	6	2
108	на деле	3	2
109	действительности и	1	2
110	а как	2	2
111	есть не	1	2
112	и высшей	1	2
113	и он	1	2
114	в ней	1	2
115	собой в	1	2
116	в отличие	6	2
117	в чем	2	2
118	если в	3	2
119	отличие от	6	2
120	что как	2	2
121	когда он	3	2
122	то в	3	2
123	к достижению	1	2
124	в себе	2	2
125	что она	5	2
126	тем не	5	2
127	отношений между	1	2
128	ее по	1	2
129	здесь мы	2	2
130	не будет	2	2
131	а затем	1	2
132	о котором	2	2
133	а по	2	2
134	известно что	1	2
135	и тем	1	2
136	когда я	1	2
137	в данном	1	2
138	ведет к	1	2
139	такой же	1	2
140	в один	2	2
141	и того	4	2
142	в этих	2	2
143	не столько	4	2
144	говорит об	2	2
145	жизни с	1	2
146	не в	6	2
147	однако в	2	2
148	между людьми	1	2
149	одна из	2	2
150	в основе	16	2
151	но только	3	2
152	к ней	1	2
153	характер что	2	2
154	которого он	1	2
155	могут быть	5	2
156	является одним	1	2
157	к тому	4	2
158	в жизни	3	2
159	в виду	1	2
160	данном случае	1	2
161	из главных	1	2
162	в себя	3	2
163	приводит к	4	2
164	на том	3	2
165	так и	5	2
166	за то	1	2
167	здесь нет	1	2
168	об этом	2	2
169	еще в	2	2
170	быть может	1	2
171	может не	1	2
172	одного из	2	2
173	переходит в	1	2
174	что и	10	2
175	во всей	1	2
176	вслед за	3	2
177	значит что	4	2
178	тот же	2	2
179	в качестве	12	2
180	человека с	1	2
181	так что	2	2
182	и у	6	2
183	при помощи	1	2
184	из них	4	2
185	был бы	1	2
186	мы находим	1	2
187	к осознанию	1	2
188	этой проблемы	2	2
189	именно в	5	2
190	что не	1	2
191	что для	1	2
192	до конца	1	2
193	с которым	1	2
194	все более	2	2
195	в частности	4	2
196	вместе с	14	2
197	до этого	1	2
198	в него	3	2
199	к жизни	2	2
200	общения с	3	2
201	в мир	1	2
202	перед нами	10	2
203	не мог	4	2
204	или в	2	2
205	ибо в	1	2
206	только что	2	2
207	сказать что	4	2
208	в глаза	1	2
209	к этому	3	2
210	точно так	1	2
211	как известно	3	1
212	говорили уже	2	1
213	в сфере	2	1
214	же как	6	1
215	совершенно справедливо	1	1
216	и через	1	1
217	переход от	3	1
218	но тем	2	1
219	невозможно вне	1	1
220	и до	1	1
221	выражается в	1	1
222	и этот	1	1
223	уже по	2	1
224	также и	1	1
225	мы уже	5	1
226	всей ее	1	1
227	мы имеем	4	1
228	собой как	1	1
229	в сущности	1	1
230	время как	4	1
231	что иное	1	1
232	не способен	1	1
233	себе а	1	1
234	вопрос об	2	1
235	одно из	1	1
236	еще не	4	1
237	по этому	3	1
238	решительный шаг	2	1
239	между собой	13	1
240	иное как	1	1
241	нам представляется	1	1
242	столь же	7	1
243	бы то	1	1
244	во всех	1	1
245	тем как	1	1
246	это имеет	1	1
247	мышления как	1	1
248	совсем не	1	1
249	видит в	1	1
250	наряду с	3	1
251	действия и	1	1
252	его построения	1	1
253	по отношению	3	1
254	вообще как	1	1
255	как справедливо	1	1
256	то такой	1	1
257	что так	1	1
258	как говорит	5	1
259	эта связь	1	1
260	а самый	1	1
261	с этим	4	1
262	он перестает	1	1
263	более и	1	1
264	кроме того	1	1
265	целый ряд	1	1
266	как уже	6	1
267	что по	2	1
268	и превращается	1	1
269	его к	3	1
270	и к	5	1
271	один ряд	2	1
272	в действительности	1	1
273	этой цели	1	1
274	в этот	1	1
275	основных законов	1	1
276	или иную	1	1
277	за собой	1	1
278	для которого	1	1
279	бы и	1	1
280	что это	5	1
281	время это	1	1
282	формы в	3	1
283	он в	1	1
284	все эти	7	1
285	однако совершенно	1	1
286	в известном	4	1
287	это тот	2	1
288	им в	3	1
289	этого образа	1	1
290	тому же	1	1
291	мнение что	1	1
292	вследствие этого	1	1
293	вверх от	1	1
294	связанные с	2	1
295	своем развитии	1	1
296	из общего	1	1
297	да и	1	1
298	отказа от	1	1
299	всех этих	2	1
300	чем у	1	1
301	к одному	5	1
302	собой не	1	1
303	что еще	1	1
304	совпадающее с	1	1
305	важную роль	1	1
306	момента однако	1	1
307	что мнение	1	1
308	на этом	3	1
309	заключает в	2	1
310	в основу	4	1
311	введение в	1	1
312	а вместе	1	1
313	то ни	1	1
314	же не	1	1
315	значение в	3	1
316	поэтому мы	1	1
317	на этой	5	1
318	его в	3	1
319	заключается в	9	1
320	прогресс в	1	1
321	было бы	10	1
322	роль в	1	1
323	трудом и	1	1
324	лишь на	2	1
325	приходит в	1	1
326	он приходит	1	1
327	рассудком и	1	1
328	ни в	9	1
329	для них	1	1
330	но мы	1	1
331	в них	2	1
332	о которых	1	1
333	котором говорил	1	1
334	все равно	1	1
335	показывает что	8	1
336	с этой	3	1
337	с тем	16	1
338	в действии	3	1
339	чем в	1	1
340	ключ к	1	1
341	этом с	1	1
342	можно считать	3	1
343	и прямо	1	1
344	элемента в	1	1
345	о которой	1	1
346	их на	1	1
347	одного и	4	1
348	на первый	2	1
349	что понятия	1	1
350	бы что	4	1
351	от себя	1	1
352	многочисленны и	1	1
353	всякий раз	2	1
354	над своими	1	1
355	дается в	1	1
356	и более	1	1
357	том же	1	1
358	он выступает	1	1
359	из теории	1	1
360	по себе	7	1
361	это является	1	1
362	тому что	2	1
363	и потом	1	1
364	этой области	1	1
365	в атмосфере	1	1
366	в отношении	6	1
367	с развитием	2	1
368	сталкивается с	1	1
369	что эта	1	1
370	что с	4	1
371	и другое	5	1
372	же самую	1	1
373	в смысле	4	1
374	не имеет	1	1
375	что их	1	1
376	к этим	1	1
377	на него	1	1
378	в процессе	27	1
379	в плане	2	1
380	и снова	4	1
381	преобладающее значение	1	1
382	в уме	1	1
383	это еще	1	1
384	для всего	2	1
385	это мы	2	1
386	этот тип	3	1
387	нельзя не	1	1
388	через него	1	1
389	слово и	1	1
390	жизни не	1	1
391	и способы	1	1
392	на себя	2	1
393	как она	3	1
394	в другую	2	1
395	показал что	3	1
396	и чувства	1	1
397	уже говорили	5	1
398	чем оно	1	1
399	однако этого	1	1
400	до того	1	1
401	входят в	1	1
402	и делает	1	1
403	в области	7	1
404	человеком а	1	1
405	у нас	1	1
406	начиная с	1	1
407	его мышления	3	1
408	не могут	4	1
409	включается в	1	1
410	но все	2	1
411	переход в	1	1
412	что оно	4	1
413	указывает на	2	1
414	мысли о	1	1
415	не есть	3	1
416	сколько на	1	1
417	имеет место	3	1
418	оно не	2	1
419	и это	4	1
420	опираясь на	1	1
421	для всей	1	1
422	важным и	1	1
423	он усвоил	1	1
424	в конце	1	1
425	но по	2	1
426	свою очередь	2	1
427	внимание на	2	1
428	но при	1	1
429	отношения и	1	1
430	всего этого	1	1
431	в ее	1	1
432	от внешней	3	1
433	другой стороны	3	1
434	в собственном	6	1
435	только не	1	1
436	говорили что	2	1
437	он пришел	1	1
438	по способу	3	1
439	мы наблюдаем	1	1
440	что у	1	1
441	решающую роль	4	1
442	и опирается	1	1
443	особенно в	1	1
444	мире не	1	1
445	утверждает что	1	1
446	часто в	2	1
447	на голову	1	1
448	в эпоху	1	1
449	по мере	1	1
450	означает что	1	1
451	против этого	1	1
452	в таком	2	1
453	связанное с	2	1
454	при такой	1	1
455	и здесь	2	1
456	и что	10	1
457	что каждый	2	1
458	или на	1	1
459	все его	1	1
460	из главнейших	1	1
461	вопросу о	1	1
462	связь между	4	1
463	в которую	1	1
464	том или	1	1
465	путь к	3	1
466	между тем	3	1
467	складывается из	1	1
468	нуждается в	1	1
469	вообще и	1	1
470	представления о	2	1
471	все время	2	1
472	и деятельность	1	1
473	известном смысле	2	1
474	исследования на	1	1
475	столько на	1	1
476	в ряде	4	1
477	как он	3	1
478	с ними	3	1
479	пришел к	1	1
480	мыслит так	1	1
481	эту форму	1	1
482	даже если	1	1
483	их не	1	1
484	с одной	5	1
485	вот что	1	1
486	человека к	1	1
487	для всех	1	1
488	если мы	3	1
489	то и	4	1
490	человек говорит	1	1
491	по законам	1	1
492	слова не	2	1
493	и обратно	1	1
494	и рядом	1	1
495	мышления и	23	1
496	например к	1	1
497	ту или	1	1
498	мы знаем	4	1
499	могло бы	4	1
500	котором все	1	1
501	в одном	2	1
502	сами по	3	1
503	не совпадают	1	1
504	это величайшее	1	1
505	но что	1	1
506	и конечной	1	1
507	отметить что	1	1
508	тем что	8	1
509	вырывается из	1	1
510	не обладает	1	1
511	связи могут	1	1
512	развития в	2	1
513	не равно	1	1
514	сверху вниз	1	1
515	до сих	1	1
516	мы никогда	2	1
517	линии развития	1	1
518	к которому	3	1
519	с той	2	1
520	для этого	2	1
521	чем он	1	1
522	представляет собою	1	1
523	по выражению	1	1
524	а с	3	1
525	его социальная	1	1
526	и их	3	1
527	превращается в	1	1
528	одной стороны	5	1
529	связи с	9	1
530	он только	1	1
531	на этот	2	1
532	см главу	1	1
533	на которых	2	1
534	и самый	1	1
535	в картине	1	1
536	не на	1	1
537	так называемой	1	1
538	виде в	2	1
539	с помощью	42	1
540	так можно	1	1
541	связь с	3	1
542	и мышление	2	1
543	него в	1	1
544	как это	7	1
545	по своему	11	1
546	в область	1	1
547	внешних условий	1	1
548	что же	1	1
549	это значит	4	1
550	слова и	6	1
551	сих пор	1	1
552	отличается от	3	1
553	же самое	1	1
554	как раз	1	1
555	к вопросу	1	1
556	и сам	3	1
557	и часто	1	1
558	в связи	6	1
559	но на	3	1
560	в другое	1	1
561	не встречается	1	1
562	от него	1	1
563	конце концов	1	1
564	мы должны	6	1
565	все они	2	1
566	ни было	2	1
567	же в	2	1
568	всеми его	1	1
569	и содержание	1	1
570	мог не	1	1
571	этот вопрос	3	1
572	связанный с	1	1
573	и свое	1	1
574	от всех	2	1
575	их с	3	1
576	но этот	1	1
577	не сами	1	1
578	не что	1	1
579	отношению к	2	1
580	бы его	1	1
581	этот момент	2	1
582	приводит нас	3	1
583	в какой	4	1
584	о нем	1	1
585	время становится	1	1
