N	3gram	Ircho_Kome_3	Analitik
1	о том что	4	6
2	в том что	9	6
3	состоит в том	2	4
4	по отношению к	3	4
5	так и не	1	4
6	с одной стороны	3	4
7	и в этом	1	4
8	в этом случае	2	4
9	к тому же	4	4
10	на себя внимание	1	3
11	подобно тому как	1	3
12	в этом отношении	2	3
13	по крайней мере	1	3
14	обращает на себя	1	3
15	в самом начале	1	3
16	тем не менее	3	3
17	в обоих случаях	1	2
18	в ответ на	1	2
19	в соответствии с	1	2
20	с точки зрения	3	2
21	в то же	4	2
22	как уже говорилось	1	2
23	едва ли не	1	2
24	если говорить о	1	2
25	в отличие от	1	2
26	с другой стороны	2	2
27	то же время	4	2
28	и в самом	3	2
29	в конечном счете	2	2
30	на то что	1	2
31	если бы он	3	1
32	но и все	1	1
33	не в состоянии	1	1
34	можно сказать что	1	1
35	и не требует	1	1
36	бы он был	1	1
37	следует понимать как	1	1
38	более или менее	1	1
39	и в пределах	1	1
40	как это было	1	1
41	со стороны других	1	1
42	все это делает	1	1
43	из того же	2	1
44	в третий раз	1	1
45	и если бы	1	1
46	и там и	1	1
47	этом случае в	1	1
48	каждом из них	1	1
49	несмотря на то	1	1
50	с этой точки	1	1
51	себя внимание что	1	1
52	тому же не	1	1
53	как и вся	1	1
54	в этой связи	2	1
55	всего лишь два	1	1
56	они относятся к	1	1
57	на этот раз	2	1
58	и все его	1	1
59	и вся его	1	1
60	это не так	1	1
61	так или иначе	2	1
62	самом его конце	1	1
63	в свою очередь	6	1
64	в связи с	3	1
65	из них не	1	1
66	а то что	1	1
67	в первую очередь	1	1
68	но если бы	1	1
69	в свое время	1	1
70	этой точки зрения	1	1
71	там и здесь	1	1
72	хотя он и	1	1
73	так же точно	1	1
74	отнюдь не является	1	1
75	же самое что	1	1
76	как и всякий	1	1
77	в самом деле	6	1
78	и не знает	1	1
79	речь идет о	3	1
80	не менее в	1	1
81	тому как мы	1	1
82	этот раз не	1	1
83	в самом его	1	1
84	но в следующем	1	1
85	к счастью в	1	1
86	к тому что	1	1
87	в отношении к	1	1
88	друг с другом	1	1
89	выходят за пределы	1	1
90	то же самое	3	1
