N	2gram	Potebnia_M_1	formyVre
1	и в	39	46
2	в этом	15	22
3	и т	6	14
4	прежде всего	4	14
5	вовсе не	5	13
6	и его	5	12
7	во всех	5	11
8	не только	21	11
9	только в	25	11
10	т п	4	11
11	как бы	6	10
12	то есть	42	10
13	во время	1	10
14	точки зрения	8	10
15	в том	26	10
16	но в	9	10
17	не в	15	9
18	у него	1	9
19	но и	20	9
20	вместе с	8	9
21	и не	18	9
22	и для	5	9
23	то же	6	8
24	как и	9	8
25	с точки	3	8
26	для того	3	8
27	того чтобы	2	8
28	потому что	52	8
29	связи с	3	8
30	в его	5	8
31	из них	1	8
32	в связи	1	8
33	жизни и	2	8
34	и на	1	7
35	так сказать	2	7
36	так и	13	7
37	в них	3	7
38	может быть	27	7
39	в одном	8	7
40	то что	10	7
41	как мы	2	6
42	еще не	6	6
43	все же	6	6
44	при этом	6	6
45	и с	3	6
46	его в	1	6
47	никогда не	4	6
48	те же	1	6
49	и во	3	6
50	так как	21	6
51	все это	1	6
52	и все	3	6
53	в греческом	1	5
54	но не	8	5
55	с этим	7	5
56	в своем	3	5
57	все эти	1	5
58	связанные с	1	5
59	он не	3	5
60	в нем	20	5
61	должно быть	7	5
62	в то	4	5
63	тела и	1	5
64	в смысле	4	5
65	что в	22	5
66	отношения к	1	4
67	человека и	1	4
68	и самое	2	4
69	в мире	3	4
70	значение и	2	4
71	что они	1	4
72	в истории	7	4
73	как в	10	4
74	уже в	1	4
75	из этих	4	4
76	в себе	13	4
77	их в	1	4
78	тела в	1	4
79	том что	16	4
80	в котором	1	4
81	том же	2	4
82	же время	4	4
83	в образе	1	4
84	с ним	3	4
85	о том	2	4
86	все его	1	4
87	так что	16	4
88	мир в	1	4
89	и их	3	4
90	а не	21	4
91	человеческой жизни	1	4
92	с этой	2	4
93	телесной жизни	1	4
94	еще более	2	4
95	же в	2	4
96	ему в	1	3
97	в виду	2	3
98	того же	3	3
99	слова и	4	3
100	а следовательно	1	3
101	мы будем	2	3
102	для других	1	3
103	хотя и	3	3
104	и как	6	3
105	весь мир	1	3
106	уже не	2	3
107	та же	1	3
108	т д	4	3
109	и по	6	3
110	прежде чем	3	3
111	таким образом	13	3
112	переходим к	2	3
113	в их	2	3
114	в которых	1	3
115	не могли	2	3
116	как можно	1	3
117	следовательно и	2	3
118	самой жизни	1	3
119	к тому	4	3
120	имеет место	2	3
121	себя и	1	3
122	роль в	1	3
123	и совершенно	1	3
124	том как	3	3
125	в другом	1	3
126	затем в	1	3
127	что и	6	3
128	того что	8	3
129	что он	1	3
130	все они	2	3
131	для него	4	3
132	в прошлом	1	3
133	тем что	9	3
134	чувствует себя	1	3
135	что на	6	3
136	и даже	4	3
137	не было	4	3
138	не на	1	3
139	на смерть	1	3
140	это значит	1	3
141	тем более	2	3
142	в этих	7	3
143	а в	5	3
144	но эти	2	3
145	и другие	1	3
146	к этому	1	3
147	как его	1	2
148	связи между	2	2
149	жизни она	1	2
150	и есть	2	2
151	тем же	2	2
152	явления и	1	2
153	как история	1	2
154	мы имеем	1	2
155	человеческой природы	3	2
156	в сущности	2	2
157	жизни как	1	2
158	они были	1	2
159	столько же	3	2
160	явлений и	3	2
161	если в	1	2
162	к ним	2	2
163	друг от	2	2
164	в одной	1	2
165	то в	5	2
166	человек чувствует	1	2
167	от этого	1	2
168	в этой	3	2
169	с одной	3	2
170	как он	1	2
171	не могла	2	2
172	человек не	1	2
173	она еще	1	2
174	после этого	2	2
175	перестает быть	1	2
176	с формами	1	2
177	на этом	1	2
178	лишь в	1	2
179	по себе	10	2
180	вышли из	1	2
181	далеко не	1	2
182	с тем	5	2
183	со своими	1	2
184	одна и	1	2
185	мы видели	4	2
186	одном из	1	2
187	своей жизни	1	2
188	но он	2	2
189	друг другу	3	2
190	и более	2	2
191	этот мир	1	2
192	в отношении	1	2
193	она не	3	2
194	природа и	2	2
195	эти формы	2	2
196	там где	4	2
197	и всегда	2	2
198	в самой	3	2
199	и весь	1	2
200	этом отношении	1	2
201	в духе	1	2
202	могут быть	9	2
203	в телесном	1	2
204	и дух	4	2
205	душе и	2	2
206	и потому	5	2
207	и это	3	2
208	и о	2	2
209	от друга	2	2
210	здесь не	1	2
211	и от	3	2
212	не мог	3	2
213	дано в	1	2
214	и должно	2	2
215	влияние на	2	2
216	утверждает что	2	2
217	каждом из	1	2
218	это не	7	2
219	и только	2	2
220	все в	2	2
221	значит что	1	2
222	один из	1	2
223	ее к	1	2
224	мы видим	4	2
225	свет и	1	2
226	словом и	2	2
227	это новое	1	2
228	и других	4	2
229	до того	1	2
230	сами по	1	2
231	не для	1	2
232	показать ее	1	2
233	рядом с	1	2
234	не были	2	2
235	до сих	1	2
236	с другой	7	2
237	рядом и	1	2
238	именно в	1	2
239	было бы	12	2
240	наконец в	1	2
241	и затем	1	2
242	их не	1	2
243	у нас	2	2
244	а на	1	2
245	жизни но	1	2
246	на друга	1	2
247	человек в	1	2
248	если не	2	2
249	что все	3	2
250	не может	22	2
251	так же	5	2
252	в данном	1	2
253	в последнем	1	2
254	раньше и	1	2
255	лежит в	1	2
256	сих пор	1	2
257	только для	3	2
258	о его	2	2
259	друг на	1	2
260	ни для	1	2
261	на небе	1	2
262	ее и	1	2
263	вовсе нет	1	2
264	но это	5	2
265	между ними	1	2
266	равно как	1	2
267	жизни а	1	2
268	как на	3	2
269	во всяком	3	2
270	все что	2	2
271	то на	4	1
272	говоря о	1	1
273	например в	1	1
274	чтобы не	2	1
275	и то	3	1
276	на самом	1	1
277	они постоянно	1	1
278	проявляются в	1	1
279	которую они	1	1
280	не имеют	5	1
281	должна быть	3	1
282	видеть в	2	1
283	сосредоточивается в	1	1
284	их и	2	1
285	а как	2	1
286	есть не	2	1
287	свои корни	1	1
288	что если	3	1
289	вопрос о	4	1
290	на эти	1	1
291	начинается с	1	1
