N	3gram	Trubetskoy_1	Russkaja
1	друг с другом	5	14
2	то же время	2	10
3	в то же	2	10
4	с точки зрения	6	9
5	в том что	3	7
6	во всяком случае	6	6
7	для того чтобы	5	6
8	а между тем	1	5
9	до сих пор	5	5
10	более или менее	5	4
11	на то что	2	4
12	бы то ни	2	4
13	не может быть	1	4
14	не может не	1	3
15	при таких условиях	1	3
16	вместе с тем	8	3
17	с тем чтобы	4	3
18	в данном случае	1	3
19	в конце концов	3	3
20	той или иной	2	3
21	а следовательно и	1	2
22	точно так же	3	2
23	в настоящее время	1	2
24	представителя данного народа	1	2
25	для обеих сторон	1	2
26	в значительной мере	2	2
27	и смотреть на	1	2
28	тот факт что	1	2
29	в этом направлении	1	2
30	из которых каждый	1	2
31	и вместе с	4	2
32	о том что	4	2
33	ни к чему	1	2
34	и того же	1	1
35	в том виде	2	1
36	всем существом своим	1	1
37	к богу не	1	1
38	в силу этого	1	1
39	но и от	1	1
40	состоит в том	1	1
41	ввести в заблуждение	1	1
42	в свою очередь	1	1
43	по отношению к	1	1
44	с другом не	1	1
45	одной из этих	1	1
46	в самом деле	1	1
47	русской культуры в	1	1
48	в этой роли	1	1
49	в том числе	5	1
50	то же самое	2	1
51	важно то что	1	1
52	может смотреть на	1	1
53	до известной степени	1	1
54	и при жизни	1	1
55	только то что	1	1
56	в этом отношении	2	1
57	но для этого	1	1
58	совершенно ясно что	1	1
59	том числе и	4	1
60	заключает в себе	2	1
61	это как не	1	1
62	совершенно самостоятельные и	1	1
63	но по существу	1	1
64	он сам уже	1	1
65	лишь постольку поскольку	1	1
66	по крайней мере	5	1
67	с внешней стороны	1	1
68	русского гения в	1	1
69	произведя коренной переворот	1	1
70	но в то	1	1
71	то ни было	2	1
72	к чему не	1	1
73	в своем целом	1	1
74	при ближайшем рассмотрении	1	1
75	как видно из	1	1
76	смысле этого слова	1	1
77	но при этом	1	1
78	и в этом	2	1
79	данного национального целого	1	1
80	всяком случае не	3	1
81	и в индии	1	1
82	не только для	2	1
83	указывает на то	1	1
84	таким образом при	1	1
85	в связи с	3	1
86	и на то	1	1
87	как бы то	2	1
88	этот выход из	1	1
89	друг к другу	1	1
90	выполнению этой задачи	1	1
91	что касается до	1	1
92	принципиально отличается от	1	1
93	так же как	3	1
94	потому что и	2	1
95	и таким образом	3	1
96	между нами и	1	1
97	а в том	1	1
98	и все же	1	1
99	к богу и	1	1
100	стать во главе	1	1
101	предыдущего явствует что	1	1
102	это и есть	1	1
103	но и для	2	1
104	с самого начала	2	1
105	речь идет о	1	1
106	но все же	4	1
107	несмотря на все	1	1
108	одного и того	1	1
109	любви к богу	1	1
110	тем не менее	3	1
111	из предыдущего явствует	1	1
112	что это как	1	1
113	к тому же	4	1
114	гения в сокровищницу	1	1
115	в этом духе	2	1
116	не только от	1	1
117	что оно является	1	1
118	и только в	1	1
