N	3gram	Bakhtin_Pr_4	VeschiIm
1	не может быть	8	18
2	в том что	2	6
3	одно и то	1	5
4	и то же	1	5
5	с точки зрения	9	4
6	не только в	1	4
7	то же время	5	4
8	в то же	5	4
9	более или менее	3	3
10	в самом деле	4	3
11	и в то	1	3
12	сам по себе	3	3
13	в собственном смысле	1	3
14	можно было бы	2	3
15	все же не	1	3
16	сама по себе	2	3
17	а не я	1	2
18	не может не	1	2
19	можно сказать что	2	2
20	дело в том	2	2
21	а затем и	1	2
22	себе как к	1	2
23	мы находим в	2	2
24	то что не	1	2
25	с самим собою	3	2
26	знает и понимает	1	2
27	в данном случае	1	2
28	не только к	1	2
29	к себе как	1	2
30	и даже не	1	2
31	к тому что	1	2
32	так или иначе	1	2
33	но как раз	1	1
34	представим себе что	1	1
35	и еще один	1	1
36	но и она	1	1
37	прежде всего на	1	1
38	и без всякого	1	1
39	даже когда он	1	1
40	мы уже сказали	2	1
41	слово и не	1	1
42	в этом смысле	2	1
43	есть прежде всего	1	1
44	том что он	1	1
45	между собою и	1	1
46	в этом случае	1	1
47	одной стороны и	1	1
48	как раз и	3	1
49	таким образом между	1	1
50	до сих пор	8	1
51	и во всех	1	1
52	и не может	7	1
53	сами по себе	2	1
54	мы переходим к	1	1
55	в той же	1	1
56	так как мы	1	1
57	бы оно было	1	1
58	в себе и	1	1
59	резко отличается от	1	1
60	может быть или	1	1
61	и не в	2	1
62	может быть и	1	1
63	это совершенно не	1	1
64	даже и не	1	1
65	хотя бы и	1	1
66	так же как	1	1
67	остановиться несколько подробнее	1	1
68	что мы имеем	1	1
69	но в то	2	1
70	мы не знаем	1	1
71	таким образом и	1	1
72	с одной стороны	1	1
73	в конце концов	1	1
74	себе не только	1	1
75	мы будем говорить	1	1
76	в xix веке	1	1
77	потому что она	1	1
78	понимать себя и	1	1
79	ни на что	1	1
80	с другой стороны	3	1
81	себя самого все	1	1
82	она и не	1	1
83	только на то	1	1
84	во всяком случае	1	1
85	точки зрения этого	1	1
86	но между ними	1	1
87	и вместе с	1	1
88	о том что	2	1
89	если бы оно	1	1
90	по себе что	1	1
91	если же они	1	1
92	вместо того чтобы	1	1
93	но все же	1	1
94	это слово из	1	1
95	как бы вбирает	1	1
96	этом смысле и	1	1
97	в отношении к	2	1
98	друг с другом	5	1
99	и в нем	1	1
100	смысле это не	1	1
101	и для всякого	1	1
