N	3gram	Tiupa_Hudo_1	FransuaR
1	то же время	5	9
2	в то же	5	9
3	для того чтобы	2	6
4	в том что	7	6
5	в связи с	1	5
6	до известной степени	2	4
7	так же как	1	4
8	в том числе	2	4
9	и прежде всего	1	3
10	то же самое	1	2
11	он не только	1	2
12	в одной из	1	2
13	с точки зрения	3	2
14	в отличие от	7	2
15	том числе и	1	2
16	в то время	1	2
17	и др в	1	2
18	можно говорить о	1	2
19	не может быть	3	2
20	можно сказать что	3	2
21	как бы в	1	2
22	у нее нет	1	2
23	к тому же	1	2
24	эту свободу и	1	1
25	и того же	2	1
26	что иное как	1	1
27	есть в конечном	1	1
28	в той или	2	1
29	на котором он	1	1
30	по отношению к	9	1
31	и для других	1	1
32	что он должен	1	1
33	и в то	1	1
34	ни в коем	2	1
35	всех и каждого	1	1
36	что он не	1	1
37	как это ни	1	1
38	в основе своей	1	1
39	он ни был	1	1
40	одном и том	1	1
41	одной из своих	1	1
42	может быть и	2	1
43	в коем случае	2	1
44	в значительной степени	1	1
45	не могло быть	2	1
46	в себе в	1	1
47	в самом начале	1	1
48	мира и его	1	1
49	и том же	1	1
50	отношению к которому	1	1
51	и в этой	1	1
52	нового времени в	1	1
53	в одном случае	1	1
54	или иной форме	1	1
55	является одним из	1	1
56	своей полноте и	1	1
57	все то что	1	1
58	по ту сторону	1	1
59	в одном и	1	1
60	есть не что	1	1
61	в особенности в	1	1
62	не что иное	1	1
63	как и в	1	1
64	в свою очередь	2	1
65	но он не	2	1
66	в истории литературы	1	1
67	о том что	1	1
68	ту же самую	1	1
69	в конечном счете	5	1
70	и в самом	1	1
71	о мире и	1	1
72	той или иной	4	1
73	он еще не	1	1
74	одного и того	2	1
75	друг от друга	1	1
76	в полной мере	1	1
77	из этих двух	1	1
78	тем не менее	3	1
79	же точно и	1	1
80	что в основе	2	1
81	так же точно	1	1
82	именно потому что	1	1
83	в своей жизни	1	1
