N	2gram	Trubetskoy_1	Vladivir
1	и в	14	30
2	в этом	17	20
3	то что	13	20
4	у него	2	19
5	и не	19	18
6	в том	17	18
7	и с	7	14
8	что он	6	13
9	в конце	3	13
10	не только	9	12
11	том что	9	12
12	что в	4	12
13	как мы	1	11
14	в его	4	11
15	а в	5	11
16	не было	3	10
17	и даже	2	10
18	все же	4	9
19	было бы	5	9
20	не в	4	9
21	в то	10	9
22	не может	22	9
23	для него	6	9
24	потому что	5	9
25	в своем	6	8
26	но в	2	8
27	что же	4	8
28	связи с	3	8
29	но и	10	8
30	в связи	1	8
31	вместе с	4	8
32	до конца	1	7
33	то есть	1	7
34	ни в	2	7
35	точки зрения	11	7
36	никогда не	5	7
37	не менее	1	7
38	может быть	9	7
39	а не	2	7
40	как это	1	7
41	между прочим	1	7
42	для нас	2	7
43	и все	1	7
44	также и	1	6
45	он был	1	6
46	и к	6	6
47	в себе	9	6
48	об этом	1	6
49	тем не	1	6
50	его жизни	1	6
51	только в	5	6
52	всяком случае	6	6
53	еще и	1	6
54	прежде всего	8	6
55	к этому	1	6
56	жизни и	4	6
57	во всяком	9	6
58	того же	1	5
59	и то	4	5
60	с этим	2	5
61	то в	3	5
62	все эти	2	5
63	при этом	5	5
64	как и	4	5
65	в своей	5	5
66	в котором	2	5
67	по себе	2	5
68	так как	4	5
69	для себя	2	5
70	так и	1	5
71	с ним	2	5
72	и что	2	5
73	того что	3	5
74	так что	2	5
75	в течение	2	5
76	как бы	4	5
77	все это	6	5
78	в результате	2	5
79	из этого	3	5
80	то же	11	4
81	то это	3	4
82	в ней	2	4
83	и на	5	4
84	время в	2	4
85	что его	1	4
86	в которой	1	4
87	что это	3	4
88	в этой	4	4
89	и если	7	4
90	на его	1	4
91	в нем	5	4
92	он не	5	4
93	его в	4	4
94	и мы	1	4
95	несмотря на	3	4
96	мы знаем	1	4
97	в этих	2	4
98	по крайней	1	4
99	мы должны	7	4
100	не есть	3	4
101	и о	2	4
102	эти последние	1	4
103	можно сказать	1	4
104	о том	7	4
105	конечно не	5	4
106	вовсе не	1	4
107	крайней мере	1	4
108	со стороны	4	4
109	именно в	3	4
110	в те	1	4
111	так же	2	4
112	с этой	1	4
113	но это	2	4
114	в начале	2	4
115	и наконец	2	4
116	на этот	1	4
117	ко всему	1	4
118	отношения к	2	3
119	говоря о	2	3
120	был и	3	3
121	и вот	2	3
122	во всех	5	3
123	но не	4	3
124	что касается	1	3
125	и как	3	3
126	более или	4	3
127	из этих	3	3
128	в очень	1	3
129	им в	1	3
130	всех этих	3	3
131	таким образом	11	3
132	те же	1	3
133	с богом	1	3
134	вселенской церкви	3	3
135	должно быть	3	3
136	или менее	4	3
137	с точки	9	3
138	не столько	1	3
139	в россии	6	3
140	том же	2	3
141	к такому	2	3
142	же время	10	3
143	к ней	1	3
144	в области	2	3
145	последние дни	5	3
146	и это	1	3
147	никак не	1	3
148	что и	3	3
