N	2gram	Losev_Dial_4	FransuaR
1	и в	15	49
2	прежде всего	11	19
3	в его	4	18
4	и на	5	17
5	не только	8	17
6	и его	7	17
7	в этом	11	15
8	и не	30	15
9	в них	2	13
10	только в	7	13
11	но и	4	13
12	как и	7	11
13	как бы	14	11
14	в этой	4	10
15	вовсе не	6	10
16	в нем	5	9
17	все это	9	9
18	в романе	1	9
19	в сущности	5	8
20	отношение к	1	8
21	то же	9	7
22	все же	2	7
23	все эти	3	7
24	таким образом	5	7
25	как мы	1	7
26	один из	4	7
27	не может	11	7
28	жизни и	4	7
29	мы уже	3	6
30	именно в	5	6
31	во всех	2	6
32	в истории	3	6
33	с их	4	6
34	так и	5	6
35	и с	4	6
36	точки зрения	14	6
37	но он	1	6
38	в то	6	6
39	же время	6	6
40	в себя	5	6
41	то что	16	6
42	так как	14	6
43	сказать что	6	6
44	с точки	9	5
45	с его	5	5
46	из этих	2	5
47	в своем	5	5
48	при этом	2	5
49	в своей	3	5
50	никогда не	2	5
51	роль в	1	5
52	тот же	1	5
53	уже в	1	5
54	может быть	17	5
55	в особенности	4	5
56	и потому	3	5
57	отношения к	3	4
58	жить и	1	4
59	но в	3	4
60	в себе	8	4
61	но все	2	4
62	лишь в	2	4
63	в жизни	5	4
64	и более	1	4
65	с ним	3	4
66	одна из	1	4
67	в области	3	4
68	с другой	1	4
69	и во	2	4
70	этот момент	3	4
71	и чисто	5	4
72	мы находим	2	4
73	а в	1	4
74	тем что	2	4
75	не было	2	4
76	и о	8	4
77	том что	10	4
78	в духе	1	4
79	в свое	2	4
80	в своих	1	4
81	как на	1	4
82	также и	4	3
83	человека и	2	3
84	в самом	2	3
85	место в	1	3
86	почти все	1	3
87	жизни это	1	3
88	точка зрения	1	3
89	да и	2	3
90	но именно	2	3
91	всех этих	1	3
92	но прежде	1	3
93	и вот	11	3
94	можно было	1	3
95	на все	2	3
96	и других	1	3
97	было бы	9	3
98	из них	2	3
99	ни в	8	3
100	мы видели	1	3
101	во всем	2	3
102	в одном	4	3
103	их в	1	3
104	даже в	1	3
105	но они	2	3
106	этих последних	1	3
107	и это	8	3
108	с ее	10	3
109	в ее	2	3
110	в собственном	3	3
111	и вообще	7	3
112	в виду	9	3
113	о том	5	3
114	другими словами	5	3
115	к нему	1	3
116	что он	7	3
117	с одной	1	3
118	не дает	2	3
119	и нового	1	3
120	что для	1	3
121	превращается в	1	3
122	нужно сказать	1	3
123	видит в	1	3
124	в течение	4	3
125	и все	11	3
126	в том	11	3
127	жизни в	1	3
128	другой стороны	2	3
129	на самом	1	2
130	тех же	2	2
131	собственном смысле	2	2
132	видеть в	1	2
133	он как	1	2
134	в ней	5	2
135	еще не	4	2
136	что люди	1	2
137	себе и	2	2
138	это и	9	2
139	за пределы	3	2
140	что они	4	2
141	и вовсе	1	2
142	чем мы	1	2
143	как к	1	2
