N	2gram	Voloshinov_1	Formalny
1	и в	15	38
2	в этом	13	27
3	может быть	13	23
4	и его	15	21
5	и пр	9	21
6	таким образом	21	20
7	и не	16	20
8	в самом	6	16
9	не в	4	15
10	прежде всего	11	15
11	и т	1	14
12	не может	13	14
13	в нем	4	13
14	связи с	1	13
15	но и	4	13
16	с его	8	11
17	в том	4	11
18	вовсе не	2	11
19	с другими	5	10
20	в его	9	10
21	с помощью	9	10
22	не только	5	9
23	при этом	7	9
24	и с	7	9
25	как и	6	9
26	на почве	2	9
27	в процессе	4	9
28	самом деле	7	8
29	отнюдь не	2	8
30	все же	5	8
31	точки зрения	13	8
32	так и	10	8
33	что и	2	8
34	тем что	1	8
35	в первом	2	7
36	как мы	10	7
37	в корне	1	7
38	по себе	2	7
39	для него	5	7
40	в своей	9	7
41	с точки	10	7
42	во втором	3	7
43	уже не	5	7
44	этом отношении	2	7
45	не могут	3	7
46	по существу	1	7
47	слова и	2	7
48	что в	6	7
49	и ее	3	6
50	в ней	5	6
51	в истории	3	6
52	все эти	9	6
53	в этой	5	6
54	то же	7	6
55	было бы	6	6
56	он не	4	6
57	могут быть	6	6
58	для понимания	1	6
59	все время	4	6
60	только в	6	6
61	первый период	5	6
62	то что	10	6
63	не было	4	6
64	вместе с	4	6
65	а не	2	6
66	как раз	2	6
67	хотя бы	7	6
68	а в	6	6
69	это и	1	5
70	должна быть	1	5
71	в первый	4	5
72	всего этого	1	5
73	во всех	8	5
74	в общем	1	5
75	т д	1	5
76	в то	6	5
77	в основе	3	5
78	же время	5	5
79	если бы	3	5
80	сводится к	3	5
81	втором периоде	1	5
82	и только	4	5
83	что он	8	5
84	всяком случае	3	5
85	если мы	5	5
86	именно в	3	5
87	с этим	6	5
88	что же	4	5
89	более того	2	5
90	и для	2	5
91	бы в	2	5
92	еще более	2	5
93	во всяком	4	5
94	все остальное	2	4
95	высшей степени	2	4
96	одним словом	1	4
97	что оно	2	4
98	что они	1	4
99	независимо от	1	4
100	как в	3	4
101	и наконец	10	4
102	и к	7	4
103	не следует	2	4
104	не как	1	4
105	как они	1	4
106	входит в	1	4
107	в высшей	2	4
108	мы видели	5	4
109	раз и	1	4
110	ничего не	2	4
111	к тому	4	4
112	в дальнейшем	2	4
113	социального общения	1	4
114	но в	9	4
115	по учению	1	4
116	чем он	2	4
117	и теперь	1	4
118	в большинстве	4	4
119	из них	1	4
120	так как	9	4
121	в особенности	1	4
122	и даже	2	4
123	в некоторых	1	4
124	мы говорим	1	4
125	вот как	1	4
126	как бы	11	4
127	известной степени	1	4
128	совершенно не	2	4
129	оно не	2	4
130	к этому	7	4
131	они не	2	4
132	например в	1	3
133	же как	1	3
134	сам по	2	3
135	тем же	1	3
136	и до	3	3
137	в зависимости	2	3
138	а как	1	3
139	из всего	1	3
140	мы не	4	3
141	то это	1	3
142	зависимости от	2	3
143	и на	3	3
144	не входит	1	3
145	чем же	5	3
146	материалом для	1	3
147	однако не	1	3
148	хотя и	1	3
149	и как	1	3
150	от этого	1	3
151	не приходится	1	3
152	что это	3	3
153	в целом	2	3
154	из этих	4	3
155	роль в	6	3
156	только на	2	3
157	так сказать	3	3
158	но именно	1	3
159	всех этих	5	3
160	смысла в	1	3
161	главным образом	4	3
162	и может	4	3
163	его в	8	3
164	это было	1	3
165	для них	3	3
166	он и	2	3
167	однако и	2	3
168	до известной	1	3
169	языка который	1	3
170	не является	3	3
171	в области	3	3
172	но все	2	3
173	его с	1	3
174	первом периоде	2	3
175	своего развития	1	3
176	период развития	4	3
177	того чтобы	2	3
178	особенно в	1	3
179	по теории	1	3
180	и здесь	1	3
181	одного из	1	3
182	к нему	7	3
183	как ее	1	3
184	того что	2	3
185	в какой	1	3
186	именно на	1	3
187	то и	1	3
188	большинстве случаев	5	3
189	мы знаем	7	3
190	слова в	1	3
191	для того	1	3
192	с другой	1	3
193	и прежде	5	3
194	и др	8	3
195	системы и	1	3
196	не то	1	3
197	речи и	1	3
198	без всякой	1	3
199	о возможности	1	3
200	быть и	2	3
201	все это	5	3
202	на самом	2	3
203	или в	1	3
204	и все	4	3
205	была бы	1	3
206	жизни и	5	3
207	формы и	2	2
208	второй период	2	2
209	относится и	1	2
210	в такой	1	2
211	и то	2	2
212	науки о	1	2
213	явления и	1	2
214	при анализе	3	2
215	он был	3	2
216	совсем не	5	2
217	но не	5	2
218	но как	1	2
219	а только	1	2
220	отношение к	7	2
221	отличие от	1	2
222	к сожалению	1	2
223	в одной	2	2
224	перед нами	1	2
225	то в	1	2
226	та же	1	2
227	в которой	1	2
228	уже в	1	2
229	он в	1	2
230	различных народов	1	2
231	борьбы с	4	2
232	же это	1	2
233	не к	1	2
234	и философской	1	2
235	или вовсе	1	2
236	из него	2	2
237	и по	5	2
238	на этом	5	2
239	в основу	2	2
240	то ни	1	2
241	борьбы и	1	2
242	особенности в	1	2
243	как особый	1	2
244	для нее	1	2
245	должен был	1	2
246	и тем	1	2
247	бы совершенно	1	2
248	ни в	6	2
249	само собою	1	2
250	место и	1	2
251	и религиозных	1	2
252	в развитии	4	2
253	должно быть	2	2
254	смысл и	1	2
255	лучше всего	1	2
256	том что	5	2
257	на первый	1	2
258	в этих	2	2
259	не так	1	2
260	были выработаны	1	2
261	во второй	5	2
