N	2gram	Vygotskiy__2	Sovremen
1	не может	9	17
2	может быть	9	12
3	точки зрения	26	12
4	таким образом	14	11
5	мы не	10	9
6	в этом	19	7
7	не можем	3	7
8	и в	15	7
9	мы можем	10	6
10	ничего не	3	6
11	как и	6	6
12	и не	7	6
13	в результате	3	6
14	и наконец	1	5
15	все эти	3	5
16	что же	2	5
17	прежде всего	4	5
18	с точки	18	5
19	в дальнейшем	1	4
20	в зависимости	6	4
21	вопрос о	5	4
22	зависимости от	6	4
23	нет и	2	4
24	мы должны	6	4
25	в том	33	4
26	в целом	10	4
27	если мы	6	4
28	из них	3	4
29	же это	2	4
30	так как	4	4
31	мы видели	6	4
32	не только	15	4
33	системы в	1	4
34	в развитии	26	4
35	с помощью	5	4
36	как бы	7	4
37	вместе с	6	4
38	это не	5	4
39	точку зрения	6	4
40	их в	4	4
41	а в	4	4
42	с самого	1	3
43	то же	5	3
44	и т.д	12	3
45	но мы	3	3
46	между собой	1	3
47	может не	1	3
48	видели что	5	3
49	отнюдь не	2	3
50	все же	4	3
51	но в	6	3
52	он в	3	3
53	в этой	6	3
54	в себе	2	3
55	уже в	5	3
56	как он	6	3
57	в наших	1	3
58	что она	3	3
59	ведь это	1	3
60	в одном	2	3
61	в нем	1	3
62	при этом	3	3
63	из двух	3	3
64	на этой	2	3
65	и мы	2	3
66	было бы	10	3
67	основной вопрос	1	3
68	а не	3	3
69	так называемых	2	3
70	и потому	1	3
71	не в	8	3
72	все это	4	3
73	самого начала	1	3
74	а все	1	3
75	одна из	1	3
76	для нас	4	3
77	и все	3	3
78	в системе	1	3
79	у нас	1	3
80	с необходимостью	1	3
81	и к	6	3
82	когда мы	1	3
83	отличается от	1	3
84	следующим образом	2	3
85	в области	1	3
86	как известно	6	2
87	как мы	6	2
88	ли оно	1	2
89	и есть	2	2
90	приводит к	5	2
91	все те	2	2
92	той же	2	2
93	на этом	1	2
94	для его	1	2
95	и даже	5	2
96	говорить о	2	2
97	и что	8	2
98	и во	1	2
99	самом деле	6	2
100	в его	2	2
101	с совершенно	1	2
102	каждая из	2	2
103	с этим	3	2
104	все процессы	1	2
105	только один	1	2
106	в самом	11	2
107	к чему	2	2
108	по мнению	1	2
109	в которой	4	2
110	не будем	1	2
111	что это	6	2
112	в нашем	1	2
113	из этих	4	2
114	тот или	1	2
115	с одной	7	2
116	то и	1	2
117	развития мы	1	2
118	так сказать	1	2
119	с другом	2	2
120	в виде	1	2
121	мы знаем	7	2
122	всяком случае	6	2
123	у него	2	2
124	и по	3	2
125	отличие от	3	2
126	но все	2	2
127	то ни	1	2
128	развития он	1	2
129	известных нам	1	2
130	что все	4	2
131	значение в	3	2
132	или иной	2	2
133	развития в	6	2
134	в некоторых	2	2
135	на этот	6	2
136	которой он	1	2
137	такой же	1	2
138	в один	2	2
139	свою собственную	2	2
140	что такое	1	2
141	он должен	2	2
142	из которых	3	2
143	в отличие	3	2
144	друг с	2	2
145	самый вопрос	2	2
146	же мы	1	2
147	объяснения развития	1	2
148	скажем в	1	2
149	не знаем	1	2
150	этих двух	2	2
151	в третьем	1	2
152	еще более	1	2
153	мы видим	4	2
154	не дает	2	2
155	тот же	7	2
156	представлять себе	1	2
157	не могут	2	2
158	могут быть	2	2
159	что при	3	2
160	для развития	1	2
161	же самое	2	2
162	что в	14	2
163	помощью которых	1	2
164	во всяком	7	2
165	а может	1	1
166	должен быть	2	1
167	правда не	1	1
168	и это	3	1
169	речи мы	4	1
170	человека и	3	1
171	в объяснении	3	1
172	то она	1	1
173	как происходит	1	1
