N	2gram	Tiupa_Hudo_1	Psycholo
1	и в	14	38
2	то что	8	35
3	в том	12	25
4	в самом	4	25
5	самом деле	5	21
6	что в	6	20
7	может быть	5	19
8	и что	2	18
9	на то	4	16
10	что она	4	16
11	точки зрения	5	16
12	в ней	4	15
13	и т	11	14
14	том что	16	14
15	если бы	3	14
16	как бы	7	14
17	потому что	5	14
18	в этом	11	13
19	в этой	8	13
20	не только	12	12
21	было бы	6	12
22	не в	7	12
23	что он	9	11
24	то же	9	10
25	в сущности	1	10
26	и не	2	10
27	же самое	1	10
28	и все	4	10
29	с точки	3	9
30	того чтобы	3	9
31	в двух	1	9
32	и то	1	8
33	с этим	3	8
34	все же	3	8
35	и как	1	8
36	с тем	1	8
37	как и	9	8
38	в одном	1	8
39	и это	4	8
40	так что	2	8
41	вовсе не	1	8
42	как раз	4	8
43	перед нами	5	8
44	для нас	1	8
45	из этого	1	8
46	мы уже	4	7
47	с другой	1	7
48	не может	7	7
49	как мы	3	7
50	в ее	3	7
51	что у	3	7
52	никак не	2	7
53	между тем	8	7
54	а не	12	7
55	а в	7	7
56	и на	3	6
57	в которых	1	6
58	к чему	1	6
59	как это	1	6
60	он не	4	6
61	бы совершенно	1	6
62	тому что	4	6
63	она не	4	6
64	не имеет	2	6
65	самого начала	1	6
66	и его	5	6
67	с и	2	6
68	к тому	7	6
69	с самого	1	6
70	ясно что	2	6
71	о том	12	6
72	один из	4	6
73	с одной	1	6
74	из них	4	6
75	так как	1	6
76	до сих	2	6
77	там где	1	6
78	двух противоположных	1	5
79	мы не	2	5
80	я не	1	5
81	время в	1	5
82	в своем	4	5
83	в которой	1	5
84	так сказать	2	5
85	на этом	3	5
86	в другом	2	5
87	к которым	1	5
88	несмотря на	4	5
89	с такой	1	5
90	иначе говоря	2	5
91	в своей	10	5
92	т п	8	5
93	казалось бы	7	5
94	и когда	3	5
95	в его	8	5
96	в какой	1	5
97	но и	5	5
98	действующих лиц	2	5
99	одной стороны	1	5
100	сих пор	2	5
101	о котором	2	5
102	во всех	1	4
103	что они	1	4
104	идет о	3	4
105	как в	8	4
106	когда он	1	4
107	в целом	2	4
108	все эти	3	4
109	раз в	2	4
110	в себе	11	4
111	в нем	3	4
112	при этом	12	4
113	т д	3	4
114	смысл и	1	4
115	не мог	1	4
116	что этот	1	4
117	что эта	1	4
118	и другое	2	4
119	одна из	2	4
120	никогда не	6	4
121	в самой	1	4
122	как будто	4	4
123	тех двух	1	4
124	когда в	1	4
125	в виду	1	4
126	согласиться с	2	4
127	с той	2	4
128	только в	5	4
129	у него	9	4
130	плана в	1	4
131	и даже	3	4
132	обратиться к	1	4
133	из которых	1	4
134	по своему	3	4
135	того что	4	4
136	и для	3	4
137	речь идет	3	4
138	в свою	1	4
139	сказать что	1	4
140	который не	1	4
141	в своих	3	4
142	смысл этого	1	3
143	едва ли	3	3
144	и этот	1	3
145	по его	1	3
146	на тему	1	3
147	совсем не	1	3
148	и к	4	3
149	но в	5	3
150	та же	4	3
151	из этих	1	3
152	больше не	2	3
153	первой половине	3	3
154	состоит в	2	3
155	что все	1	3
156	бы в	1	3
157	его в	3	3
158	и тем	1	3
159	ни в	5	3
160	далеко не	1	3
161	но смысл	1	3
162	в такой	2	3
163	наше внимание	2	3
164	она в	3	3
165	место в	1	3
166	всякий раз	1	3
167	из области	1	3
168	бы не	1	3
169	в то	8	3
170	в плане	1	3
171	к концу	1	3
172	в основе	1	3
173	и конечно	1	3
174	на это	1	3
175	басни крылова	1	3
176	и о	4	3
177	из двух	1	3
178	каждого из	2	3
179	эти два	1	3
180	и только	1	3
181	здесь не	2	3
182	тот же	1	3
183	уже говорили	1	3
184	ее не	1	3
185	тем что	3	3
186	что не	2	3
187	то и	3	3
188	в речи	2	3
189	это одно	1	3
190	только для	2	3
191	но это	1	3
192	все это	2	3
193	главным образом	1	3
194	одновременно и	5	3
195	в таком	3	3
196	например в	2	2
197	с с	4	2
198	каждый новый	1	2
199	на самом	2	2
200	что когда	2	2
201	по преимуществу	3	2
202	не имеют	3	2
203	той же	2	2
204	с но	1	2
205	и столь	1	2
