N	2gram	Vinokur_St_1	Dialekti
1	т е	15	46
2	и не	16	30
3	и есть	1	19
4	а не	16	18
5	и т	30	17
6	ничего не	2	17
7	может быть	15	17
8	то что	18	16
9	т д	21	15
10	и в	44	15
11	как бы	4	14
12	точки зрения	11	14
13	не имеет	4	14
14	так как	5	14
15	что это	4	13
16	по себе	1	13
17	того что	9	13
18	это не	8	12
19	в этом	21	11
20	и вот	1	11
21	говорить о	2	11
22	ясно что	10	11
23	в том	36	11
24	прежде всего	7	11
25	не может	8	11
26	и все	2	11
27	том что	29	10
28	в основе	3	10
29	потому что	6	10
30	это и	4	9
31	то же	5	9
32	мы не	2	9
33	было бы	17	9
34	с точки	8	9
35	в виду	1	9
36	и что	4	9
37	уже не	1	9
38	значит что	3	9
39	все это	5	9
40	в чем	3	8
41	не в	12	8
42	в себе	2	8
43	не только	18	8
44	ни в	3	8
45	и это	2	8
46	и о	1	8
47	должна быть	3	7
48	не просто	1	7
49	что именно	1	7
50	как и	9	7
51	по крайней	2	7
52	и вообще	3	7
53	и его	8	7
54	что оно	3	7
55	только в	10	7
56	крайней мере	2	7
57	что мы	5	7
58	или в	1	7
59	что он	10	7
60	что в	30	7
61	перед нами	1	6
62	хотя и	1	6
63	и тем	3	6
64	если бы	9	6
65	в то	9	6
66	же время	4	6
67	что и	6	6
68	так что	6	6
69	вовсе не	19	6
70	и даже	5	6
71	а именно	3	6
72	в результате	3	6
73	тем более	4	6
74	сказать что	7	6
75	ни на	2	6
76	той же	5	5
77	мы имеем	2	5
78	в сущности	2	5
79	и на	1	5
80	быть в	2	5
81	с его	1	5
82	в своем	2	5
83	то в	3	5
84	на то	4	5
85	что она	4	5
86	в нем	5	5
87	выйти за	1	5
88	что такое	1	5
89	же это	3	5
90	что я	1	5
91	в ней	3	5
92	но что	1	5
93	но только	1	5
94	того чтобы	11	5
95	тогда когда	1	5
96	я не	7	5
97	в каком	3	5
98	таким образом	7	5
99	о том	17	5
100	так и	9	5
101	можно сказать	1	5
102	и можно	2	5
103	именно в	6	5
104	в свете	1	5
105	если мы	1	5
106	для того	10	5
107	в меру	1	5
108	и для	3	5
109	но если	4	5
110	также и	9	4
111	хотя бы	6	4
112	что они	7	4
113	в этой	11	4
114	в течение	1	4
115	с их	1	4
116	бы только	1	4
117	не как	1	4
118	то ни	1	4
119	и с	3	4
120	этом смысле	1	4
121	с тем	1	4
122	и уже	2	4
123	на другую	1	4
124	она не	2	4
125	так то	1	4
126	уже о	5	4
127	той или	1	4
128	ничего общего	3	4
129	что все	2	4
130	еще не	3	4
131	только так	1	4
132	в его	9	4
133	оказывается что	1	4
134	есть в	2	4
135	ни с	3	4
136	в одном	1	4
137	не о	1	4
138	как раз	4	4
139	результате которой	1	4
140	так же	5	4
141	но это	6	4
142	бы в	1	4
143	жизни и	5	4
144	но и	10	4
145	должны быть	3	4
146	то на	1	3
147	отношения к	2	3
148	и то	5	3
149	чего не	1	3
150	едва ли	1	3
151	так чтобы	1	3
152	а если	2	3
153	со стороны	6	3
154	в истории	3	3
155	общего с	3	3
156	как в	13	3
157	с этим	3	3
158	но в	10	3
159	от этого	2	3
160	бы и	4	3
161	все эти	5	3
162	личности но	1	3
163	в одну	1	3
164	об этом	3	3
165	известно что	1	3
166	не всегда	2	3
167	всегда и	1	3
168	в данном	14	3
169	в один	1	3
170	можно только	1	3
171	в своей	6	3
172	нет никакого	1	3
173	и притом	1	3
174	нет ни	2	3
175	есть только	2	3
176	могут быть	5	3
177	говоря уже	1	3
178	то или	3	3
179	и та	1	3
180	и об	7	3
181	быть и	2	3
182	д и	2	3
183	без того	1	3
184	в виде	3	3
185	при помощи	2	3
186	даже и	2	3
187	или иное	3	3
188	в области	14	3
189	за пределы	2	3
190	что не	3	3
191	говорит о	3	3
192	у нас	11	3
193	на основании	1	3
194	ни о	1	3
195	я уже	3	3
196	и потому	2	3
197	и абсолютно	1	3
198	из которых	1	3
199	что здесь	2	3
200	или нет	1	3
201	не говоря	1	3
202	совершенно не	5	3
203	тем самым	2	3
204	к этому	1	3
205	можно назвать	2	3
206	одних и	1	2
207	можно говорить	1	2
208	и без	3	2
209	тех же	1	2
210	мы говорим	1	2
211	ведь и	3	2
212	не говорю	2	2
213	вопрос о	4	2
214	совпадает с	2	2
215	бы ни	1	2
216	думаю что	5	2
217	двух или	1	2
218	на нем	1	2
219	во всех	8	2
220	бы не	2	2
221	но как	1	2
222	нет и	1	2
223	все же	8	2
224	кроме того	1	2
225	что по	1	2
226	или иную	1	2
227	в самом	7	2
228	в которой	4	2
229	это утверждение	1	2
230	ни один	2	2
231	из этих	6	2
232	думать что	2	2
233	всей его	1	2
234	при этом	2	2
