N	2gram	Losev_Prob_3	Problemy
1	и не	35	31
2	и в	44	29
3	в его	9	24
4	может быть	28	24
5	в этом	17	22
6	а не	18	22
7	в нем	9	19
8	точки зрения	5	19
9	как бы	9	19
10	для него	3	18
11	не только	14	15
12	то что	23	15
13	то же	13	14
14	не как	1	14
15	и его	5	14
16	но и	10	14
17	в пределах	1	13
18	с точки	2	13
19	уже не	7	13
20	точка зрения	1	12
21	таким образом	9	12
22	как и	10	12
23	не может	7	12
24	в самом	3	10
25	в то	9	10
26	только в	19	10
27	в одном	1	10
28	там где	1	10
29	все эти	7	9
30	все же	6	9
31	это не	9	9
32	если бы	3	9
33	но не	3	9
34	что в	8	8
35	по себе	25	8
36	в том	21	8
37	что он	9	8
38	потому что	25	8
39	до конца	1	8
40	в своем	5	8
41	в своей	5	8
42	а как	2	7
43	и на	1	7
44	за пределы	5	7
45	и как	3	7
46	но в	12	7
47	в себе	8	7
48	зрения на	2	7
49	входит в	1	7
50	с другими	3	7
51	том что	12	7
52	не в	13	7
53	вовсе не	37	7
54	она не	3	7
55	так и	10	7
56	прежде всего	3	7
57	а в	5	7
58	одним из	1	6
59	самом деле	3	6
60	изображения и	1	6
61	так же	5	6
62	как в	5	6
63	сливается с	1	6
64	в целом	6	6
65	что она	1	6
66	его в	3	6
67	несмотря на	1	6
68	точку зрения	1	6
69	в самой	2	6
70	могут быть	2	6
71	был бы	1	6
72	в конце	5	6
73	так как	9	6
74	как раз	8	6
75	и потому	7	6
76	не могут	1	6
77	все это	5	6
78	на самом	7	5
79	это и	7	5
80	должна быть	1	5
81	той же	1	5
82	же что	1	5
83	у него	1	5
84	с их	2	5
85	перед нами	8	5
86	он не	8	5
87	но все	3	5
88	было бы	8	5
89	он и	2	5
90	автора и	1	5
91	мысли и	1	5
92	или как	3	5
93	и это	9	5
94	и о	5	5
95	еще не	5	5
96	с ним	7	5
97	ничего не	3	5
98	именно в	2	5
99	конце концов	3	5
100	во всяком	9	5
101	и т	13	4
102	идет о	1	4
103	поэтому и	2	4
104	и самого	1	4
105	бы и	1	4
106	в этой	3	4
107	перестает быть	1	4
108	не значит	3	4
109	но эта	3	4
110	даже в	1	4
111	раз и	4	4
112	как мы	8	4
113	в процессе	2	4
114	в основе	2	4
115	от того	2	4
116	и с	9	4
117	но у	1	4
118	в свете	1	4
119	и следовательно	2	4
120	в литературе	1	4
121	он есть	2	4
122	тем что	4	4
123	были бы	2	4
124	что и	9	4
125	не было	5	4
126	не на	1	4
127	его как	3	4
128	что же	8	4
129	как предмет	1	4
130	но это	8	4
131	и для	2	4
132	в результате	2	4
133	героя в	2	4
134	они не	1	4
135	отношения к	3	3
136	он может	1	3
137	например в	1	3
138	он сам	4	3
139	он в	2	3
140	себе и	1	3
141	в произведениях	1	3
