N	2gram	Vinokur_St_3	Analitik
1	в качестве	4	31
2	может быть	19	29
3	в том	20	27
4	не может	7	22
5	и не	10	21
6	в частности	1	19
7	и в	25	18
8	но и	9	17
9	а не	5	17
10	представляет собой	1	16
11	не только	12	15
12	не в	6	14
13	в этом	24	13
14	как и	4	13
15	в его	12	13
16	том что	15	12
17	то есть	2	11
18	состоит в	4	11
19	но не	2	10
20	то же	5	9
21	в то	7	9
22	а в	6	9
23	есть не	1	8
24	но в	5	8
25	в той	1	8
26	значении этого	1	7
27	том чтобы	2	7
28	произведения как	2	7
29	к тому	2	7
30	этого слова	2	7
31	особого рода	1	7
32	я и	3	6
33	перед лицом	1	6
34	мы имеем	5	6
35	в сущности	2	6
36	в самом	2	6
37	это не	7	6
38	точки зрения	7	6
39	в своей	4	6
40	по своей	1	6
41	той или	1	6
42	должен быть	2	6
43	времени и	2	6
44	же время	3	6
45	только в	6	6
46	то что	12	6
47	или иной	2	6
48	прежде всего	10	6
49	в их	3	5
50	и на	6	5
51	и как	1	5
52	в произведении	1	5
53	в целом	4	5
54	в этой	14	5
55	лишь в	4	5
56	и его	3	5
57	о том	8	5
58	и того	1	5
59	между тем	6	5
60	такого рода	5	5
61	как бы	6	5
62	что в	19	5
63	того же	2	4
64	всего лишь	1	4
65	все же	4	4
66	с точки	4	4
67	и более	3	4
68	по себе	1	4
69	в области	6	4
70	ни в	5	4
71	могут быть	2	4
72	так и	5	4
73	с ним	1	4
74	в другом	3	4
75	на вопрос	3	4
76	с другой	5	4
77	того что	5	4
78	уже не	3	4
79	для того	2	4
80	именно в	1	4
81	себя и	2	4
82	вместе с	2	4
83	из которых	4	4
84	в литературе	1	4
85	собственно говоря	1	4
86	как известно	1	3
87	и т	8	3
88	одним из	1	3
89	подхода к	1	3
90	место в	6	3
91	если в	2	3
92	в рамках	2	3
93	что как	1	3
94	однако не	1	3
95	вступает в	1	3
96	и к	4	3
97	как он	1	3
98	в нем	1	3
99	он не	5	3
100	таким образом	10	3
101	бы быть	1	3
102	того или	1	3
103	даже в	1	3
104	в котором	5	3
105	разного рода	1	3
106	своего рода	3	3
107	дело не	2	3
108	того чтобы	1	3
109	т п	6	3
110	смысл его	1	3
111	в собственном	1	3
112	если бы	4	3
113	означает что	1	3
114	а также	4	3
115	к нему	4	3
116	с его	3	3
117	еще не	2	3
118	вопрос об	1	3
119	с одной	2	3
120	от себя	1	3
121	что и	1	3
122	не случайно	1	3
123	одной стороны	3	3
124	а именно	1	3
125	а с	2	3
126	что не	2	3
127	человек в	1	3
128	тому как	1	3
129	быть не	2	3
130	что мы	3	3
131	и все	1	3
132	хотя бы	1	3
133	что он	19	3
134	или иного	1	3
135	отношения к	1	2
136	самом деле	2	2
137	на самом	1	2
138	он может	2	2
139	в первом	1	2
140	также и	1	2
141	той же	2	2
142	а как	4	2
143	на себя	1	2
144	х годов	2	2
145	и то	1	2
146	такое отношение	1	2
147	между собой	1	2
148	на основе	2	2
149	то он	2	2
150	не все	1	2
151	отношение к	4	2
152	не просто	2	2
153	нет и	2	2
154	за пределы	1	2
155	как говорит	1	2
156	что именно	2	2
157	с двумя	1	2
158	не являются	1	2
159	его к	2	2
160	то в	4	2
161	в которой	4	2
162	все эти	3	2
163	бы не	1	2
164	из этих	6	2
165	думать что	1	2
166	и до	1	2
167	на его	4	2
168	от которого	1	2
169	не к	1	2
170	какой бы	1	2
171	и по	2	2
172	на этом	3	2
173	и с	4	2
174	самим собой	1	2
175	из них	1	2
176	вовсе не	2	2
177	так как	3	2
178	несмотря на	3	2
179	жизни но	2	2
180	такой же	2	2
181	для него	3	2
182	художественного творчества	1	2
183	не столько	2	2
184	которое дает	1	2
185	вопрос о	1	2
186	которые в	2	2
187	творчества и	1	2
188	для этого	2	2
189	свое время	1	2
190	тогда когда	2	2
191	совпадает с	1	2
192	только не	1	2
193	никогда не	2	2
194	из четырех	1	2
195	потому что	5	2
196	ничто не	1	2
197	отличается от	4	2
198	же самое	1	2
199	для себя	1	2
200	как мы	2	2
201	и о	1	2
202	здесь не	1	2
203	говорит и	2	2
204	в пределах	1	2
205	представляют собой	1	2
206	и сам	1	2
207	особенно в	1	2
208	одного из	2	2
209	не говоря	1	2
210	на примере	1	2
211	должно быть	1	2
