N	3gram	Vinokur_Ku_2	Psycholo
1	и т п	24	15
2	совершенно ясно что	1	14
3	в том что	10	9
4	не может быть	4	8
5	на то что	2	8
6	и т д	14	8
7	в самом деле	7	7
8	в том чтобы	1	7
9	о том что	1	7
10	во всяком случае	5	6
11	заключается в том	1	6
12	в зависимости от	4	5
13	то время как	1	5
14	в то время	1	5
15	не в том	1	5
16	само по себе	5	5
17	этой точки зрения	2	5
18	с другой стороны	7	5
19	с одной стороны	1	5
20	для того чтобы	8	5
21	с этой точки	2	4
22	так же как	2	4
23	как и в	1	4
24	только тогда когда	1	4
25	и той же	1	3
26	чтобы показать что	1	3
27	только в том	2	3
28	до сих пор	1	3
29	в отличие от	2	3
30	когда говорит что	1	3
31	к тому чтобы	1	3
32	точно так же	3	3
33	одной и той	1	3
34	в конце концов	3	3
35	в конечном счете	2	3
36	потому что он	2	2
37	хотя и не	1	2
38	то что я	1	2
39	состоит в том	1	2
40	в настоящее время	1	2
41	в этом смысле	5	2
42	в том и	1	2
43	и если мы	1	2
44	с точки зрения	8	2
45	тем или иным	1	2
46	не было бы	1	2
47	в этом отношении	3	2
48	ту же мысль	1	2
49	т п все	1	2
50	несмотря на то	2	2
51	то или иное	2	2
52	из этих слов	1	2
53	вместе с тем	2	2
54	в том случае	2	2
55	ясно что и	1	2
56	тех или иных	1	2
57	в последнее время	1	2
58	том что мы	1	2
59	целый ряд таких	1	2
60	по себе не	2	2
61	в русском языке	9	2
62	и в самом	2	2
63	смысле этого слова	1	2
64	сама по себе	1	2
65	на самом деле	2	2
66	тем не менее	5	2
67	т д и	1	1
68	здесь как нельзя	1	1
69	потому что как	1	1
70	и том же	1	1
71	возникает целый ряд	1	1
72	а следовательно и	2	1
73	тех пор пока	1	1
74	все дело в	1	1
75	одном и том	1	1
76	не следует что	1	1
77	уже не может	3	1
78	дело в том	1	1
79	что в самом	1	1
80	что стоит в	1	1
81	что это действительно	1	1
82	точки зрения в	3	1
83	и там где	1	1
84	по сравнению с	1	1
85	принять во внимание	1	1
86	если так то	1	1
87	но как и	1	1
88	но и у	1	1
89	т п но	2	1
90	том случае если	2	1
91	что мы имеем	1	1
92	на точку зрения	1	1
93	сами по себе	1	1
94	то он уже	1	1
95	так как у	1	1
96	не до конца	1	1
97	в той мере	1	1
98	том или ином	1	1
99	широком смысле слова	1	1
100	может быть только	2	1
101	и в области	1	1
102	мы приходим к	1	1
103	не то что	1	1
104	и тем не	4	1
105	и то что	1	1
106	а если так	1	1
107	в таких словах	1	1
108	которые никак не	1	1
109	бы и в	1	1
110	не в области	1	1
111	в такой степени	1	1
112	правильно указывает что	1	1
113	едва ли не	1	1
114	чтобы понять что	2	1
115	поскольку она есть	1	1
116	в этой области	4	1
117	уже в совершенно	1	1
118	не потому что	1	1
119	не только в	4	1
120	этого слова есть	1	1
121	в самом процессе	1	1
122	мы не знаем	1	1
123	потому что оно	1	1
124	в известном смысле	1	1
125	не могут быть	1	1
126	это имеет место	1	1
127	нет принципиальной разницы	1	1
128	приводит к тому	1	1
129	дело не в	2	1
130	в том или	1	1
131	в связи с	3	1
132	мере в какой	1	1
133	как мы знаем	1	1
134	вместо того чтобы	1	1
135	в совершенно ином	1	1
136	речь идет о	1	1
137	иначе как в	1	1
138	в широком смысле	2	1
139	только то что	1	1
140	ни в каком	1	1
141	что само по	1	1
142	до тех пор	1	1
143	а только из	1	1
144	д и т	1	1
145	но для того	1	1
146	в свою очередь	2	1
147	с самого начала	1	1
148	легко заметить что	1	1
149	т п в	2	1
150	что иное как	1	1
151	несмотря на все	1	1
152	можно сказать что	2	1
153	у нас в	1	1
154	станем на точку	1	1
155	случае если бы	1	1
156	и в частности	1	1
157	в вопросе о	1	1
158	это действительно так	1	1
159	было бы сказать	1	1
160	именно в силу	2	1
161	в сущности не	1	1
162	не что иное	1	1
163	той мере в	1	1
164	вовсе не следует	1	1
165	и в том	2	1
166	т п эта	1	1
167	при этом совершенно	1	1
168	в буквальном смысле	1	1
169	что целый ряд	1	1
170	в результате этого	2	1
171	что на самом	1	1
172	не только у	1	1
173	таких словах как	2	1
174	к тому же	1	1
175	том что и	1	1
176	так как без	1	1
