N	3gram	Propp_Isto_3	EvropaiE
1	с точки зрения	1	16
2	с одной стороны	2	8
3	в том что	5	6
4	с этой точки	1	5
5	так же как	1	5
6	этой точки зрения	1	5
7	не только в	1	4
8	можно было бы	1	3
9	друг с другом	1	3
10	во всяком случае	2	3
11	и прежде всего	1	3
12	можно сказать что	1	3
13	иначе обстоит дело	1	2
14	в пределах этих	1	2
15	между прочим и	1	2
16	в северной америке	1	2
17	близко подходит к	1	2
18	из того что	1	2
19	в данном случае	3	2
20	заключается в том	1	2
21	с другой стороны	7	2
22	не может быть	1	2
23	в свою очередь	1	2
24	в одном из	2	2
25	на то что	1	2
26	друг от друга	1	2
27	в большинстве случаев	1	2
28	как мы видели	5	2
29	хотя и не	1	1
30	что в этом	1	1
31	встречает на своем	1	1
32	через некоторое время	2	1
33	в тех случаях	1	1
34	также и в	1	1
35	т е во	1	1
36	во многих случаях	1	1
37	в соответствии с	1	1
38	к предположению что	1	1
39	не можем входить	1	1
40	можно утверждать что	2	1
41	на своем пути	1	1
42	но и в	1	1
43	тех случаях когда	1	1
44	с тем что	1	1
45	на этот вопрос	1	1
46	не есть ли	1	1
47	может быть и	1	1
48	это может быть	1	1
49	смысле этого слова	1	1
50	в некоторых случаях	3	1
51	то время как	2	1
52	в связи с	3	1
53	так как мы	1	1
54	мы видели что	3	1
55	в других случаях	1	1
56	это мы видим	1	1
57	каждого из них	1	1
58	не означает что	1	1
59	в то время	2	1
60	в пределах этого	1	1
61	при известных условиях	1	1
62	а через некоторое	2	1
63	в его руках	1	1
64	в том числе	1	1
65	в том смысле	1	1
66	т е не	1	1
67	к ней в	1	1
68	но и то	1	1
69	к тому же	2	1
70	независимо от того	1	1
71	и т д	15	1
