N	3gram	Vygotskiy__4	Myslijsy
1	сами по себе	3	7
2	во всяком случае	3	7
3	в том что	12	7
4	в свою очередь	1	6
5	и в свою	1	4
6	подобно тому как	1	4
7	до сих пор	3	4
8	сам по себе	2	4
9	не было бы	1	4
10	в то время	2	4
11	на то что	6	3
12	то время как	2	3
13	с одной стороны	3	3
14	смысле этого слова	3	3
15	мы не можем	1	3
16	и т п	3	3
17	одно за другим	1	3
18	и т д	2	3
19	потому что его	1	2
20	и может быть	4	2
21	на самом деле	5	2
22	нам кажется что	1	2
23	в таком случае	1	2
24	то что в	3	2
25	то что мы	3	2
26	с другой стороны	2	2
27	для того чтобы	19	2
28	то же время	1	2
29	с таким образом	2	2
30	во всем этом	1	2
31	не может быть	1	2
32	с самого начала	5	2
33	в этом смысле	1	2
34	в то же	1	2
35	таким образом в	2	2
36	сама по себе	3	2
37	и в общем	1	1
38	прежде всего на	1	1
39	полагает что при	1	1
40	дело в том	1	1
41	что ни одно	1	1
42	и той же	2	1
43	бы если бы	1	1
44	что это не	2	1
45	которой мы думаем	1	1
46	том что он	3	1
47	о том как	2	1
48	потому что не	1	1
49	ни одно из	2	1
50	на две группы	1	1
51	по себе и	2	1
52	бы то ни	1	1
53	потому что и	1	1
54	из того что	1	1
55	с тем что	1	1
56	та и другая	1	1
57	и не может	1	1
58	том что его	1	1
59	при помощи этого	1	1
60	со всех сторон	1	1
61	с этой точки	1	1
62	вместе с тем	2	1
63	только для того	1	1
64	не то что	3	1
65	что если в	1	1
66	можно найти в	1	1
67	события о которых	1	1
68	и сказать что	1	1
69	не может понять	2	1
70	один из них	1	1
71	то ни было	1	1
72	время разговора с	2	1
73	так как это	3	1
74	в том как	1	1
75	то что он	3	1
76	во всех этих	2	1
77	это не так	1	1
78	то с чем	1	1
79	составляющим ее звукам	1	1
80	из них не	1	1
81	не для того	3	1
82	друг к другу	1	1
83	при этом мы	1	1
84	того чтобы сделать	1	1
85	его душевной жизни	1	1
86	во время разговора	2	1
87	что мы видим	1	1
88	потому что нельзя	1	1
89	бы самое это	1	1
90	при этом как	1	1
91	нет никакой возможности	2	1
92	но столь же	2	1
93	так относится к	1	1
94	в том чтобы	3	1
95	и независимо от	1	1
96	о том что	10	1
97	ничего общего с	1	1
98	то есть в	1	1
99	и в самом	2	1
100	что и в	1	1
101	мысль о том	1	1
102	мы знаем что	1	1
103	до тех пор	2	1
104	этого слова и	2	1
105	это как бы	1	1
106	а b с	3	1
107	одной и той	2	1
108	мы легко можем	1	1
109	и в этом	3	1
110	мы тем самым	1	1
111	в душе человека	1	1
112	вслед за этим	3	1
113	в ту минуту	1	1
114	слова во всяком	1	1
