N	3gram	Voloshinov_2	Dialekti
1	по крайней мере	2	9
2	с точки зрения	13	8
3	в том что	6	6
4	то или иное	1	4
5	одно и то	3	4
6	и то же	3	4
7	в связи с	7	4
8	то же время	8	4
9	о том что	3	4
10	с другой стороны	1	4
11	что иное как	1	3
12	в самом деле	5	3
13	в таком случае	3	3
14	сами по себе	1	3
15	в то же	8	3
16	может быть и	5	3
17	сам по себе	1	3
18	не что иное	1	3
19	не может быть	10	3
20	можно сказать что	1	3
21	мы уже знаем	2	3
22	не нуждается в	1	3
23	в той или	3	2
24	более или менее	2	2
25	до сих пор	3	2
26	в зависимости от	2	2
27	говоря уже о	1	2
28	ни в какой	2	2
29	не только в	1	2
30	тем не менее	1	2
31	не могут быть	1	2
32	так или иначе	1	2
33	во всяком случае	2	2
34	внутреннего и внешнего	1	2
35	в широком смысле	1	2
36	само по себе	1	2
37	с самого начала	5	2
38	но ведь это	1	2
39	и прежде всего	2	2
40	в нем и	1	2
41	то же самое	5	2
42	не говоря уже	1	2
43	что и до	1	1
44	но как раз	1	1
45	несколько слов об	1	1
46	это еще слишком	1	1
47	так же и	1	1
48	и не нуждаются	1	1
49	прежде всего –	1	1
50	мы уже сказали	1	1
51	на самом деле	4	1
52	одной стороны и	2	1
53	того же самого	1	1
54	дело вовсе не	1	1
55	и не может	3	1
56	связанные с этим	1	1
57	бы то ни	4	1
58	но и в	2	1
59	на самом же	3	1
60	в этом отношении	1	1
61	нуждаются ни в	1	1
62	выражение но и	1	1
63	– одна из	2	1
64	же в таком	1	1
65	все то же	1	1
66	чтобы убедиться в	1	1
67	не только его	1	1
68	по самой своей	1	1
69	с одной стороны	3	1
70	в сущности это	1	1
71	и делает его	1	1
72	отсюда следует что	3	1
73	но что же	1	1
74	понимания ни в	1	1
75	в последнее время	1	1
76	приводит к тому	1	1
77	все более и	2	1
78	мы никогда не	2	1
79	мы уже говорили	1	1
80	уже по самой	1	1
81	о чем мы	1	1
82	и в том	1	1
83	не нуждаются ни	1	1
84	жизни и в	1	1
85	но и все	1	1
86	и пр и	4	1
87	друг с другом	1	1
88	того или иного	2	1
89	и остается только	1	1
90	по сравнению с	1	1
91	не имеет значения	1	1
92	и пр в	1	1
93	его в таком	1	1
94	всего того что	1	1
95	мы можем сказать	2	1
96	более и более	2	1
97	той или иной	4	1
98	не менее в	1	1
99	но все же	1	1
100	это вполне понятно	3	1
101	есть прежде всего	1	1
102	как мы уже	3	1
103	к тому что	3	1
104	и все вообще	1	1
105	и пр все	1	1
106	то что они	1	1
107	самом же деле	3	1
108	обладает не только	1	1
109	том что он	2	1
110	так и из	1	1
111	во всех своих	1	1
112	к тому же	2	1
113	можем сказать что	1	1
114	по себе а	1	1
115	и все его	1	1
116	в жизни и	1	1
117	независимо от того	1	1
118	мы только что	1	1
