N	3gram	Vygotskiy__4	Literetu
1	то же время	1	7
2	в то же	1	7
3	к тому же	2	5
4	по отношению к	1	4
5	с одной стороны	3	4
6	о том что	10	4
7	в том что	12	4
8	с точки зрения	4	3
9	не может быть	1	3
10	то что ему	2	2
11	в самом деле	7	2
12	подобно тому как	1	2
13	то же самое	6	2
14	потому что не	1	2
15	не в одном	1	2
16	бы то ни	1	2
17	из того что	1	2
18	и в частности	2	2
19	в том чтобы	3	2
20	не только в	1	2
21	то ни было	1	2
22	так или иначе	1	2
23	с другой стороны	2	2
24	и вместе с	1	2
25	и в самом	2	2
26	на то что	6	2
27	раз в том	1	1
28	что иное как	1	1
29	органической связи с	1	1
30	на самом деле	5	1
31	о том как	2	1
32	и к тому	1	1
33	именно то что	1	1
34	вместе с тем	2	1
35	так как мы	2	1
36	у него не	1	1
37	то что в	3	1
38	выразить то что	1	1
39	и т п	3	1
40	во всей ее	2	1
41	самого по себе	1	1
42	как раз в	4	1
43	не что иное	1	1
44	которое должно быть	1	1
45	на первый взгляд	1	1
46	быть определена как	1	1
47	это и есть	3	1
48	том что они	1	1
49	я не могу	1	1
50	может быть определена	1	1
51	в целом ряде	1	1
52	мы все время	2	1
53	как бы в	1	1
54	для того чтобы	19	1
55	что ему нужно	1	1
56	а не только	1	1
57	к такого рода	1	1
58	этой точки зрения	1	1
59	при этом как	1	1
60	мы находимся в	1	1
61	в свою очередь	1	1
62	ничего общего с	1	1
63	до самого конца	2	1
64	не только не	2	1
65	в конечном счете	1	1
66	с этой точки	1	1
67	это как бы	1	1
68	к тому что	5	1
69	место в этом	1	1
70	сама по себе	3	1
71	быть не может	1	1
72	может быть в	1	1
73	в глубине души	1	1
