N	3gram	Voloshinov_1	KFilosof
1	по отношению к	11	21
2	не может быть	7	11
3	с точки зрения	2	10
4	может быть только	1	6
5	в чем не	1	4
6	ни в чем	1	4
7	в нем и	1	3
8	на самом деле	2	3
9	в этом смысле	1	3
10	между тем как	1	3
11	и в этом	1	3
12	к нему в	1	3
13	то что я	1	2
14	имеем в виду	2	2
15	и для него	1	2
16	бы то ни	3	2
17	включая сюда и	1	2
18	то ни было	3	2
19	уже не может	1	2
20	все эти моменты	1	2
21	один и тот	1	2
22	то же время	1	2
23	в то же	1	2
24	тем не менее	3	2
25	в том что	4	2
26	и тот же	1	2
27	но прежде всего	1	1
28	отношение к предмету	2	1
29	в виду и	1	1
30	кто-нибудь стал бы	1	1
31	к содержанию как	1	1
32	ровно ничего не	1	1
33	зависит от того	2	1
34	мы никогда не	2	1
35	хотя бы только	1	1
36	равно как и	1	1
37	в настоящее время	2	1
38	в том же	1	1
39	как если бы	4	1
40	а не к	1	1
41	но все это	1	1
42	в лучшем случае	1	1
43	в зависимости от	2	1
44	и должна быть	1	1
45	а эта последняя	1	1
46	и та же	1	1
47	с ним в	1	1
48	тогда когда он	1	1
49	о том кто	1	1
50	в основе своей	1	1
51	в противном случае	1	1
52	со всех сторон	1	1
53	и не в	3	1
54	позицию по отношению	1	1
55	случае мы имеем	1	1
56	может быть и	3	1
57	его в отношении	1	1
58	слова и его	1	1
59	может быть понято	1	1
60	нужно думать что	1	1
61	не нужно думать	1	1
62	один миг не	1	1
63	не совпадает с	1	1
64	ни на один	2	1
65	но в то	1	1
66	едва ли кто-нибудь	1	1
67	и по отношению	3	1
68	каково бы оно	1	1
69	и менее всего	1	1
70	контекста в котором	2	1
71	только в нем	1	1
72	конечно не может	2	1
73	бы оно ни	1	1
74	дело в том	4	1
75	во всяком случае	1	1
76	не должно быть	1	1
77	одна и та	1	1
78	мы не найдем	1	1
79	ли кто-нибудь стал	1	1
80	как одно из	1	1
81	бы не было	1	1
82	оно ни было	1	1
83	в значительной степени	1	1
84	если бы эта	1	1
85	здесь вовсе не	1	1
86	в свою очередь	1	1
87	на один миг	1	1
88	к ним извне	1	1
89	но отнюдь не	2	1
90	в конечном счете	1	1
91	включает в себя	1	1
92	не может стать	1	1
93	в процессе ее	1	1
94	если бы не	1	1
95	если бы оно	1	1
96	и в нем	1	1
97	то же самое	2	1
