N	2gram	Losev_Vlad_2	FransuaR
1	и в	30	45
2	то есть	7	25
3	и не	18	15
4	в этом	20	14
5	но в	8	14
6	не только	12	14
7	во всех	3	13
8	и его	6	13
9	в его	11	13
10	как бы	5	12
11	во время	1	12
12	что в	12	12
13	то же	4	11
14	в своем	8	11
15	в то	9	11
16	право на	1	10
17	в нем	4	10
18	и с	14	10
19	как и	5	10
20	в том	18	10
21	но и	8	10
22	прежде всего	6	10
23	же время	3	9
24	в ней	4	8
25	таким образом	3	8
26	в самой	1	8
27	как мы	11	8
28	мира и	1	8
29	жизни и	6	8
30	вовсе не	4	8
31	и др	1	8
32	так же	4	8
33	также и	6	7
34	он был	6	7
35	с его	4	7
36	мы видели	2	7
37	том что	12	7
38	не в	9	7
39	потому что	9	7
40	что и	3	7
41	в конце	13	7
42	и все	7	7
43	все это	5	7
44	здесь не	4	6
45	в этой	4	6
46	он не	4	6
47	всех этих	3	6
48	в них	3	6
49	мысли и	2	6
50	того чтобы	2	6
51	связи с	8	6
52	так и	5	6
53	что он	13	6
54	так как	5	6
55	для того	2	6
56	одним из	1	5
57	например в	1	5
58	самом деле	1	5
59	и на	4	5
60	хотя и	6	5
61	и как	3	5
62	и к	6	5
63	в себя	1	5
64	все эти	5	5
65	на этом	2	5
66	его в	4	5
67	с ним	5	5
68	этом отношении	1	5
69	со всеми	1	5
70	человека с	1	5
71	и их	1	5
72	как раз	1	5
73	в связи	8	5
74	не может	9	5
75	но это	4	5
76	от всех	1	5
77	есть и	2	5
78	мы уже	2	4
79	той же	4	4
80	его не	2	4
81	мы не	2	4
82	и о	4	4
83	в сущности	2	4
84	но не	3	4
85	в общем	2	4
86	перед нами	1	4
87	кроме того	9	4
88	в самом	2	4
89	тому же	1	4
90	по своему	2	4
91	об этом	6	4
92	это было	4	4
93	между собою	1	4
94	не мог	8	4
95	точки зрения	7	4
96	известной степени	1	4
97	в их	2	4
98	своего рода	1	4
99	до известной	1	4
100	у него	19	4
101	очень часто	1	4
102	и это	3	4
103	можно было	2	4
104	здесь как	1	4
105	ничего не	2	4
106	и здесь	1	4
107	о том	4	4
108	и во	2	4
109	только в	6	4
110	в первой	1	4
111	с этим	5	4
112	характерно что	1	4
113	мы находим	2	4
114	и даже	10	4
115	здесь в	2	4
116	сказать что	11	4
117	а не	7	4
118	его как	1	4
119	чем же	1	4
120	как это	7	4
121	и от	2	4
122	а также	10	4
123	а в	11	4
124	по поводу	4	4
125	такой же	1	4
126	том числе	1	4
127	в необходимости	1	3
128	хлеб и	1	3
129	единство и	2	3
130	но она	1	3
131	того же	5	3
132	и он	4	3
133	из этих	3	3
134	менее всего	1	3
135	как в	3	3
136	но его	2	3
137	как он	2	3
138	что она	1	3
139	и вот	3	3
140	об этой	1	3
141	связанных с	1	3
142	здесь нет	1	3
143	ни в	7	3
144	он и	3	3
145	здесь все	1	3
146	до сих	1	3
147	нисколько не	2	3
148	в своей	5	3
149	в которых	1	3
150	не менее	7	3
151	мир и	1	3
152	но они	1	3
153	дело в	3	3
154	не имеет	2	3
155	здесь же	1	3
156	от того	1	3
157	своего отца	1	3
158	не могло	1	3
159	то время	6	3
160	жизни он	1	3
161	это не	2	3
162	именно в	4	3
163	того что	5	3
164	и прежде	2	3
165	до нас	1	3
166	поэтому и	1	3
167	для всех	1	3
168	для него	9	3
169	в одном	1	3
170	но он	3	3
171	не было	10	3
172	еще и	6	3
173	о чем	6	3
174	вместе с	8	3
175	в течение	5	3
176	по существу	3	3
177	дело здесь	1	3
178	сих пор	1	3
179	и для	3	3
180	в году	24	3
181	и ни	1	3
182	на этот	4	3
183	и другие	1	3
184	можно говорить	3	2
185	в этот	1	2
186	и есть	2	2
187	с точки	3	2
188	и до	2	2
189	из его	2	2
190	и больше	3	2
191	и за	1	2
192	из своих	1	2
193	представлением о	1	2
194	говорить о	1	2
195	в целом	4	2
196	это время	4	2
197	в чем	2	2
198	в данном	3	2
199	отличие от	3	2
200	нет и	1	2
201	независимо от	1	2
202	все же	9	2
203	когда он	1	2
204	и наконец	4	2
205	и отчасти	1	2
206	не будем	1	2
207	что это	4	2
208	он в	1	2
209	очень важно	1	2
210	еще один	2	2
211	им в	3	2
212	и если	4	2
213	при этом	5	2
214	в начале	4	2
215	с представлением	1	2
216	но дело	2	2
217	так например	1	2
218	в париж	2	2
219	том же	3	2
220	на все	2	2
221	лишь в	1	2
222	с которой	2	2
223	всеми своими	1	2
224	было бы	9	2
225	для них	1	2
226	рядом с	1	2
227	с тем	2	2
228	несмотря на	4	2
229	народа и	2	2
230	когда в	1	2
231	в г	1	2
232	отрыве от	1	2
233	во второй	2	2
234	и без	1	2
235	и внешнее	1	2
236	вино он	1	2
237	не столько	3	2
238	нельзя было	1	2
239	но эта	1	2
240	даже в	2	2
241	в отношении	3	2
242	вплоть до	3	2
243	на котором	2	2
244	если в	1	2
245	на него	1	2
246	и притом	2	2
247	к ней	3	2
248	уже и	2	2
249	начиная с	2	2
250	не могут	1	2
251	что все	1	2
252	к тому	2	2
253	он оказывается	1	2
254	если мы	1	2
255	данном случае	2	2
256	так в	1	2
257	и что	5	2
258	на том	1	2
259	еще в	2	2
260	том как	1	2
261	и вообще	10	2
262	вот это	2	2
263	и та	1	2
264	но мы	1	2
265	можно сказать	4	2
266	нас в	2	2
267	к нему	2	2
268	в отрыве	1	2
269	борьба с	2	2
270	и она	2	2
271	он хочет	1	2
272	всякого рода	6	2
273	ли он	2	2
274	это очень	1	2
275	здесь с	1	2
276	и жизни	2	2
277	в эти	7	2
278	в качестве	1	2
279	здесь перед	1	2
280	может быть	7	2
281	заметить что	1	2
282	тут же	2	2
283	церкви и	2	2
284	а именно	6	2
285	в отличие	3	2
286	нужно сказать	1	2
287	на эту	2	2
288	него не	1	2
289	во франции	1	2
290	эти последние	4	2
291	конечно не	4	2
292	во все	1	2
293	своей жизни	3	2
294	под названием	3	2
295	в другое	1	2
296	хотя бы	3	2
297	то что	20	2
298	жизни в	2	2
299	в период	1	2
300	ко всему	4	2
301	и солнце	1	2
302	разговоров с	1	2
303	это в	3	2
304	к этому	6	2
305	также было	1	1
306	с новыми	1	1
307	частности к	1	1
308	истории то	1	1
309	также что	2	1
310	течение всей	2	1
311	необходимо отметить	1	1
312	же был	1	1
313	раньше в	1	1
314	то в	5	1
315	а об	1	1
316	могла дать	1	1
317	и этот	1	1
318	по его	1	1
319	поэзии и	1	1
320	в несколько	1	1
321	а как	1	1
322	есть не	1	1
323	от всякой	2	1
324	объявил что	1	1
325	этого нет	1	1
326	та же	1	1
327	нам в	1	1
328	за несколько	1	1
329	в возможности	1	1
330	который был	2	1
331	его вполне	1	1
332	и сроки	1	1
333	как я	2	1
334	то это	4	1
335	ему приходилось	2	1
336	и словом	1	1
337	и глубоко	1	1
338	время в	4	1
339	истории в	1	1
340	и всего	2	1
341	но как	1	1
342	нельзя понимать	1	1
343	не все	1	1
344	несколько более	1	1
345	не просто	1	1
346	что они	1	1
347	конечно совершенно	1	1
348	характер и	1	1
349	тем больше	1	1
350	более чем	1	1
351	и будем	1	1
352	что во	1	1
353	если она	1	1
354	его на	3	1
355	общего с	1	1
356	чем мы	1	1
357	западной философии	1	1
358	его со	1	1
359	солнце играет	1	1
360	о жизни	1	1
361	первых двух	2	1
362	целый ряд	1	1
363	что по	1	1
364	это тоже	2	1
365	в опьянении	1	1
366	самом начале	1	1
367	он на	2	1
368	и свою	1	1
369	что произведение	1	1
370	и невозможно	1	1
371	бы и	1	1
372	тут и	1	1
373	всей своей	1	1
374	в себе	6	1
375	разве вы	1	1
376	были связаны	1	1
377	на то	2	1
378	человек не	2	1
379	так сказать	1	1
380	времена и	1	1
381	время и	1	1
382	он ни	1	1
383	серьезный характер	1	1
384	он все	2	1
385	этом виде	1	1
386	части его	1	1
387	которой не	2	1
388	и еще	1	1
389	xix века	1	1
390	же это	2	1
391	чем у	1	1
392	этой книге	1	1
393	была не	1	1
394	жизни можно	1	1
395	для понимания	1	1
396	на земле	2	1
397	не могли	3	1
398	но вместе	1	1
399	существу это	1	1
400	никому не	1	1
401	и по	2	1
402	находим у	1	1
403	все с	1	1
404	последнее слово	1	1
405	но все	2	1
406	написал не	1	1
407	мы его	1	1
408	с позиций	1	1
409	них не	1	1
410	глубокий и	1	1
411	мог он	1	1
412	г в	2	1
413	и мы	4	1
414	отца и	1	1
415	новой жизни	1	1
416	не знаете	1	1
417	с начала	2	1
418	должен был	3	1
419	начала и	2	1
420	в жизни	1	1
421	и находит	1	1
422	написал в	1	1
423	на свои	2	1
424	но уже	2	1
425	убежден в	1	1
426	далеко не	1	1
427	что не	2	1
428	а за	2	1
429	эту тему	2	1
430	говорится о	2	1
431	все моменты	1	1
432	они в	1	1
433	и того	1	1
434	между ними	1	1
435	нужно было	1	1
436	в котором	5	1
437	это подтверждается	1	1
438	он дает	2	1
439	жизни с	2	1
440	что я	3	1
441	мы сказали	2	1
442	вот эта	1	1
443	которые в	1	1
444	тем не	6	1
445	их в	2	1
446	на его	4	1
447	уже сказали	1	1
448	что этот	1	1
449	для нее	1	1
450	и под	1	1
451	положительного содержания	1	1
452	любовь к	1	1
453	сам он	1	1
454	всего его	1	1
455	необходимо сказать	5	1
456	раз и	2	1
457	подтверждается и	1	1
458	человечества и	1	1
459	что с	1	1
460	жадностью и	1	1
461	тогда когда	2	1
462	того как	2	1
463	своего существования	1	1
464	к этим	2	1
465	это нисколько	2	1
466	есть еще	1	1
467	мы все	1	1
468	этого конечно	1	1
469	в день	1	1
470	следовательно и	1	1
471	никогда не	7	1
472	и всегда	1	1
473	казалось бы	2	1
474	правда в	2	1
475	это то	1	1
476	при всем	1	1
477	этих двух	1	1
478	в полной	1	1
479	с нами	2	1
480	очень мало	1	1
481	к концу	5	1
482	эта тенденция	1	1
483	ровно ничего	2	1
484	связанное с	1	1
485	же он	1	1
486	свидетельствуют о	1	1
487	но теперь	1	1
488	как будто	2	1
489	в области	3	1
490	больше того	2	1
491	ведь все	1	1
492	к той	2	1
493	у нас	6	1
494	все то	1	1
495	тогда и	2	1
496	взятое в	2	1
497	это конечно	1	1
498	что вы	2	1
499	вы можете	1	1
500	и потому	2	1
501	где он	3	1
502	приведем еще	1	1
503	из нее	1	1
504	он как	1	1
505	году в	1	1
506	вы не	2	1
507	свою очередь	2	1
508	без всякого	2	1
509	вина и	1	1
510	чтобы быть	1	1
511	в произведении	1	1
512	никак не	3	1
513	имеет никакого	2	1
514	в дальнейшем	5	1
515	он правда	1	1
516	и сам	2	1
