N	4gram	Bakhtin_Fr_2	slovoVRo
1	в то же время	6	4
2	с одной стороны и	1	3
3	но в то же	3	3
4	то же время это	1	2
5	на протяжении всего xvii	1	1
6	и не может быть	1	1
7	и в то же	2	1
8	как мы уже говорили	2	1
9	включает в себя момент	1	1
10	в этом отношении он	1	1
11	протяжении всего xvii века	1	1
12	во всех его моментах	1	1
13	все более и более	1	1
14	как мы уже сказали	1	1
15	точка зрения на мир	1	1
16	идеологии и литературы но	1	1
17	роман в его целом	1	1
18	необходимо однако отметить что	1	1
