N	2gram	Bakhtin_Fr_4	Mirosoze
1	и в	29	46
2	в нем	5	22
3	у него	5	22
4	может быть	2	21
5	в этом	11	20
6	не только	10	18
7	и не	16	18
8	никогда не	2	18
9	для него	1	18
10	во имя	1	16
11	но и	9	15
12	не может	2	15
13	как и	12	13
14	друг друга	2	12
15	прежде всего	8	12
16	потому что	1	12
17	и он	1	11
18	но он	6	11
19	в ней	3	11
20	у нас	1	11
21	но в	12	10
22	в себе	3	10
23	он не	3	10
24	он был	2	9
25	и есть	4	8
26	отношение к	1	8
27	в своем	3	8
28	на земле	1	8
29	так как	7	8
30	переходит в	1	8
31	как бы	8	8
32	но это	4	8
33	человека и	1	7
34	связана с	4	7
35	в мире	1	7
36	как в	2	7
37	и к	2	7
38	в нашем	4	7
39	в этой	13	7
40	человек не	1	7
41	и потому	1	7
42	и для	2	7
43	что он	4	7
44	что это	5	6
45	он сам	1	6
46	и здесь	3	6
47	жизнь в	1	6
48	так же	7	6
49	того что	3	6
50	и там	1	6
51	жизни и	4	6
52	по преимуществу	3	5
53	то же	10	5
54	в самом	1	5
55	бы и	1	5
56	свободу и	1	5
57	и вот	3	5
58	что она	1	5
59	что все	1	5
60	в своей	5	5
61	в отношении	1	5
62	в конце	9	5
63	во всем	1	5
64	и его	8	5
65	к тому	2	5
66	и это	2	5
67	те же	1	5
68	это не	5	5
69	один из	4	5
70	в его	8	5
71	для того	3	5
72	то что	4	5
73	тот кто	1	5
74	и все	13	5
75	в духе	1	5
76	также и	4	4
77	жизни это	1	4
78	с его	4	4
79	у них	3	4
80	его на	1	4
81	думать что	1	4
82	в жизни	2	4
83	том что	3	4
84	жизнь и	4	4
85	того чтобы	3	4
86	только и	1	4
87	они и	1	4
88	что у	3	4
89	так и	11	4
90	земной жизни	2	4
91	себя в	2	4
92	уже не	2	4
93	что и	1	4
94	в свою	1	4
95	они не	2	4
96	до конца	5	4
97	в боге	1	4
98	что в	1	4
99	все что	1	4
100	смысле слова	1	3
101	же как	1	3
102	это и	5	3
103	той же	3	3
104	они были	3	3
105	и на	11	3
106	в чем	3	3
107	раскрывает нам	2	3
108	он в	1	3
109	как он	2	3
110	и она	1	3
111	в россии	1	3
112	не бывает	1	3
113	не будет	1	3
114	и с	9	3
115	его в	9	3
116	ни в	2	3
117	в них	7	3
118	он же	1	3
119	и тогда	1	3
120	не мог	2	3
121	что было	1	3
122	можно ли	1	3
123	принадлежат к	2	3
124	он хочет	1	3
125	по своей	3	3
126	людей и	1	3
127	момент в	1	3
128	в образе	4	3
129	было в	2	3
130	если бы	1	3
131	с ним	2	3
132	и должно	1	3
133	о том	2	3
134	и во	1	3
135	что они	2	3
136	в том	7	3
137	только в	2	3
138	есть в	2	3
139	тем что	4	3
140	от того	1	3
141	до сих	1	3
142	к которому	2	3
143	с которым	1	3
144	человек в	1	3
145	нет ничего	2	3
146	жизни в	2	3
147	тех которые	1	3
148	сих пор	1	3
149	и от	1	3
150	сказать что	5	3
151	есть и	4	3
152	в своих	2	3
153	нем нет	1	2
154	отношения к	1	2
155	он также	1	2
156	он считает	1	2
157	поэтому он	1	2
158	с таким	2	2
159	и за	3	2
160	но она	2	2
161	принадлежит к	1	2
162	на сторону	1	2
163	то он	2	2
164	она есть	1	2
165	как к	3	2
166	нельзя было	1	2
167	хотя и	2	2
168	в действительности	1	2
169	то в	3	2
170	и этим	2	2
171	в которой	4	2
172	бы не	2	2
173	и тот	2	2
174	этот процесс	6	2
175	и если	1	2
176	на его	2	2
177	на этом	2	2
178	еще более	1	2
179	этом он	2	2
180	в единую	1	2
181	то все	1	2
182	а за	1	2
183	в этих	2	2
184	точки зрения	4	2
185	нас не	1	2
186	место в	2	2
187	мир и	2	2
188	которые в	1	2
189	сам он	2	2
190	ему как	1	2
191	в атмосфере	6	2
192	правда в	1	2
193	чем не	1	2
194	ничего не	1	2
195	связи с	2	2
196	как будто	2	2
197	в основе	2	2
198	людей в	1	2
199	он так	1	2
200	можно было	1	2
201	еще в	1	2
202	в которые	2	2
203	быть может	2	2
204	в разных	3	2
205	и та	1	2
206	и что	1	2
207	в сущности	6	2
208	нас в	1	2
209	к нему	3	2
210	не надо	1	2
211	все время	3	2
212	подобно тому	3	2
213	но с	1	2
214	мы видим	3	2
215	тот же	3	2
216	мы увидим	2	2
217	же и	3	2
218	уже в	2	2
219	ни одного	1	2
220	друг за	1	2
221	него и	1	2
222	и других	3	2
223	противоречии с	1	2
224	не случайно	3	2
225	интерес к	1	2
226	мы еще	1	2
227	превращается в	3	2
228	и своего	1	2
229	пройти через	1	2
230	не видел	1	2
231	тому как	3	2
232	все будут	1	2
233	да и	2	2
234	из этой	1	2
235	за друга	1	2
236	в более	1	2
237	в пределе	3	2
238	но когда	1	2
239	быть и	1	2
240	к самому	1	2
241	но этот	2	2
242	это была	1	2
243	и эта	2	2
244	обращается в	1	1
245	говорят о	1	1
246	и то	2	1
247	самом деле	1	1
248	людей на	1	1
249	границ и	1	1
250	перед лицом	2	1
251	свою жену	1	1
252	из самых	1	1
253	должна быть	1	1
254	тяжелое и	1	1
255	мы не	1	1
256	таковы были	1	1
257	большую роль	2	1
258	большое место	2	1
259	не была	1	1
260	говорить о	1	1
261	образов у	2	1
262	это отношение	1	1
263	и ее	1	1
264	по замыслу	1	1
265	на мир	1	1
266	он остается	1	1
267	были самыми	1	1
268	на них	2	1
269	высшую ступень	1	1
270	а следовательно	1	1
271	не все	1	1
272	если в	2	1
273	в новом	2	1
274	универсализм и	2	1
275	нет и	1	1
276	за пределы	1	1
277	он думает	1	1
278	себя за	1	1
279	государства и	1	1
280	с этим	1	1
281	мира в	1	1
282	природы поэтому	1	1
283	с себя	1	1
284	жестоко и	1	1
285	это был	2	1
286	все остальные	3	1
287	кто не	1	1
288	и как	3	1
289	его к	2	1
290	любви но	1	1
291	истины и	1	1
292	не хочет	1	1
293	в целом	1	1
294	все эти	9	1
295	ее как	1	1
296	право на	1	1
297	раз в	2	1
298	нет уж	1	1
299	только один	1	1
300	мира но	1	1
301	с народной	1	1
302	на то	1	1
303	времен и	1	1
304	так от	1	1
305	все те	2	1
306	ведь не	1	1
307	в плане	4	1
308	и вечно	1	1
309	это один	2	1
310	но все	1	1
311	же не	2	1
312	он знал	2	1
313	они должны	1	1
314	об этом	1	1
315	входит в	1	1
316	на протяжении	1	1
317	на пиру	1	1
318	люди не	1	1
319	начала и	3	1
320	после этого	2	1
321	что совершенно	1	1
322	эту тему	1	1
323	остается в	1	1
324	и становится	1	1
325	которую он	4	1
326	других так	1	1
327	бы на	2	1
328	что такое	1	1
329	как все	1	1
330	и без	1	1
331	эта тема	1	1
332	в котором	2	1
333	с точки	2	1
334	к одному	1	1
335	всего только	1	1
336	в другое	1	1
337	своего рода	6	1
338	значение для	1	1
339	все происходит	1	1
340	их в	2	1
