N	3gram	Vinokur_St_2	FransuaR
1	в том числе	1	10
2	в том что	16	6
3	до сих пор	5	4
4	в отличие от	2	4
5	нужно сказать что	1	4
6	с точки зрения	2	3
7	в этом отношении	9	3
8	века и в	2	3
9	и др в	1	2
10	дело в том	4	2
11	на самом деле	1	2
12	на этот вопрос	1	2
13	в это время	2	2
14	второй половине xviii	1	2
15	в свое время	1	2
16	половине xviii века	1	2
17	и в том	1	2
18	в значительной степени	2	2
19	так и в	2	2
20	как бы ни	1	2
21	но все же	2	2
22	во второй половине	1	2
23	а между тем	1	1
24	но как раз	1	1
25	и в которой	1	1
26	говорит об этом	2	1
27	и в полном	2	1
28	в чем же	1	1
29	том числе конечно	1	1
30	и пр но	1	1
31	по отношению к	1	1
32	в самом деле	2	1
33	в настоящее время	1	1
34	том что он	5	1
35	еще и до	1	1
36	всяком случае не	2	1
37	и в области	1	1
38	должно было быть	1	1
39	идет не о	1	1
40	вышедшая в году	1	1
41	сами по себе	2	1
42	почти ничего не	1	1
43	почти потому что	1	1
44	но все это	2	1
45	одним из лучших	1	1
46	не укладывается в	1	1
47	в наши дни	1	1
48	и вообще не	1	1
49	числе конечно и	1	1
50	речь идет не	1	1
51	и в наши	1	1
52	как раз в	2	1
53	а как бы	1	1
54	том что слово	1	1
55	xix века в	1	1
56	в известном смысле	1	1
57	между тем в	1	1
58	в связи с	1	1
59	так и на	1	1
60	во всяком случае	3	1
61	с другой стороны	3	1
62	произведения но и	1	1
63	то же время	1	1
64	и пр в	1	1
65	имея в виду	1	1
66	ни для кого	1	1
67	в одном из	3	1
68	для того чтобы	5	1
69	в то же	1	1
70	в отношении к	1	1
71	не представляется возможным	2	1
72	в какой-то мере	1	1
73	к тому же	2	1
