N	2gram	Bakhtin_sl_2	Dialekti
1	и не	22	27
2	а не	14	26
3	точки зрения	8	25
4	и т	35	24
5	и в	39	24
6	не только	24	23
7	т д	2	23
8	что такое	1	21
9	по себе	5	20
10	не может	20	19
11	не просто	1	18
12	ничего не	1	17
13	и есть	1	16
14	и что	1	15
15	с точки	3	14
16	то что	2	14
17	в таком	4	14
18	таким образом	8	13
19	что он	2	13
20	вовсе не	10	13
21	может быть	37	13
22	и даже	7	13
23	того что	1	12
24	не менее	4	11
25	в сущности	6	10
26	отнюдь не	1	10
27	тем не	1	10
28	только не	1	10
29	есть не	1	9
30	что она	1	9
31	ни в	4	9
32	но и	21	9
33	в этом	16	8
34	и как	3	8
35	отличается от	2	8
36	в виде	2	8
37	прежде всего	8	8
38	том что	5	8
39	если же	1	8
40	это и	2	7
41	в самом	1	7
42	что мир	1	7
43	как и	6	7
44	никогда не	7	7
45	как раз	1	7
46	что оно	4	7
47	в виду	1	7
48	другими словами	1	7
49	только на	1	7
50	даже и	4	7
51	в особенности	3	7
52	и нет	2	7
53	что в	3	7
54	должна быть	3	6
55	то же	4	6
56	об этом	1	6
57	и с	9	6
58	возможно только	1	6
59	вещей и	1	6
60	есть именно	1	6
61	превращается в	1	6
62	оно не	8	6
63	утверждать что	1	6
64	что и	3	6
65	и только	1	6
66	о том	2	6
67	так как	4	6
68	даже не	1	6
69	не на	1	6
70	и все	5	6
71	все это	16	6
72	кроме того	2	6
73	что его	1	5
74	точка зрения	2	5
75	хотя и	2	5
76	и к	6	5
77	сущности и	1	5
78	он не	2	5
79	одно и	1	5
80	так и	15	5
81	в них	6	5
82	мы не	2	5
83	в том	5	5
84	в то	4	5
85	тогда когда	2	5
86	и притом	1	5
87	и его	33	5
88	только в	5	5
89	уже не	5	5
90	одно из	1	5
91	что не	1	5
92	как это	3	5
93	но это	3	5
94	или нет	1	5
95	только как	1	5
96	жизни и	6	5
97	явления и	1	4
98	говорить о	3	4
99	первый план	1	4
100	в чем	3	4
101	сама по	3	4
102	в истории	11	4
103	конечно не	5	4
104	он просто	1	4
105	это не	5	4
106	на первый	1	4
107	если нет	1	4
108	как о	2	4
109	не могут	5	4
110	и это	1	4
111	чтобы быть	1	4
112	нет никакой	1	4
113	о нем	2	4
114	с другой	5	4
115	для него	7	4
116	если оно	2	4
117	или иной	5	4
118	говорит о	1	4
119	сознания и	1	4
120	хотя бы	3	4
121	сказать что	3	4
122	себя как	1	3
123	из самых	1	3
124	мы уже	2	3
125	той же	3	3
126	зависимости от	4	3
127	и на	4	3
128	как таковая	1	3
129	при условии	1	3
130	за пределы	2	3
131	в одной	1	3
132	с этим	2	3
133	в своем	6	3
134	все же	6	3
135	перед нами	3	3
136	как таковое	1	3
137	все эти	6	3
138	но его	1	3
139	на то	1	3
140	в нем	19	3
141	не значит	1	3
142	сознание и	3	3
143	того или	1	3
144	выйти за	1	3
145	должно быть	1	3
146	и без	1	3
147	не в	9	3
148	особого рода	1	3
149	она не	6	3
150	одна из	4	3
151	в основе	4	3
152	но она	2	3
153	же время	4	3
154	во всем	4	3
155	и о	1	3
156	и этим	1	3
157	как таковую	1	3
158	это было	1	3
159	к нему	3	3
160	все время	1	3
161	быть и	3	3
162	и ее	1	3
163	вопрос об	1	3
164	с одной	5	3
165	мир в	1	3
166	сами по	1	3
167	друг друга	1	3
168	случае не	1	3
169	тем что	1	3
170	для того	2	3
171	именно как	2	3
172	не было	2	3
173	его как	2	3
174	одной стороны	5	3
175	как бы	7	3
176	только одна	1	3
177	и от	3	3
178	мира и	5	3
179	и ни	2	3
180	ни к	2	3
181	не знает	2	3
182	при его	2	3
183	только о	2	3
184	также не	1	3
185	все что	2	3
186	в слове	6	3
187	также и	2	2
188	например в	5	2
189	в частности	1	2
190	как миф	1	2
191	в чисто	3	2
192	в зависимости	4	2
193	его не	4	2
194	в единой	1	2
195	в ней	3	2
196	и говорить	1	2
197	еще не	7	2
198	на них	2	2
199	всего этого	1	2
200	с его	7	2
201	но не	6	2
202	его на	1	2
203	своей и	1	2
204	сознания в	1	2
205	целый ряд	1	2
206	но в	6	2
207	в условиях	1	2
208	бы только	2	2
209	в себе	2	2
210	но на	1	2
211	вообще не	1	2
212	при этом	7	2
213	и по	1	2
214	на этом	3	2
215	людей и	2	2
216	говорить не	1	2
217	чаще всего	1	2
218	все равно	1	2
219	на основании	1	2
220	этого не	1	2
221	и уже	1	2
222	несмотря на	1	2
223	но почему	1	2
224	сознания но	1	2
225	всяком случае	2	2
226	в их	2	2
227	от его	1	2
228	бы быть	1	2
229	с которой	1	2
230	можно понимать	1	2
231	не меньше	2	2
232	на котором	2	2
233	иметь в	1	2
234	следовательно и	1	2
235	только и	2	2
236	очень мало	1	2
237	как не	1	2
238	же он	1	2
239	его внутренней	1	2
240	могут быть	7	2
241	той или	5	2
242	как мы	7	2
243	так в	2	2
244	как с	2	2
245	для этого	4	2
246	и здесь	2	2
247	никак не	1	2
248	можно утверждать	1	2
249	нас в	1	2
250	смысле не	1	2
251	в его	7	2
252	и следовательно	1	2
253	и она	1	2
254	как например	2	2
255	их не	1	2
256	и тем	1	2
257	со всеми	2	2
258	себя в	8	2
259	же и	2	2
260	не можем	1	2
261	своим собственным	1	2
262	же в	1	2
263	и чисто	2	2
264	они могли	1	2
265	не о	1	2
266	у него	3	2
267	как особое	1	2
268	или иначе	1	2
269	говорить и	1	2
270	именно в	2	2
271	а именно	2	2
272	следовательно не	1	2
273	души и	1	2
274	себя и	4	2
275	быть только	1	2
276	зависит от	1	2
277	однако не	1	2
278	но как	2	2
279	здесь именно	1	2
280	меньше чем	2	2
281	и потому	7	2
282	мы говорим	1	2
283	нет ни	1	2
284	в данном	2	2
285	в который	1	2
286	в смысле	4	2
287	тех или	1	2
288	и для	5	2
289	или в	2	2
290	себя самого	1	2
291	для нас	5	2
292	из себя	3	2
293	а в	4	2
294	может и	2	2
295	слово в	11	2
296	другой стороны	1	2
297	обычно не	1	2
298	о себе	1	2
299	или иного	1	2
300	в своих	1	2
301	они не	2	2
302	во всяком	3	2
303	новое время	2	1
304	от этой	1	1
305	ту же	3	1
306	этого в	1	1
307	речь идет	1	1
308	в применении	1	1
309	отношения к	4	1
310	в сфере	2	1
311	этом отношении	3	1
312	он может	1	1
313	действовать и	1	1
314	не уходит	1	1
315	как такового	1	1
316	идет о	1	1
317	по преимуществу	1	1
318	мировоззрения и	1	1
319	можно лишь	1	1
320	ведь и	2	1
321	всем ее	1	1
322	может идти	1	1
323	и этот	1	1
324	и за	1	1
325	а как	1	1
326	и само	2	1
327	предмета в	1	1
328	распространенный в	1	1
329	что уже	1	1
330	прислушаться к	1	1
331	мир с	1	1
332	эпохи в	1	1
333	которые при	2	1
334	и становление	1	1
335	слова о	2	1
336	свой предмет	1	1
337	конечно и	2	1
338	до полного	1	1
339	и этого	1	1
340	конечно это	1	1
341	во всех	12	1
342	то мы	1	1
343	а следовательно	1	1
344	не мешало	1	1
345	для жизни	1	1
346	нельзя говорить	1	1
347	о слове	7	1
348	при их	1	1
349	с какой	1	1
350	чем же	1	1
351	если она	3	1
352	независимо от	2	1
353	этом его	1	1
354	стороны и	3	1
355	как к	3	1
356	себе ни	1	1
357	что как	1	1
358	очень трудно	1	1
359	и слова	5	1
360	и наконец	5	1
361	более или	2	1
362	основной объект	1	1
363	не приходится	3	1
364	та же	1	1
365	пусть это	1	1
366	эпохи и	2	1
367	говорят о	1	1
368	от необходимости	1	1
369	если он	1	1
370	корнями в	2	1
371	дальше и	1	1
372	по самому	1	1
373	он ни	1	1
374	а просто	2	1
375	мы можем	1	1
376	в xvii	2	1
377	всех этих	4	1
378	как часто	1	1
379	в корне	1	1
380	языком и	7	1
381	как от	1	1
382	из него	2	1
383	его от	3	1
384	ней не	1	1
385	или иных	1	1
386	факт что	2	1
387	и может	1	1
388	в мире	1	1
389	сознание не	1	1
390	свободного и	1	1
391	его в	4	1
392	знает что	1	1
393	в него	7	1
394	но самый	1	1
395	на почве	4	1
396	его идеалов	1	1
397	далеко не	2	1
398	восприятие и	1	1
399	на социальное	1	1
400	не всегда	2	1
401	всегда и	1	1
402	такой же	1	1
403	нисколько не	1	1
404	и клеветы	1	1
405	и становится	1	1
406	или менее	2	1
407	менее чем	1	1
408	его нельзя	1	1
409	как предмету	1	1
410	в отношении	4	1
411	в такой	1	1
412	она в	1	1
413	место в	1	1
414	это именно	1	1
415	по своей	1	1
416	своему существу	1	1
417	от поэтического	1	1
418	точку зрения	3	1
419	но он	2	1
420	и более	2	1
421	уже сказали	1	1
422	же две	1	1
423	идти не	1	1
424	для нее	1	1
425	даже в	2	1
426	в историческом	2	1
427	и время	1	1
428	человека но	1	1
429	дело не	1	1
430	того как	2	1
431	на него	2	1
432	и имеет	1	1
433	в нас	1	1
434	возможно и	2	1
435	образом речь	1	1
436	мифа над	1	1
437	связи с	3	1
438	ибо все	1	1
439	эта категория	3	1
440	глубину и	1	1
441	эти три	1	1
442	и при	2	1
443	входят в	2	1
444	не столь	1	1
445	говорят или	1	1
446	от их	1	1
447	и проч	2	1
448	все то	1	1
449	и времени	1	1
450	говорят в	1	1
451	но все	5	1
452	как только	1	1
453	как для	3	1
454	социальные и	1	1
455	она вообще	1	1
456	этого второго	1	1
457	существенной и	2	1
458	всегда в	1	1
459	должен быть	2	1
460	с ее	2	1
461	на нем	2	1
462	без всякого	2	1
463	точками зрения	1	1
464	и говорит	1	1
465	в себя	2	1
466	и сам	1	1
467	не с	3	1
468	и которые	1	1
469	мог бы	1	1
470	на которую	1	1
471	логикой и	2	1
472	личности на	1	1
473	даны в	1	1
474	с ним	7	1
475	но может	1	1
476	невозможно в	1	1
477	мы всегда	1	1
478	то есть	26	1
479	и личность	1	1
480	себя не	1	1
481	миф в	1	1
482	или на	2	1
483	можно сказать	1	1
484	мы понимаем	1	1
485	науке и	1	1
486	тем или	1	1
487	реальными вещами	1	1
488	вообще и	1	1
489	бы и	3	1
490	наконец в	4	1
491	борьба в	1	1
492	представления о	1	1
493	оно требует	2	1
494	знания и	1	1
495	интерпретация и	1	1
496	к ней	2	1
497	в лучшем	1	1
498	и мир	4	1
499	не зная	1	1
500	возможно лишь	1	1
501	всякого рода	1	1
502	здесь не	4	1
503	менее в	1	1
504	одной из	1	1
505	в свой	2	1
506	и две	1	1
507	то он	1	1
508	в обществе	1	1
509	может сказать	1	1
510	никак нельзя	1	1
511	на мир	2	1
512	нем нет	1	1
513	в качестве	1	1
514	положение чтобы	2	1
515	документов и	1	1
516	в сторону	1	1
517	и умирают	1	1
518	всем его	2	1
519	от живой	1	1
520	из слова	1	1
521	а это	1	1
522	и обратно	1	1
523	единая и	1	1
524	представить себе	1	1
525	мы находим	1	1
526	в одном	2	1
527	заключается именно	1	1
528	к ним	1	1
529	в систему	1	1
530	и никогда	1	1
531	характерны для	1	1
532	в других	1	1
533	силы для	1	1
534	нему и	1	1
535	науки в	1	1
536	самого же	2	1
537	момент в	1	1
538	движении но	1	1
539	точек зрения	3	1
540	и свои	2	1
541	до сих	2	1
542	от этих	1	1
543	с той	1	1
544	систем и	1	1
545	значений и	1	1
546	нами не	1	1
547	мы еще	1	1
548	его интерпретация	1	1
549	в некоторых	3	1
550	противопоставления себя	1	1
551	но лишь	2	1
552	поскольку она	1	1
553	а наоборот	1	1
554	стать на	1	1
555	стремится к	3	1
556	самое слово	1	1
557	одно а	1	1
558	когда она	1	1
559	или с	1	1
560	сфере религиозного	1	1
561	мира в	1	1
562	ближе к	1	1
563	и служит	1	1
564	в связи	2	1
565	но оно	2	1
566	слово слово	2	1
567	вместе с	2	1
568	от характера	2	1
569	из форм	1	1
570	тот факт	2	1
571	оно только	1	1
572	между самим	1	1
573	самый этот	2	1
574	влияния на	1	1
575	чем в	2	1
576	этого утверждения	1	1
577	применении к	1	1
578	человека правда	2	1
579	рассуждения и	1	1
580	себя то	2	1
581	и всей	1	1
582	да и	1	1
583	свои а	1	1
584	для понимания	1	1
585	и философии	1	1
586	с очень	1	1
587	слова и	8	1
588	сих пор	2	1
589	лучшем случае	1	1
590	и таким	1	1
591	силу и	1	1
592	и собственно	1	1
593	здесь в	3	1
594	частей и	1	1
595	и часто	3	1
596	не знаем	2	1
597	указать на	1	1
598	живет и	1	1
599	бы говорить	1	1
600	в точном	2	1
601	существенный признак	1	1
602	в результате	2	1
603	в силах	1	1
604	человек и	14	1
605	напряженном и	1	1
606	от него	5	1
607	это может	1	1
608	из своего	1	1
609	в этих	7	1
610	мифа как	1	1
611	но зато	1	1
612	с таким	2	1
