N	2gram	Voloshinov_1	Marksizm
1	точки зрения	14	34
2	может быть	14	26
3	и не	10	26
4	не может	16	24
5	с точки	2	20
6	и в	12	19
7	и его	13	19
8	таким образом	12	17
9	в этом	4	16
10	как бы	13	15
11	в процессе	6	14
12	языка в	1	14
13	как мы	1	13
14	прежде всего	8	13
15	как и	5	12
16	социального общения	4	12
17	и пр	3	12
18	если мы	1	11
19	так и	4	11
20	связи с	1	11
21	и для	3	11
22	самом деле	3	10
23	в нем	6	10
24	в слове	1	10
25	ни было	4	10
26	и т.п	1	10
27	в самом	4	10
28	внутренней речи	3	9
29	идеологического творчества	2	9
30	только в	6	9
31	для него	3	9
32	в результате	1	9
33	на материале	2	8
34	бы то	3	8
35	все же	4	8
36	не только	4	8
37	при этом	6	8
38	то ни	3	8
39	друг друга	1	8
40	до сих	3	8
41	но и	3	8
42	сих пор	3	8
43	то что	5	8
44	во всех	1	7
45	в ее	1	7
46	точка зрения	3	7
47	но в	5	7
48	все эти	3	7
49	и те	2	7
50	то же	5	7
51	слова как	1	7
52	науки об	1	7
53	субъективного сознания	1	7
54	а не	5	7
55	так же	3	7
56	отнюдь не	5	6
57	кроме того	2	6
58	мы не	3	6
59	и того	1	6
60	в науке	1	6
61	ничего не	2	6
62	в пределах	3	6
63	и здесь	2	6
64	настоящее время	2	6
65	в его	2	6
66	в том	6	6
67	с помощью	6	6
68	в основном	2	6
69	в смысле	1	6
70	в настоящее	2	6
71	другой стороны	2	6
72	материале слова	2	5
73	конечно не	3	5
74	по преимуществу	1	5
75	входит в	1	5
76	может стать	2	5
77	рядом с	1	5
78	идеологического общения	1	5
79	не в	4	5
80	того чтобы	1	5
81	общения и	2	5
82	ничего общего	1	5
83	те же	2	5
84	и все	2	5
85	опираться на	1	5
86	ясно что	3	5
87	социальной ситуации	1	5
88	вовсе не	1	5
89	с другой	4	5
90	за пределы	4	5
91	именно в	1	5
92	процессе социального	1	5
93	до конца	2	5
94	и потому	2	5
95	хотя бы	5	5
96	к этому	2	5
97	во всяком	1	5
98	что слово	2	4
99	и на	4	4
100	как в	5	4
101	так называемая	1	4
102	выражение в	2	4
103	и тот	1	4
104	идеологическое явление	1	4
105	к одному	1	4
106	об идеологии	1	4
107	здесь мы	1	4
108	было бы	1	4
109	языкового творчества	1	4
110	не менее	3	4
111	по себе	3	4
112	в отношении	2	4
113	самого начала	1	4
114	не является	1	4
115	сознания говорящего	1	4
116	в ней	6	4
117	с самого	1	4
118	в рамки	1	4
119	еще не	3	4
120	только на	3	4
121	от того	4	4
122	далеко не	1	4
123	как же	2	4
124	в данном	2	4
125	в условиях	2	4
126	тот же	1	4
127	отношении к	3	4
128	жизни в	1	4
129	между ними	2	4
130	и эта	1	4
131	сказать что	7	4
132	что в	2	4
133	формы и	3	3
134	на самом	4	3
135	не имеют	1	3
136	высшей степени	1	3
137	мы теряем	1	3
138	общения в	1	3
139	в большинстве	1	3
140	оно ни	1	3
141	по отношению	11	3
142	один и	1	3
143	в истории	1	3
144	общего с	2	3
145	и к	4	3
146	в корне	2	3
147	действительности к	1	3
148	но все	2	3
149	этих форм	1	3
150	его в	4	3
151	он не	2	3
152	в высшей	1	3
153	том что	5	3
154	места в	1	3
155	эта последняя	2	3
156	в своей	3	3
157	и ее	3	3
158	в котором	3	3
159	более того	2	3
160	место в	2	3
161	является в	1	3
162	речи в	2	3
163	в то	2	3
164	для всего	1	3
165	же время	1	3
166	данной социальной	1	3
167	науке о	1	3
168	этом отношении	1	3
169	в области	1	3
170	не могут	1	3
171	на границе	3	3
172	же самое	2	3
173	должны быть	1	3
174	не есть	2	3
175	и это	1	3
176	вне этого	1	3
177	не существует	1	3
178	сводится к	1	3
179	нашей работы	1	3
180	индивидуальной психики	1	3
181	в материале	2	3
182	можно сказать	5	3
183	с другими	2	3
184	каких бы	1	3
185	и следовательно	5	3
186	того что	3	3
187	быть и	3	3
188	нуждается в	3	3
189	в какой	2	3
190	между тем	3	3
191	момент в	1	3
192	в каком	3	3
193	социальной жизни	2	3
194	не было	1	3
195	все это	3	3
196	социальная ситуация	1	3
197	нашу задачу	1	3
198	слова и	6	3
199	нет ничего	2	3
200	слово в	3	3
201	мы должны	1	3
202	всех других	1	3
203	это и	1	3
204	вполне понятно	1	3
205	ту же	1	2
206	же как	1	2
207	не остается	2	2
208	мы уже	1	2
209	со всех	2	2
210	совпадает с	2	2
211	зависимости от	4	2
212	и он	1	2
213	всех сторон	1	2
214	свою очередь	1	2
215	но при	1	2
216	быть понято	1	2
217	не найдем	1	2
218	в чем	2	2
219	то мы	1	2
220	как если	4	2
221	и всего	1	2
222	два основных	1	2
223	для других	2	2
224	себе и	1	2
225	сама по	1	2
226	в одной	1	2
227	как к	3	2
228	в своем	2	2
229	все остальные	1	2
230	понять и	1	2
231	может получить	1	2
232	его к	2	2
233	то в	1	2
234	формы в	1	2
235	в нашем	11	2
236	в себе	3	2
237	тем не	3	2
238	являются лишь	1	2
239	должна быть	5	2
240	не как	1	2
241	из него	2	2
242	можно было	1	2
243	от нее	1	2
244	что все	1	2
245	выражение и	2	2
246	в другом	1	2
247	конечно в	2	2
248	и с	3	2
249	оно становится	1	2
250	и иных	1	2
251	этом смысле	1	2
252	ни в	3	2
253	для них	1	2
254	ни одной	1	2
255	разобранные нами	1	2
256	от него	1	2
257	с условиями	1	2
258	должно быть	1	2
259	имеет место	2	2
260	это делает	1	2
261	является продуктом	3	2
262	точку зрения	2	2
263	и более	3	2
264	и относительно	1	2
265	зрения и	1	2
266	в русской	1	2
267	в основе	1	2
268	и является	4	2
269	социального взаимодействия	3	2
270	у нас	1	2
271	могут быть	2	2
272	к тому	1	2
273	его значение	1	2
274	индивидуальная психика	1	2
275	она не	2	2
276	с ее	1	2
277	в виду	5	2
278	и та	2	2
279	зрения не	1	2
280	дано в	1	2
281	никогда не	5	2
282	по аналогии	1	2
283	между собой	2	2
284	если бы	9	2
285	и вообще	3	2
286	по мере	1	2
287	ситуации и	1	2
288	о том	3	2
289	за пределами	1	2
290	все в	1	2
291	и во	1	2
292	что и	2	2
293	и только	1	2
294	в литературе	4	2
295	в двух	1	2
296	словом и	2	2
297	данного коллектива	2	2
298	в качестве	1	2
299	какой степени	2	2
300	где они	1	2
301	и др	5	2
302	менее всего	1	2
303	и их	1	2
304	всяком случае	1	2
305	допустим что	2	2
306	так как	9	2
307	мы можем	2	2
308	речь и	1	2
309	свое выражение	4	2
310	самом же	1	2
311	степень их	1	2
312	и прежде	1	2
313	что не	4	2
314	зависит от	2	2
315	при более	1	2
316	и высказывание	1	2
317	там где	2	2
318	для историка	1	2
319	и вне	1	2
320	в частности	1	2
321	от высказывания	1	2
322	независимо от	2	2
323	самое справедливо	2	2
324	справедливо и	3	2
325	и слушающего	1	2
326	или хотя	1	2
327	с этой	2	2
328	но для	3	2
329	данной группы	1	2
330	слова но	2	2
331	в эти	1	2
332	нам придется	1	2
333	к внешнему	1	2
334	всякая живая	1	2
335	же деле	1	2
336	от каких	1	2
337	в свою	1	2
338	но если	1	2
339	не знает	1	2
340	к его	2	2
341	отношению к	11	2
342	из этого	3	2
343	жизни и	4	2
344	в таком	1	2
345	это художественное	1	1
346	с действительным	1	1
347	а между	1	1
348	от этой	2	1
349	своей тенденции	1	1
350	вырастает из	1	1
351	является задачей	1	1
352	например в	1	1
353	и то	2	1
354	и без	1	1
355	ее до	1	1
356	он находится	1	1
357	тем же	1	1
358	несколько подробнее	2	1
359	не хочет	1	1
360	отношения между	1	1
361	исходит из	1	1
362	случае оно	1	1
363	этом направлении	1	1
364	поймет их	1	1
365	не приблизимся	1	1
366	самым основам	1	1
367	является уже	1	1
368	высказывания в	1	1
369	грамматические формы	1	1
