N	3gram	Bakhtin_Pr_1	Stilisti
1	в то же	9	9
2	в зависимости от	5	7
3	то же время	9	7
4	для того чтобы	1	7
5	с точки зрения	13	5
6	того или иного	1	5
7	то же самое	1	4
8	в свою очередь	1	4
9	с самого начала	1	4
10	на самом деле	4	3
11	в этом случае	1	3
12	в той же	2	3
13	не только в	2	3
14	в конце концов	5	3
15	но все же	2	3
16	как мы уже	1	3
17	как мы видели	1	3
18	в каждом слове	1	2
19	и в то	2	2
20	не было бы	1	2
21	в этом отношении	3	2
22	может показаться что	1	2
23	может быть понято	1	2
24	но в то	5	2
25	на первый взгляд	1	2
26	зависимости от того	1	2
27	и на его	1	2
28	как бы в	2	2
29	не может быть	4	2
30	о том что	1	2
31	можно сказать что	1	2
32	к тому что	1	2
33	тех или иных	1	2
34	все то что	3	2
35	то все же	1	1
36	в другом месте	1	1
37	вполне понятно что	1	1
38	по себе не	1	1
39	сознания при этом	1	1
40	находит свое внешнее	1	1
41	которые ближе всего	1	1
42	по отношению к	8	1
43	более или менее	1	1
44	так как и	1	1
45	так как в	1	1
46	мы должны были	1	1
47	в самом деле	2	1
48	же время и	1	1
49	мы должны перейти	1	1
50	в нем и	1	1
51	как раз и	3	1
52	необходимо заметить что	1	1
53	точку зрения на	2	1
54	тот же самый	1	1
55	противоречащих друг другу	1	1
56	до сих пор	2	1
57	что для них	1	1
58	на минуту не	1	1
59	от того в	1	1
60	вокруг одного центра	1	1
61	независимо от того	1	1
62	в себе и	1	1
63	несмотря на свою	1	1
64	можно было бы	2	1
65	на этот вопрос	1	1
66	по крайней мере	1	1
67	хотя бы и	2	1
68	точкой зрения на	1	1
69	в большинстве случаев	2	1
70	мы увидим дальше	1	1
71	и противоречащих друг	1	1
72	выражать одну и	1	1
73	а в этом	1	1
74	тем что он	1	1
75	это прежде всего	1	1
76	не вошел в	1	1
77	и не могут	1	1
78	и в этом	5	1
79	социальной группы к	1	1
80	по сравнению с	1	1
81	из которых слагается	1	1
82	ни на минуту	1	1
83	виду прежде всего	1	1
84	чтобы убедиться в	1	1
85	один из этих	1	1
86	свое внешнее выражение	1	1
87	и в романе	2	1
88	но не только	1	1
89	но уже не	1	1
90	по ту сторону	2	1
91	наконец и это	1	1
92	совершенно особый тип	1	1
93	в виду прежде	1	1
94	таким образом в	1	1
95	их в целом	1	1
96	не только его	1	1
97	различные точки зрения	1	1
98	на другого человека	1	1
99	само по себе	3	1
100	и никогда не	1	1
101	не только не	1	1
102	и не может	2	1
103	установка в свою	1	1
104	мы имеем в	1	1
105	с другой стороны	3	1
106	перейти к более	1	1
107	но все эти	1	1
108	уже не только	1	1
109	лишь там где	2	1
110	та или иная	1	1
111	в том что	6	1
112	именно потому что	2	1
113	перед нами не	1	1
114	и здесь остается	1	1
115	одной из тех	1	1
