N	2gram	Bakhtin_Fr_1	Literetu
1	не только	10	24
2	при этом	6	19
3	но и	10	17
4	в том	16	16
5	а не	1	16
6	в частности	5	15
7	том что	6	14
8	в году	6	13
9	может быть	6	13
10	сознания в	1	12
11	и не	22	12
12	в этом	15	12
13	в своем	8	11
14	своего рода	1	11
15	прежде всего	11	11
16	то что	3	10
17	в целом	2	8
18	не в	4	8
19	и в	65	8
20	только в	7	8
21	как это	1	8
22	как бы	22	7
23	в себе	3	7
24	не менее	1	7
25	в его	9	7
26	уже не	3	7
27	то есть	45	6
28	как и	5	6
29	точки зрения	7	6
30	и сам	1	6
31	того что	2	6
32	связи с	4	6
33	в жизни	4	6
34	xix века	5	6
35	одним из	2	5
36	то же	1	5
37	отличие от	5	5
38	как в	5	5
39	не столько	1	5
40	в отличие	4	5
41	в то	1	5
42	искусства и	6	5
43	же время	1	5
44	же в	2	5
45	что он	3	5
46	уже в	1	5
47	не может	3	5
48	с его	5	5
49	тем самым	1	5
50	в своей	5	4
51	еще не	6	4
52	но не	2	4
53	в этой	4	4
54	все же	6	4
55	по преимуществу	1	4
56	перестает быть	3	4
57	с собой	1	4
58	лишь в	1	4
59	с миром	3	4
60	и его	10	4
61	никогда не	6	4
62	так и	10	4
63	еще в	1	4
64	в формах	1	4
65	из них	4	4
66	мир в	3	4
67	в конце	1	4
68	друг друга	3	4
69	как раз	3	4
70	и т.п	17	4
71	в связи	1	4
72	со стороны	1	4
73	это не	3	4
74	культуры в	4	4
75	в своих	5	4
76	например в	2	3
77	тех же	1	3
78	века в	5	3
79	по отношению	1	3
80	в самом	4	3
81	с их	5	3
82	его в	7	3
83	далеко не	3	3
84	он и	3	3
85	несмотря на	2	3
86	в их	4	3
87	но в	14	3
88	на рубеже	1	3
89	дело в	2	3
90	одна из	1	3
91	в основе	8	3
92	в области	7	3
93	к себе	2	3
94	ли не	1	3
95	в виду	3	3
96	в пределах	1	3
97	приводит к	2	3
98	сводится к	1	3
99	по своей	3	3
100	один из	1	3
101	и прежде	3	3
102	потому что	5	3
103	одно из	6	3
104	при всей	2	3
105	у него	1	3
106	и даже	8	3
107	с другой	3	3
108	еще и	5	3
109	и др	24	3
110	не было	1	3
111	мира в	3	3
112	да и	2	3
113	литературе в	1	3
114	при всем	1	3
115	жизни и	7	3
116	что в	3	3
117	же и	1	3
118	во всяком	1	3
119	человека и	1	2
120	не остается	1	2
121	самом деле	3	2
122	от всякой	1	2
123	для своего	2	2
124	и само	2	2
