N	2gram	Bakhtin_Pr_1	VelikijI
1	великого инквизитора	2	36
2	и не	34	20
3	и в	23	16
4	так как	7	9
5	то что	18	9
6	еще не	5	8
7	в истории	2	8
8	что они	1	7
9	а не	20	7
10	и потому	3	7
11	не есть	1	6
12	на себя	3	5
13	но и	11	5
14	того что	2	5
15	хотя и	1	5
16	в мире	7	5
17	все это	7	5
18	как бы	28	5
19	и есть	5	4
20	говорить о	2	4
21	во мне	1	4
22	в его	24	4
23	в этом	25	4
24	что он	10	4
25	потому что	12	4
26	в нем	20	4
27	так и	10	4
28	что все	3	4
29	вавилонской башни	1	4
30	что не	1	4
31	как и	8	4
32	что мы	1	4
33	в котором	2	4
34	в ней	1	4
35	и все	3	4
36	о смысле	1	4
37	все что	3	4
38	от этого	1	3
39	этого мира	4	3
40	и что	1	3
41	должна быть	2	3
42	хотя бы	2	3
43	то это	1	3
44	как не	4	3
45	лишь в	3	3
46	в чем	1	3
47	с его	6	3
48	во всех	5	3
49	что и	5	3
50	в том	11	3
51	тот же	2	3
52	но в	4	3
53	бы и	4	3
54	по этому	2	3
55	все эти	8	3
56	за ним	2	3
57	в конце	5	3
58	их в	2	3
59	тех которые	1	3
60	в своей	11	3
61	в жизни	6	3
62	ни в	3	3
63	в них	3	3
64	не было	3	3
65	должно быть	1	3
66	в этих	2	3
67	в первый	1	3
68	что я	1	3
69	и против	1	3
70	не в	6	3
71	любовь к	1	3
72	тому что	2	3
73	этих трех	1	3
74	но это	5	3
75	никогда не	5	3
76	личности и	1	3
77	превращается в	1	3
78	и для	3	3
79	к тому	1	3
80	жизни и	6	3
81	что в	8	3
82	людей в	1	3
83	оно не	2	3
84	и это	5	2
85	того чтобы	4	2
86	и то	1	2
87	и сам	2	2
88	можно было	3	2
89	и за	1	2
90	его не	1	2
91	мы не	2	2
92	и новые	1	2
93	с ним	6	2
94	и над	1	2
95	под этим	2	2
96	дороги и	1	2
97	ее и	1	2
98	и во	2	2
99	между тем	5	2
100	ивана карамазова	5	2
101	нет и	1	2
102	вслед за	1	2
103	которые не	1	2
104	его к	4	2
105	только в	8	2
106	в себя	3	2
107	путь которым	1	2
108	конечно не	1	2
109	уже не	8	2
110	не только	13	2
111	на этих	1	2
112	вера в	1	2
113	его и	1	2
114	не так	1	2
115	для него	15	2
116	не к	1	2
117	не могли	2	2
118	и никогда	1	2
119	вот почему	1	2
120	тем что	3	2
121	не будет	1	2
122	ценности и	1	2
123	это не	10	2
124	а с	1	2
125	и люди	1	2
126	прежде всего	7	2
127	для них	1	2
128	свободе и	1	2
129	все равно	2	2
130	один из	2	2
131	для их	1	2
132	и тогда	1	2
133	мира в	6	2
134	и последнее	1	2
135	этому пути	1	2
136	не могут	6	2
137	является в	1	2
138	мир и	6	2
139	что было	3	2
140	да и	2	2
141	одна из	2	2
142	том что	9	2
143	у байрона	1	2
144	для нас	3	2
145	в форме	6	2
146	они и	1	2
147	ее в	1	2
148	людей и	1	2
149	инквизитора и	1	2
150	не создает	1	2
151	а в	7	2
152	но не	8	2
153	в духе	3	2
154	могут быть	1	2
155	чтобы сделать	1	2
156	всего в	1	2
157	во всяком	4	2
158	в вечность	2	1
159	от этой	1	1
160	если б	1	1
161	любви а	1	1
162	эта новая	1	1
163	как мы	5	1
164	за бога	1	1
165	для себя	2	1
166	в ее	1	1
167	ни стало	1	1
168	упорно и	1	1
169	и говорит	1	1
170	и до	1	1
171	роль в	2	1
172	и самое	2	1
173	значение в	1	1
174	то же	10	1
175	и могут	1	1
176	их и	1	1
177	это он	1	1
178	и которые	1	1
179	из всего	2	1
180	в результате	4	1
181	и тут	1	1
182	это только	1	1
183	по сравнению	1	1
184	вопрос о	4	1
185	самой жизни	1	1
186	не была	1	1
187	который был	1	1
188	только это	1	1
189	находится в	1	1
190	я не	3	1
191	же что	2	1
192	зависимости от	3	1
193	в их	3	1
194	и на	10	1
195	для окончательного	1	1
196	в последних	1	1
197	бы то	3	1
198	оно ни	1	1
199	все в	6	1
200	что оно	1	1
201	к нему	3	1
202	но как	3	1
203	от них	1	1
204	сознания не	3	1
205	менее всего	4	1
206	в новом	1	1
207	а потому	2	1
208	тогда как	1	1
209	себе и	3	1
210	бы в	3	1
211	хотел бы	2	1
212	крайней мере	2	1
213	и можно	1	1
214	и чем	1	1
215	что бы	1	1
216	насилие и	1	1
217	во что	2	1
218	и ложь	1	1
219	его на	2	1
220	как в	6	1
221	и полное	1	1
222	в своем	8	1
223	известном смысле	1	1
224	свобода его	1	1
225	все же	5	1
226	но с	1	1
227	еще больше	1	1
228	могли бы	3	1
229	своей сущности	1	1
230	мы видим	3	1
231	и создал	1	1
232	был таким	1	1
233	мы увидим	1	1
234	ли он	2	1
235	все новые	1	1
236	это очень	3	1
237	духа в	1	1
238	со своей	1	1
239	в самом	8	1
240	к свободе	1	1
241	у них	1	1
242	в которой	4	1
243	что это	1	1
244	в целом	4	1
245	и своем	1	1
246	тоже не	1	1
247	в этой	4	1
248	в известном	1	1
249	же и	1	1
250	он делает	1	1
251	человеке и	1	1
252	вот в	1	1
253	я в	1	1
254	уже в	5	1
255	и хотел	1	1
256	то и	2	1
257	слова не	1	1
258	или даже	2	1
259	перестает быть	1	1
260	человеческого духа	2	1
261	искать в	2	1
262	и осмысленной	1	1
263	и навсегда	2	1
264	и вот	2	1
265	вовсе не	8	1
266	не для	1	1
267	отношение к	1	1
268	раскрыто и	1	1
269	бытия и	1	1
270	у него	6	1
271	и по	2	1
272	переход к	1	1
273	он так	1	1
274	ее на	1	1
275	человека в	5	1
276	бы это	1	1
277	для того	2	1
278	то ни	3	1
279	в едином	4	1
280	в платоновском	1	1
281	с самыми	1	1
282	в состоянии	1	1
283	и с	4	1
284	ней и	1	1
285	было не	1	1
286	а его	3	1
287	не надо	1	1
288	с другой	2	1
289	художественный образ	1	1
290	хоть и	1	1
291	его личности	2	1
292	есть не	2	1
293	лишь на	2	1
294	к миру	1	1
295	бытия в	1	1
296	весь мир	1	1
297	и тем	2	1
298	нового времени	1	1
299	говорит о	1	1
300	к человеку	2	1
301	сделать их	1	1
302	ничем не	1	1
303	человеческой жизни	2	1
304	далее и	1	1
305	и уже	3	1
306	жизнь в	1	1
307	свободных людей	1	1
308	слова для	1	1
309	между собою	1	1
310	и было	1	1
311	него не	2	1
312	в речах	1	1
313	в бытии	1	1
314	и вновь	1	1
315	их на	1	1
316	в одно	1	1
317	иван карамазов	1	1
318	платоновском смысле	1	1
319	нет этих	1	1
320	места в	1	1
321	где есть	1	1
322	него в	2	1
323	таким же	2	1
324	вместе с	2	1
325	так же	6	1
326	духа своего	1	1
327	личности если	1	1
328	то есть	24	1
329	в человеке	6	1
330	над ним	1	1
331	у нас	1	1
332	в которых	2	1
333	в изображении	2	1
334	он говорит	2	1
335	если оно	1	1
336	сравнению с	1	1
337	последняя цель	1	1
338	ведет к	1	1
339	личное начало	1	1
340	в одном	9	1
341	выбора в	1	1
342	в мир	3	1
343	у самого	2	1
344	по крайней	2	1
345	поскольку он	1	1
346	свобода и	1	1
347	и религиозном	1	1
348	и великого	1	1
349	мира с	1	1
350	этот мир	3	1
351	и всех	1	1
352	этого слова	2	1
353	с этой	1	1
354	одинаково не	1	1
