N	3gram	Tiupa_Disk_1	Narrotol
1	в данном случае	2	8
2	не только в	2	6
3	в том что	13	5
4	к тому же	4	5
5	в соответствии с	2	4
6	то же время	4	4
7	той или иной	3	4
8	в то же	3	4
9	не может быть	3	4
10	по отношению к	9	3
11	подобно тому как	2	3
12	в этом отношении	1	3
13	свидетель и судия	2	3
14	тем не менее	1	3
15	речь идет о	1	3
16	о том что	5	2
17	состоит в том	2	2
18	мы имеем дело	2	2
19	действующее лицо события	2	2
20	внимание на то	1	2
21	в равной степени	1	2
22	то же самое	2	2
23	в рассказе о	1	2
24	не было и	1	2
25	до сих пор	1	2
26	сами по себе	2	2
27	в отличие от	4	2
28	перед нами не	1	2
29	и т.п и	1	2
30	одно и то	1	2
31	свидетеля и судии	1	2
32	лицо события свидетель	2	2
33	главное действующее лицо	2	2
34	[...] в нем	1	2
35	не сводится к	2	2
36	и то же	1	2
37	имеем дело с	1	2
38	в связи с	1	2
39	событие самого рассказывания	2	2
40	тем или иным	1	2
41	дело в том	1	2
42	во всяком случае	1	2
43	они и не	1	2
44	события свидетель и	2	2
45	в свою очередь	3	2
46	можно сказать что	2	2
47	на то что	1	2
48	нарративности как событийности	1	2
49	в известном смысле	1	2
50	высказываний пиететное цитирование	1	1
51	в строгом значении	2	1
52	например приказывая или	1	1
53	повторяющееся действие или	1	1
54	понять со стороны	1	1
55	его событийной полноте	1	1
56	строго отграниченная система	1	1
57	и требующий ответного	1	1
58	адресатом как иерархические	1	1
59	и того же	2	1
60	в слове писал	1	1
61	е годы к	1	1
62	один голос [...]	1	1
63	они неразрывно объединены	1	1
64	коммуникативные роли первого	1	1
65	''картина'' не может	1	1
66	ни о чем	1	1
67	по сути дела	2	1
68	в е годы	2	1
69	мы можем обозначить	1	1
70	рассказываемое событие и	1	1
71	что каждый из	1	1
72	в ходе которого	2	1
73	никогда не было	1	1
74	нами два события	1	1
75	т.п и требующий	1	1
76	только потому что	1	1
77	о ней мифов-нарраций	1	1
78	роли первого и	1	1
79	упраздняет коммуникативные роли	1	1
80	и строго отграниченная	1	1
81	произведение в его	1	1
82	нам только в	1	1
83	строгом значении этого	1	1
84	в хх веке	1	1
85	событийной стороны бытия	1	1
86	готовом стабильно дифференцированном	1	1
87	по этой причине	2	1
88	более или менее	2	1
89	обозначить как произведение	1	1
90	передать оборотов ''если''	1	1
91	ощущаться завершенная и	1	1
92	рассказывания в этом	1	1
93	последнем мы и	1	1
94	большей или меньшей	2	1
95	как слушатели-читатели события	1	1
96	в этом последнем	1	1
97	[...] оно живет	1	1
98	на разных местах	1	1
99	цитирование стенографическая передача	1	1
100	освоение человеческим сознанием	1	1
101	видов не только	1	1
102	происходят в разные	1	1
103	в том числе	2	1
104	том что на	1	1
105	же их связная	1	1
106	в начальной фразе	1	1
107	будучи непосредственной формой	1	1
108	на ранних этапах	1	1
109	истине красоте и	1	1
110	этом последнем мы	1	1
111	слушатели-читатели события эти	1	1
112	же самое следует	1	1
113	самую коммуникативную ситуацию	1	1
114	располагается между двумя	1	1
115	самое следует сказать	1	1
116	он не может	1	1
117	''если'' ''когда'' ''для	1	1
118	фрейденберг и создает	1	1
119	с другой стороны	3	1
120	с точки зрения	1	1
121	и не только	2	1
122	как диалогический момент	1	1
123	дифференцированном и оцененном	1	1
124	повседневная практика общения	1	1
125	воспроизведение чужих высказываний	1	1
126	мифы-рассказы имеются только	1	1
127	по бахтину нельзя	1	1
128	в разные времена	1	1
129	событие о котором	1	1
130	и не может	1	1
131	как и все	1	1
132	из наиболее авторитетных	1	1
133	момент в [...]	1	1
134	в греческой античности	1	1
135	и событие самого	1	1
136	том случае если	1	1
137	и в то	1	1
138	но сложном событии	1	1
139	до известной степени	1	1
140	сам по себе	1	1
141	как произведение в	1	1
142	оборотов ''если'' ''когда''	1	1
143	мы и сами	1	1
144	всех видов не	1	1
145	коммуникативную ситуацию какой	1	1
146	наблюдателя упраздняет коммуникативные	1	1
147	отношения с адресатом	1	1
148	по длительности и	1	1
149	разные времена различные	1	1
150	едином но сложном	1	1
151	мифов-нарраций никогда не	1	1
152	и на разных	1	1
153	имеются только в	1	1
