N	4gram	Losev_Prob_3	Istorich
1	и т д все	1	3
2	в то время как	4	3
3	бы то ни было	3	2
4	до сих пор мы	1	2
5	и тем не менее	3	2
6	дело в том что	2	2
7	в том что и	1	1
8	но если это так	1	1
9	является не чем иным	1	1
10	указанием на то что	1	1
11	не сами по себе	1	1
12	не содержат в себе	1	1
13	если бы мы захотели	1	1
14	мы уже видели что	1	1
15	если это так то	1	1
16	все дело в том	1	1
17	не чем иным как	1	1
18	сих пор мы рассматривали	1	1
19	это не значит что	1	1
20	само по себе не	1	1
21	т д все это	1	1
22	на самом же деле	4	1
23	здесь можно было бы	1	1
24	к тому или иному	1	1
25	только в связи с	1	1
26	так же как и	1	1
27	не что иное как	4	1
28	ответ на этот вопрос	1	1
29	сказать что и в	1	1
30	есть не что иное	4	1
31	прежде всего мы должны	1	1
