N	3gram	Bakhtin_fo_1	Problemy
1	с точки зрения	2	13
2	то же время	9	9
3	в то же	6	9
4	по отношению к	3	8
5	в его целом	2	6
6	видения и изображения	1	6
7	в том что	2	6
8	и в этом	1	5
9	в зависимости от	1	5
10	но в то	1	5
11	зрения на мир	1	4
12	не может быть	3	4
13	как раз и	2	3
14	не входит в	1	3
15	и т п	8	3
16	самого героя и	1	3
17	сами по себе	1	3
18	все то что	2	3
19	в этом отношении	3	3
20	во всяком случае	1	3
21	героя и его	1	3
22	но все же	2	2
23	и в сущности	2	2
24	в самом деле	1	2
25	и до конца	2	2
26	здесь конечно не	1	2
27	до сих пор	3	2
28	и в то	5	2
29	в той же	1	2
30	точка зрения на	1	2
31	таким образом все	1	2
32	т п все	1	2
33	нашу точку зрения	1	2
34	он ни был	1	2
35	в данном случае	1	2
36	не только в	2	2
37	с другими чертами	1	2
38	в его мире	2	2
39	этого мира в	1	2
40	то перед нами	1	2
41	бы он ни	1	2
42	в пределах отдельных	2	2
43	лишь там где	1	2
44	в другом месте	1	1
45	все это он	1	1
46	все в нем	1	1
47	теперь мы должны	1	1
48	вполне понятно что	4	1
49	а следовательно и	1	1
50	месте и в	1	1
51	у них нет	1	1
52	мы уже говорили	3	1
53	прямо сказать что	2	1
54	же как и	2	1
55	к себе самому	4	1
56	каков бы он	1	1
57	точки зрения которого	1	1
58	громадную роль в	2	1
59	может быть образ	1	1
60	а вовсе не	1	1
61	дело в том	2	1
62	в свою очередь	1	1
63	в других сферах	1	1
64	и на своей	1	1
65	а не о	1	1
66	и внутренне не	1	1
67	в этом случае	1	1
68	как если бы	2	1
69	они не могут	1	1
70	и в других	4	1
71	но и на	1	1
72	в таком мире	1	1
73	в себе и	1	1
74	по преимуществу в	1	1
75	себе самому и	1	1
76	на себе и	1	1
77	но он не	1	1
78	прежде всего необходимо	3	1
79	что в нем	1	1
80	с самим собою	3	1
81	может быть лишь	1	1
82	поэтому вовсе не	1	1
83	как мы уже	8	1
84	европейского романа в	1	1
85	в нем как	1	1
86	в нем в	2	1
87	может быть только	3	1
88	так и в	1	1
89	потому они и	1	1
90	может быть и	2	1
91	и у него	2	1
92	остается вне его	1	1
93	оно ориентировано на	1	1
94	и в частности	2	1
95	те же что	1	1
96	менее всего это	1	1
97	в момент его	1	1
98	то время как	2	1
99	как такая она	1	1
100	же что и	2	1
101	так же как	2	1
102	как мы сказали	1	1
103	между ними не	1	1
104	в противоречии с	1	1
105	таким образом и	1	1
106	в высшей степени	1	1
107	если бы эти	1	1
108	в самой жизни	1	1
109	и изображения в	1	1
110	и вне его	1	1
111	не могут быть	1	1
112	же время оно	1	1
113	проблемы особой постановки	1	1
114	и в трагедии	1	1
115	можно прямо сказать	2	1
116	себе не имеет	1	1
117	и еще не	1	1
118	нами был бы	1	1
119	в основе этого	1	1
120	и во всяком	1	1
121	во всяком романе	1	1
122	о том что	1	1
123	друг к другу	2	1
124	по сравнению с	2	1
125	себе и на	1	1
126	имеем в виду	1	1
127	в то время	3	1
128	другими чертами его	1	1
129	его жизненного пути	1	1
130	та или иная	1	1
131	с самого начала	2	1
132	в каждом явлении	1	1
133	но все эти	2	1
134	становления и роста	1	1
135	перед нами был	1	1
136	мы имеем в	1	1
137	ибо не могут	1	1
138	этих идей сохраняется	1	1
139	к смертной казни	1	1
140	определяющая все его	1	1
141	до известной степени	1	1
142	произведения и следовательно	1	1
143	друг за другом	2	1
144	сама по себе	1	1
145	отношению к этому	1	1
146	и самое слово	1	1
147	друг с другом	1	1
148	для того чтобы	5	1
149	который был бы	1	1
