N	2gram	Nazirov_Tv_1	Literetu
1	а не	5	20
2	и в	21	19
3	может быть	5	17
4	своего рода	4	13
5	то же	13	12
6	и не	7	11
7	как и	12	10
8	в том	7	10
9	но и	3	10
10	тогда как	1	9
11	в этом	6	9
12	в то	15	9
13	в мире	4	9
14	же время	12	9
15	не может	4	9
16	не только	7	8
17	в стихах	2	8
18	и даже	3	8
19	с другой	3	8
20	слова и	1	7
21	том что	11	7
22	так и	2	7
23	с одной	1	7
24	я в	1	7
25	то что	8	7
26	и на	7	6
27	в себе	2	6
28	при этом	7	6
29	однако в	2	6
30	не менее	6	6
31	себя в	1	6
32	одной стороны	1	6
33	в году	7	5
34	я не	3	5
35	столь же	1	5
36	но не	3	5
37	конечном счете	4	5
38	в принципе	2	5
39	он не	8	5
40	одна из	2	5
41	так в	1	5
42	в конечном	4	5
43	в качестве	2	5
44	для всех	1	5
45	у нас	1	5
46	то есть	12	5
47	того что	3	5
48	вместе с	2	5
49	я и	3	4
50	в сфере	1	4
51	но тем	1	4
52	того же	2	4
53	по отношению	1	4
54	так что	2	4
55	отнюдь не	5	4
56	человека в	6	4
57	для него	6	4
58	не приемлет	1	4
59	не в	2	4
60	даже в	3	4
61	в русской	5	4
62	в области	1	4
63	ли не	1	4
64	в ней	2	4
65	еще в	2	4
66	в его	13	4
67	художественной системе	1	4
68	один из	4	4
69	и других	3	4
70	не случайно	4	4
71	тем что	1	4
72	прежде всего	4	4
73	в частности	2	4
74	в искусстве	1	4
75	жизни в	6	4
76	другой стороны	1	4
77	жизни и	3	4
78	что в	12	4
79	одним из	4	3
80	в сущности	1	3
81	и он	2	3
82	во всех	1	3
83	как правило	1	3
84	как к	2	3
85	поскольку в	1	3
86	в этой	5	3
87	то и	1	3
88	наш взгляд	1	3
89	в нем	3	3
90	на наш	1	3
91	в глазах	1	3
92	перестает быть	1	3
93	литературного процесса	1	3
94	такой же	2	3
95	в их	3	3
96	тем самым	7	3
97	вплоть до	1	3
98	не столько	2	3
99	никогда не	3	3
100	сознания в	1	3
101	и его	6	3
102	личности в	2	3
103	данном случае	2	3
104	в себя	2	3
105	и с	3	3
106	быть может	2	3
107	всего лишь	1	3
108	но с	1	3
109	а в	6	3
110	так как	3	3
111	в данном	2	3
112	но это	5	3
113	обращается к	1	3
114	и как	4	3
115	что он	6	3
116	отношению к	1	3
117	себя как	2	2
118	ту же	3	2
119	и т	3	2
120	же как	1	2
121	и до	1	2
122	той же	3	2
123	это прежде	1	2
124	на первом	2	2
125	на себя	1	2
126	с ее	3	2
127	нам представляется	1	2
128	во имя	2	2
129	если в	2	2
130	в истории	1	2
131	в художественном	1	2
132	все же	5	2
133	как уже	1	2
134	и наконец	2	2
135	и к	1	2
136	но в	7	2
137	то в	2	2
138	со своей	1	2
139	в целом	4	2
140	представляет собой	3	2
141	как он	1	2
142	отказа от	1	2
143	о которой	1	2
144	и сам	1	2
145	на этом	1	2
146	в каждом	3	2
147	а затем	2	2
148	характерный для	1	2
149	в жизни	2	2
150	в них	1	2
151	все равно	1	2
152	соответствии с	3	2
153	с этой	1	2
154	с тем	1	2
155	он и	1	2
156	как бы	17	2
157	художественного творчества	1	2
158	и читателя	1	2
159	не к	1	2
160	мысли и	4	2
161	что я	3	2
162	по преимуществу	2	2
163	тем не	2	2
164	по крайней	2	2
165	не по	3	2
166	в основе	2	2
167	но только	2	2
168	жизни на	1	2
169	не вполне	1	2
170	в бою	1	2
171	в образах	2	2
172	уже о	1	2
173	могут быть	2	2
174	восходит к	1	2
175	даже и	1	2
176	в виду	2	2
177	не могу	2	2
178	в ее	1	2
179	это как	3	2
180	за то	2	2
181	еще не	1	2
182	ко всему	1	2
183	для этого	1	2
184	художественного мира	1	2
185	о том	6	2
186	и что	1	2
187	путь к	1	2
188	русской литературе	4	2
189	крайней мере	2	2
190	не надо	1	2
191	художественном мире	1	2
192	в русском	1	2
193	в него	2	2
194	было бы	1	2
195	могло бы	1	2
196	тот же	2	2
197	одной из	4	2
198	в какой	1	2
199	потому что	5	2
200	уже не	3	2
201	уже в	3	2
202	с другим	1	2
203	ни было	1	2
204	свидетельствует о	2	2
205	из них	2	2
206	был бы	2	2
207	одно из	1	2
208	не так	3	2
209	ведь это	1	2
210	в одном	1	2
211	т п	2	2
212	в конце	1	2
213	что и	2	2
214	вовсе не	5	2
215	у него	7	2
216	как раз	1	2
217	наконец в	1	2
218	себя и	1	2
219	что не	2	2
220	не было	1	2
221	до конца	2	2
222	в руках	1	2
223	в россии	3	2
224	него не	1	2
225	мира в	2	2
226	как это	1	2
227	жизни а	1	2
228	к жизни	2	2
229	а если	1	2
230	художественного видения	1	2
231	на свете	2	2
232	к объекту	1	2
233	от имени	1	2
234	хотя бы	5	2
235	с ним	3	2
236	же в	1	2
237	смыкается с	1	2
238	не знает	2	2
239	я это	1	2
240	что ты	2	2
241	героя в	1	2
242	он готов	1	2
243	себе не	2	2
244	к этой	1	2
245	в своих	5	2
246	он на	1	2
247	литературы а	1	1
248	два года	1	1
249	в движение	1	1
250	совершенно справедливо	1	1
251	это и	3	1
252	от своей	1	1
253	в первом	2	1
254	нас на	1	1
255	исходит из	1	1
256	прошлое и	1	1
257	из всех	4	1
258	мы имеем	1	1
259	он как	1	1
260	не заметил	1	1
261	задаваясь вопросом	1	1
262	но даже	1	1
263	частный случай	1	1
264	с большой	4	1
265	не от	1	1
266	он был	1	1
267	он сам	6	1
268	мне что	1	1
269	бы то	1	1
270	в чем	2	1
271	люблю тебя	1	1
272	самом деле	2	1
273	к творчеству	1	1
274	отличие от	2	1
275	и будет	2	1
276	и место	1	1
277	и я	1	1
278	как в	8	1
279	его сердце	1	1
280	о жизни	1	1
281	авторская позиция	1	1
282	в полном	1	1
283	когда он	2	1
284	что по	1	1
285	это тоже	1	1
286	в действительности	1	1
287	этой цели	1	1
288	личности а	1	1
289	искусство и	1	1
290	в этот	1	1
291	за собой	1	1
292	для которого	1	1
293	в самом	3	1
294	героя и	2	1
295	утверждая что	1	1
296	лежит на	1	1
297	что это	1	1
298	все эти	1	1
299	бытие на	1	1
300	еще один	1	1
301	в известном	1	1
302	к достижению	2	1
303	особое место	1	1
304	но он	2	1
305	и потребности	1	1
306	и те	1	1
307	в статье	1	1
308	конце концов	1	1
309	всех этих	1	1
310	же это	1	1
311	и вот	1	1
312	никак не	1	1
313	на земле	3	1
314	и по	3	1
315	таким образом	5	1
316	мы обнаруживаем	1	1
317	достигает эффекта	1	1
318	здесь мы	2	1
319	то ни	1	1
320	в вечности	2	1
321	на лестнице	2	1
322	им как	1	1
323	со всеми	3	1
324	только не	1	1
325	его не	1	1
326	в глубине	1	1
327	а по	2	1
328	по выражению	1	1
329	на протяжении	3	1
330	воспринимается как	1	1
331	как пример	1	1
332	это не	4	1
333	ты мне	1	1
334	по мысли	1	1
335	должен был	1	1
336	связанным с	1	1
337	в огонь	1	1
338	люди не	1	1
339	и насильственного	1	1
340	далеко не	3	1
341	всю жизнь	1	1
342	в не	1	1
343	ориентиром для	1	1
344	ведет к	2	1
345	русского народа	1	1
346	этом с	1	1
347	и было	1	1
348	менее чем	1	1
349	в этих	2	1
350	ему как	1	1
351	а вот	1	1
352	в своей	4	1
353	людям в	1	1
354	своего индивидуального	1	1
355	место в	3	1
356	что до	1	1
357	себе а	1	1
358	в отличие	2	1
359	от себя	1	1
360	сам же	1	1
361	но эта	1	1
362	для многих	1	1
363	времени не	1	1
364	как от	1	1
365	свобода и	1	1
366	что этот	1	1
367	в историческом	1	1
368	тому что	1	1
369	современного человека	2	1
370	в отношении	1	1
371	знал что	1	1
372	не противоречит	1	1
373	что ему	1	1
374	был понят	1	1
375	все мы	1	1
376	общее место	1	1
377	не имеет	1	1
378	в романном	1	1
379	а ты	1	1
380	и притом	2	1
381	от жизни	2	1
382	свободы и	2	1
383	и снова	1	1
384	этот тип	1	1
385	казалось бы	1	1
386	и эстетическим	1	1
387	у кого	1	1
388	есть не	2	1
389	раннего творчества	1	1
390	со своим	1	1
391	связи с	1	1
392	то чтоб	1	1
393	что на	1	1
394	за ними	1	1
395	однако это	1	1
396	как справедливо	1	1
397	не могут	1	1
398	в любви	2	1
399	сравнительно с	1	1
400	в других	1	1
401	же самое	1	1
402	является одним	2	1
403	к тому	2	1
404	но за	1	1
405	время он	2	1
406	действительности его	1	1
407	он ищет	1	1
408	расходится с	1	1
409	приходит к	3	1
410	и о	1	1
411	более не	2	1
412	но по	1	1
413	стихах и	1	1
414	свою очередь	1	1
415	над людьми	1	1
416	оппозиция в	1	1
417	в собственном	1	1
418	как по	1	1
419	по сути	4	1
420	мысль о	2	1
421	и говорит	1	1
422	только то	1	1
423	культуры и	1	1
424	во главе	2	1
425	приводит к	2	1
426	а собственно	1	1
427	ее духовного	1	1
428	на том	2	1
429	и когда	2	1
430	же касается	1	1
431	что может	1	1
432	в образе	1	1
433	во второй	2	1
434	жизнь и	1	1
435	не лучше	1	1
436	нас и	1	1
437	в таком	1	1
438	и перед	1	1
439	движения и	1	1
440	вот почему	3	1
441	это я	1	1
442	но мы	1	1
443	одного из	2	1
444	даже у	1	1
445	и просто	1	1
446	можно сказать	2	1
447	самому себе	1	1
448	времени в	13	1
449	в эстетической	1	1
450	под именем	1	1
451	которая сама	1	1
452	рода человеческого	1	1
453	грань между	1	1
454	переходит в	2	1
455	не чувствует	1	1
456	иного рода	1	1
457	чем и	1	1
458	выступает как	1	1
459	в ту	3	1
460	в жизнь	1	1
461	в литературе	2	1
462	с человеческим	1	1
463	бою и	1	1
464	он стал	1	1
465	я иду	1	1
466	парадоксальным образом	1	1
467	в традиции	2	1
468	всей жизни	1	1
469	что ж	1	1
470	за ней	1	1
471	в эти	1	1
472	же он	1	1
473	человека с	2	1
474	нередко и	1	1
475	только на	2	1
476	не все	1	1
477	от других	2	1
478	слова не	1	1
479	в школе	1	1
480	мышления и	1	1
481	с какой	1	1
482	личности и	2	1
483	а нередко	1	1
484	в прозе	1	1
485	мы находим	2	1
486	в пространстве	2	1
487	как было	1	1
488	во всей	2	1
489	на деле	2	1
490	в финале	4	1
491	никого не	1	1
492	и стал	1	1
493	в моменты	1	1
494	как сам	1	1
495	как у	1	1
496	что человек	3	1
497	нашему мнению	5	1
498	именно в	2	1
499	к которому	1	1
500	я был	1	1
501	а с	1	1
502	души и	1	1
503	по всей	1	1
504	и прямо	1	1
505	в романе	10	1
