N	2gram	Vygotskiy__1	slovoVRo
1	и в	23	41
2	в нем	1	30
3	и т	1	28
4	могут быть	3	19
5	во всех	3	17
6	не только	16	16
7	и не	9	16
8	точки зрения	26	16
9	но и	14	16
10	а не	3	15
11	то же	8	14
12	и на	8	14
13	в то	7	14
14	и его	6	14
15	может быть	14	14
16	и др	1	14
17	не может	12	14
18	слова и	5	13
19	в сущности	6	13
20	в его	14	13
21	в этом	17	12
22	до конца	1	12
23	же время	2	12
24	языка и	1	12
25	как бы	11	12
26	так и	5	11
27	в узком	1	10
28	слово в	1	10
29	все эти	4	9
30	таким образом	26	9
31	той или	1	9
32	или иной	1	9
33	как в	4	8
34	но в	5	8
35	на его	1	8
36	с точки	18	8
37	как мы	5	8
38	или в	1	8
39	может не	3	8
40	слова в	1	8
41	прежде всего	10	8
42	все же	3	7
43	в слове	2	7
44	в своей	4	7
45	не в	4	7
46	вовсе не	3	7
47	и следовательно	3	7
48	всех его	1	7
49	во всяком	3	7
50	при этом	4	6
51	в плане	1	6
52	это не	1	6
53	в них	2	6
54	к своему	1	6
55	в отношении	10	6
56	слова как	2	6
57	оно не	1	6
58	только в	6	6
59	и даже	2	6
60	а в	2	6
61	отношении к	1	6
62	и к	4	5
63	в самом	7	5
64	он в	3	5
65	т д	1	5
66	с другими	2	5
67	всяком случае	3	5
68	все это	6	5
69	в основе	8	5
70	со своим	1	5
71	не на	1	5
72	как его	1	5
73	с другой	10	5
74	ту же	1	4
75	одним из	1	4
76	в ней	1	4
77	еще не	1	4
78	с его	4	4
79	за пределы	2	4
80	перед нами	5	4
81	и наконец	2	4
82	в которой	3	4
83	всех этих	2	4
84	и с	9	4
85	лишь в	6	4
86	как и	14	4
87	автора и	1	4
88	в их	3	4
89	речи в	14	4
90	том же	2	4
91	в процессе	8	4
92	и для	1	4
93	лежит в	2	4
94	с ее	1	4
95	ничего не	3	4
96	прямо и	1	4
97	все его	1	4
98	большей или	1	4
99	один из	2	4
100	с одной	8	4
101	или меньшей	1	4
102	одной стороны	9	4
103	и все	5	4
104	там где	2	4
105	и потому	2	4
106	и от	3	4
107	в смысле	2	4
108	кроме того	1	4
109	другой стороны	9	4
110	каждое слово	1	4
111	также и	1	3
112	или к	1	3
113	в первом	2	3
114	почти всегда	2	3
115	в зависимости	2	3
116	зависимости от	2	3
117	данном случае	2	3
118	в своем	3	3
119	бы и	2	3
120	из этих	3	3
121	выражение в	1	3
122	в себе	6	3
123	связанные с	1	3
124	внутренней речи	9	3
125	вообще не	1	3
126	как оно	1	3
127	было бы	4	3
128	он не	5	3
129	и ее	7	3
130	всей вероятности	1	3
131	от его	1	3
132	лингвистика и	1	3
133	точку зрения	2	3
134	которые в	1	3
135	она не	3	3
136	не могло	3	3
137	следовательно и	1	3
138	никогда не	2	3
139	и здесь	1	3
140	в других	1	3
141	к тому	4	3
142	о том	6	3
143	все время	6	3
144	того что	15	3
145	в том	24	3
146	словом и	2	3
147	в качестве	9	3
148	и других	3	3
149	из них	1	3
150	для него	2	3
151	так как	7	3
152	у него	1	3
153	речь и	2	3
