N	4gram	Trubetskoy_1	Istorich
1	с этой точки зрения	1	3
2	в тех случаях когда	1	3
3	образом мы видим что	1	2
4	мы уже знаем что	1	2
5	в то время как	1	2
6	таким образом мы видим	1	2
7	много но все же	1	1
8	бы то ни было	2	1
9	совершенно так же как	3	1
10	эти примеры показывают что	1	1
11	на первый взгляд кажется	1	1
12	так же как при	1	1
13	мысль о том что	1	1
14	а в том что	1	1
15	очень много но все	1	1
16	состоит в том что	1	1
17	как бы то ни	2	1
18	первый взгляд кажется что	1	1
19	но с другой стороны	1	1
