N	3gram	Ircho_Kome_1	RusskieA
1	в том что	9	15
2	и т д	4	9
3	состоит в том	1	8
4	том что в	1	6
5	вместе с тем	1	6
6	о том что	3	4
7	к тому что	1	4
8	тем не менее	1	3
9	к этому же	1	2
10	что иное как	1	2
11	в это время	1	2
12	в большинстве случаев	1	2
13	после того как	3	2
14	не что иное	1	2
15	могут быть использованы	1	2
16	хотя и не	1	1
17	из всего этого	2	1
18	можем судить по	1	1
19	время от времени	1	1
20	на себя внимание	1	1
21	по отношению к	3	1
22	по меньшей мере	2	1
23	в тех случаях	1	1
24	что именно с	1	1
25	подобно тому как	1	1
26	же как и	1	1
27	и не только	1	1
28	в первые годы	1	1
29	или совсем не	1	1
30	можно говорить о	1	1
31	можно судить по	2	1
32	и в дальнейшем	1	1
33	в этом отношении	3	1
34	независимо от того	1	1
35	и т п	5	1
36	одном из своих	1	1
37	можно было бы	1	1
38	что и те	1	1
39	приводит к выводу	1	1
40	и у других	1	1
41	и во время	1	1
42	так как он	1	1
43	собой и все	1	1
44	в первой половине	2	1
45	т е в	2	1
46	обращает на себя	1	1
47	ни в одном	1	1
48	не только в	1	1
49	как видно из	1	1
50	сделать вывод что	1	1
51	по своему происхождению	1	1
52	как будто бы	1	1
53	в отличие от	1	1
54	во время сатурналий	1	1
55	и один из	1	1
56	i так как	1	1
57	во всяком случае	2	1
58	этого слова с	1	1
59	так же как	1	1
60	и в том	1	1
61	бросается в глаза	1	1
62	мы можем судить	2	1
63	мы уже знаем	1	1
64	не означает что	1	1
65	в то время	5	1
66	к этому времени	1	1
67	народ и его	1	1
68	в одном из	4	1
69	можно сделать вывод	1	1
70	или может быть	2	1
71	на то что	2	1
72	во второй половине	2	1
73	совершенно очевидно что	1	1
74	тех случаях когда	1	1
75	как мы уже	1	1
76	из составных частей	1	1
77	у нас в	2	1
78	как и в	2	1
79	потому что они	1	1
80	в данном случае	1	1
81	как мы видели	1	1
