N	3gram	Voloshinov_1	Analitik
1	не может быть	3	16
2	в том что	4	9
3	в то же	5	8
4	в отличие от	1	6
5	то же время	5	6
6	по отношению к	9	5
7	с точки зрения	10	4
8	и не может	1	4
9	в конечном счете	1	4
10	о том что	1	3
11	в таком случае	2	3
12	бы то ни	1	3
13	из того что	1	3
14	для того чтобы	1	3
15	с одной стороны	1	3
16	быть не может	1	3
17	нет и не	1	2
18	это означает что	1	2
19	в самом деле	5	2
20	но и в	1	2
21	в этом отношении	2	2
22	того и другого	1	2
23	и того и	1	2
24	вместе с ним	1	2
25	в данном случае	3	2
26	далеко не всегда	3	2
27	но в то	3	2
28	не могут быть	3	2
29	не остается ничего	1	2
30	во внешнем мире	3	2
31	в свое время	1	2
32	том что он	2	2
33	внешнего мира с	1	1
34	в объекте в	1	1
35	или хотя бы	1	1
36	оно может быть	1	1
37	и той же	1	1
38	отношению ко всем	1	1
39	а в начале	1	1
40	связь с другими	1	1
41	равно как и	1	1
42	таким образом интерпретация	1	1
43	один и тот	2	1
44	точки зрения в	1	1
45	выходит за пределы	1	1
46	душевной жизни человека	2	1
47	до сих пор	3	1
48	в зависимости от	2	1
49	и в разных	1	1
50	сам по себе	2	1
51	того что мы	1	1
52	при этом мы	1	1
53	с ним в	1	1
54	внешнем мире и	1	1
55	в собственном смысле	1	1
56	смысл и значение	1	1
57	по крайней мере	1	1
58	то или иное	2	1
59	нуждается в объекте	1	1
60	одно и то	1	1
61	быть может наиболее	1	1
62	и художественное творчество	1	1
63	и тогда когда	1	1
64	в данный момент	1	1
65	и на все	1	1
66	на первый взгляд	1	1
67	и то же	1	1
68	в свою очередь	1	1
69	как будто бы	1	1
70	то что мы	1	1
71	по отношению ко	2	1
72	в сознании или	1	1
73	а с другой	1	1
74	себя и не	1	1
75	только в его	1	1
76	во всяком случае	3	1
77	во внутренней речи	1	1
78	что же касается	1	1
79	на вопрос о	1	1
80	может быть ничего	1	1
81	но не может	1	1
82	при этом как	1	1
83	могут и должны	1	1
84	во всех своих	1	1
85	упускать из виду	1	1
86	или во всяком	1	1
87	возможно только в	1	1
88	бытия с его	1	1
89	части нашей работы	1	1
90	одной и той	1	1
91	и таким образом	1	1
92	принимают участие в	1	1
93	в глубине души	1	1
94	и тот же	2	1
