N	2gram	Voloshinov_2	Istorich
1	и в	19	25
2	вместе с	2	22
3	что он	4	22
4	может быть	28	17
5	не только	13	13
6	но и	10	13
7	в его	5	12
8	так как	3	11
9	уже не	1	11
10	и не	19	11
11	в этом	15	10
12	тем что	2	10
13	все же	5	10
14	и его	16	9
15	его в	7	9
16	в виде	2	9
17	с другой	3	9
18	таким образом	14	9
19	еще не	3	8
20	и на	5	8
21	все эти	3	8
22	что в	2	8
23	связи с	13	8
24	и что	1	8
25	мы видим	1	8
26	мы знаем	2	8
27	с тем	1	8
28	другой стороны	1	8
29	связь с	4	8
30	этих случаях	1	8
31	том что	10	8
32	в нем	11	7
33	как и	9	7
34	мы видели	4	7
35	во время	1	7
36	потому что	1	7
37	о том	3	7
38	и здесь	5	7
39	то что	4	7
40	только в	8	7
41	с одной	3	7
42	в качестве	3	7
43	превращается в	1	7
44	одной стороны	3	7
45	этом случае	1	7
46	но это	1	7
47	в иной	1	7
48	как в	1	6
49	в нее	1	6
50	это не	4	6
51	не может	18	6
52	в этих	3	6
53	не в	10	6
54	и он	2	6
55	не совсем	1	6
56	что и	3	6
57	там где	2	6
58	себя в	2	6
59	прежде всего	7	6
60	могут быть	3	6
61	или в	2	6
62	в том	7	6
63	например в	1	5
64	и действительно	1	5
65	ясно что	1	5
66	мы не	2	5
67	в ней	3	5
68	но не	2	5
69	с этим	3	5
70	что это	2	5
71	но все	1	5
72	здесь мы	3	5
73	входит в	1	5
74	как мы	15	5
75	мы увидим	2	5
76	связано с	3	5
77	так же	5	5
78	в него	1	5
79	и это	3	4
80	то же	16	4
81	мы уже	6	4
82	мы здесь	2	4
83	в ее	3	4
84	от этого	2	4
85	в истории	3	4
86	его на	1	4
87	и хотя	1	4
88	в которой	1	4
89	он не	3	4
90	не как	3	4
91	что все	1	4
92	на этой	5	4
93	с другими	3	4
94	и тем	4	4
95	тем не	1	4
96	не менее	1	4
97	в некоторых	1	4
98	в пределах	10	4
99	с ним	1	4
100	а именно	1	4
101	если не	1	4
102	в основном	4	4
103	все это	1	4
104	в связи	7	4
105	мы должны	1	4
106	также что	1	3
107	формы этого	2	3
108	его не	1	3
109	или же	2	3
110	на себя	1	3
111	очень распространен	1	3
112	то это	1	3
113	это же	2	3
114	что его	1	3
115	если в	1	3
116	и как	6	3
117	его к	2	3
118	в целом	1	3
119	в этой	3	3
120	человека в	1	3
121	но уже	1	3
122	в то	8	3
123	в русской	1	3
124	друг друга	2	3
125	для того	6	3
126	того чтобы	6	3
127	в себя	1	3
128	на том	1	3
129	никогда не	7	3
130	и с	2	3
131	и вообще	1	3
132	к нему	5	3
133	в форме	5	3
134	в другой	1	3
135	что здесь	1	3
136	и др	1	3
137	дает ему	1	3
138	в особенности	2	3
139	и из	1	3
140	но оно	1	3
141	и пр	25	3
142	нем и	1	3
143	и все	6	3
144	в данном	5	3
145	в более	2	3
146	но когда	1	3
147	а в	3	3
148	в свою	6	3
149	героя и	1	3
150	они не	2	3
151	того же	5	2
152	самом деле	9	2
153	выражения как	2	2
154	одним из	2	2
155	а как	4	2
156	на тех	1	2
157	вопрос о	2	2
158	человека и	1	2
159	первобытных народов	1	2
160	мы и	1	2
161	время в	1	2
162	в различных	3	2
163	во всех	6	2
164	землю и	1	2
165	видели что	1	2
166	находит в	1	2
167	в голове	1	2
168	только тогда	1	2
169	по отношению	8	2
170	эта связь	1	2
171	перед нами	3	2
172	когда он	1	2
173	как таковое	1	2
174	уже в	2	2
175	на то	4	2
176	связанные с	1	2
177	друг с	1	2
178	из него	2	2
179	так например	1	2
180	о чем	2	2
181	это было	2	2
182	и других	1	2
183	так понимает	1	2
184	в это	1	2
185	из нее	1	2
186	о которых	1	2
187	к которым	3	2
188	которой он	1	2
189	несмотря на	1	2
190	фигурирует в	2	2
191	переносится в	2	2
192	точки зрения	17	2
193	в своей	3	2
194	а извне	1	2
195	ее в	1	2
196	выше мы	1	2
197	но он	1	2
198	силу и	1	2
199	по себе	3	2
200	по мере	4	2
201	а на	1	2
202	тогда когда	1	2
203	одна из	7	2
204	или как	2	2
205	в другую	1	2
206	представление об	1	2
207	с другом	1	2
208	мы узнаем	1	2
209	должен быть	2	2
210	так в	1	2
211	роль в	1	2
212	и сам	1	2
213	на нее	1	2
214	здесь как	2	2
215	еще в	1	2
216	если бы	11	2
217	ничего не	4	2
218	находится в	1	2
219	приближается к	1	2
220	или на	1	2
221	образом в	1	2
222	можно сказать	1	2
223	все его	2	2
224	должно было	1	2
225	ним и	1	2
226	же в	1	2
227	того что	4	2
228	в формах	4	2
229	на которой	1	2
230	оно уже	2	2
231	борьбы в	1	2
232	то в	1	2
233	именно на	1	2
234	так что	1	2
235	из них	1	2
236	его и	3	2
237	превращаются в	1	2
238	вовсе не	11	2
239	мы можем	6	2
240	у него	2	2
241	в других	1	2
242	со стороны	1	2
243	до сих	3	2
244	и затем	1	2
245	говорит о	1	2
246	а не	9	2
247	перейдем к	2	2
248	и потому	2	2
249	в течение	1	2
250	как бы	19	2
251	сих пор	3	2
252	но для	2	2
253	и для	7	2
254	формы и	2	2
255	также не	1	2
256	сказать что	4	2
257	совершенно не	5	2
258	к его	2	2
259	к формам	2	2
260	отношению к	8	2
261	к этому	5	2
262	жизни и	2	2
263	то на	1	1
264	также и	1	1
265	относится и	1	1
266	и борьбы	1	1
267	сам по	1	1
268	но тем	1	1
269	тем же	4	1
270	между двумя	1	1
271	проникает в	1	1
272	не имеют	3	1
273	должна быть	4	1
274	в зависимости	2	1
275	и могут	1	1
276	той же	3	1
277	и живых	1	1
278	теперь мы	2	1
279	что уже	1	1
280	именно к	1	1
281	место в	2	1
282	приводят к	1	1
283	работы на	1	1
284	под ним	1	1
285	категории и	4	1
286	из того	1	1
287	что можно	1	1
288	которое в	1	1
