N	3gram	Vygotskiy__4	formyVre
1	как мы уже	3	8
2	и того же	5	5
3	одного и того	5	5
4	в связи с	3	5
5	для того чтобы	5	5
6	в том числе	2	4
7	мы уже указывали	1	4
8	нашей точки зрения	2	3
9	по отношению к	1	3
10	до сих пор	1	3
11	в этом отношении	7	3
12	одно и то	6	3
13	с нашей точки	2	3
14	мы уже говорили	2	3
15	не может быть	1	3
16	между этими двумя	2	3
17	в то время	1	3
18	и то же	6	3
19	но все же	1	2
20	одних и тех	1	2
21	равно как и	1	2
22	понятно что в	1	2
23	одной стороны и	2	2
24	же как и	4	2
25	как если бы	1	2
26	с точки зрения	11	2
27	и не только	2	2
28	в отличие от	2	2
29	друг на друга	5	2
30	но и в	2	2
31	том числе и	2	2
32	вместе с тем	3	2
33	и тех же	1	2
34	и в частности	1	2
35	же что и	1	2
36	то время как	1	2
37	так же как	5	2
38	не только в	1	2
39	с одной стороны	9	2
40	по сравнению с	3	2
41	и во всей	1	2
42	друг к другу	1	2
43	а также и	1	2
44	но для того	1	2
45	с самого начала	1	2
46	в том что	31	2
47	как и в	1	2
48	к тому же	1	2
49	в своем дальнейшем	1	1
50	по своей природе	1	1
51	на том что	1	1
52	связей и отношений	2	1
53	мы видим в	2	1
54	по этому вопросу	1	1
55	и во всех	1	1
56	том что в	1	1
57	одном и том	1	1
58	прежде всего в	1	1
59	с ним но	1	1
60	в самом деле	6	1
61	в том же	1	1
62	между собой в	1	1
63	на первый план	4	1
64	на один день	1	1
65	в зависимости от	1	1
66	он не является	1	1
67	в той же	1	1
68	не входит в	1	1
69	в себе и	3	1
70	эти три типа	1	1
71	с тем что	3	1
72	совершенно ясно что	1	1
73	на деле и	1	1
74	связанных между собой	1	1
75	сюда мы относим	1	1
76	сама историческая действительность	1	1
77	так как он	1	1
78	и тогда когда	2	1
79	в данном случае	2	1
80	между ними не	1	1
81	в противоречии с	1	1
82	и которые в	1	1
83	тот факт что	1	1
84	смысле этого слова	7	1
85	и том же	1	1
86	как мы это	1	1
87	приходит к выводу	1	1
88	не могут быть	2	1
89	если мы проследим	3	1
90	и как бы	1	1
91	но вместе с	2	1
92	все более и	2	1
93	во всяком случае	3	1
94	себе не имеет	1	1
95	когда мы говорим	1	1
96	в основе этого	2	1
97	именно в процессе	1	1
98	тогда когда они	1	1
99	то увидим что	4	1
100	имел в виду	1	1
101	таким образом все	1	1
102	в свою очередь	2	1
103	в этом случае	3	1
104	о том что	3	1
105	к выводу что	2	1
106	никогда не бывает	2	1
107	внутренние и внешние	1	1
108	не только на	1	1
109	более и более	2	1
110	мы говорим о	1	1
111	которые могут быть	1	1
112	и ту же	1	1
113	и не имеют	1	1
114	он имеет в	1	1
115	и с которой	1	1
116	не имеют никаких	1	1
117	поставить вопрос об	1	1
118	и самое слово	1	1
119	друг с другом	7	1
120	этими двумя моментами	1	1
121	в высшей степени	2	1
122	своем дальнейшем развитии	1	1
123	все эти предметы	1	1
124	одну и ту	1	1
