N	3gram	Vygotskiy__1	Russkaja
1	друг с другом	4	14
2	то же время	2	10
3	в то же	2	10
4	с точки зрения	18	9
5	в том что	15	7
6	на самом деле	1	6
7	во всяком случае	3	6
8	для того чтобы	15	6
9	до сих пор	4	5
10	на то что	3	4
11	не может быть	5	4
12	вместе с тем	5	3
13	с тем чтобы	1	3
14	можно было бы	3	3
15	и не может	1	3
16	и то что	1	3
17	в данном случае	2	3
18	к вопросу о	1	3
19	в конце концов	1	3
20	той или иной	1	3
21	а следовательно и	1	2
22	то это потому	1	2
23	точно так же	1	2
24	если бы речь	1	2
25	что он не	1	2
26	в себе и	1	2
27	с самим собой	1	2
28	бы речь шла	1	2
29	тот факт что	1	2
30	таким же образом	1	2
31	по самому своему	1	2
32	это потому что	1	2
33	и вместе с	1	2
34	о том что	6	2
35	и тем самым	3	2
36	друг от друга	3	2
37	к тому что	3	2
38	сама по себе	1	2
39	она не может	1	2
40	в другом месте	6	1
41	даже тогда когда	1	1
42	в том виде	1	1
43	в силу этого	3	1
44	его можно было	1	1
45	состоит в том	1	1
46	прежде всего в	2	1
47	дело в том	1	1
48	в свою очередь	3	1
49	по отношению к	7	1
50	в самом деле	2	1
51	в том числе	1	1
52	то же самое	3	1
53	в том же	1	1
54	является не только	1	1
55	таким образом оказывается	1	1
56	мы уже знаем	1	1
57	которых мы говорили	1	1
58	живой отклик в	1	1
59	которая в свою	2	1
60	что с точки	1	1
61	и вот в	1	1
62	на точку зрения	1	1
63	в единое целое	2	1
64	отношение человека к	1	1
65	может интересовать только	1	1
66	котором мы говорили	1	1
67	представить себе что	1	1
68	только то что	1	1
69	в этом отношении	4	1
70	что не только	1	1
71	том числе и	1	1
72	заключает в себе	1	1
73	на этот вопрос	2	1
74	которое будет пользоваться	1	1
75	настоящими реальными политиками	1	1
76	с другом в	2	1
77	можно назвать эгоцентрической	1	1
78	лишь постольку поскольку	1	1
79	по крайней мере	1	1
80	только для того	1	1
81	жизни и в	1	1
82	и в частности	2	1
83	в значительной степени	2	1
84	в том чтобы	3	1
85	между собой все	1	1
86	и с точки	1	1
87	превращается в какую-то	1	1
88	смысле этого слова	3	1
89	и в этом	1	1
90	и как бы	1	1
91	по этому пути	1	1
92	указывает на то	2	1
93	бы обозначить как	1	1
94	мы говорили выше	2	1
95	связи между собой	1	1
96	друг к другу	1	1
97	и что его	1	1
98	о котором мы	1	1
99	так же как	5	1
100	о которых мы	1	1
101	ее отношения к	3	1
102	потому что они	1	1
103	образом оказывается что	1	1
104	остается в силе	1	1
105	и таким образом	2	1
106	само собой разумеется	1	1
107	отдельные ее части	1	1
108	собой разумеется что	1	1
109	что оно есть	1	1
110	от того что	2	1
111	заключается в том	6	1
112	говорить о том	1	1
113	содержат в себе	1	1
114	когда речь идет	1	1
115	речь шла о	1	1
116	с самого начала	8	1
117	в этом вопросе	3	1
118	речь идет о	2	1
119	в результате этого	1	1
120	но все же	1	1
121	свою очередь является	1	1
122	связаны друг с	1	1
123	том что только	1	1
124	тем более что	1	1
125	именно в силу	1	1
126	тем не менее	1	1
127	по сравнению со	1	1
128	но этого мало	1	1
129	том что для	1	1
