N	3gram	Vinokur_Ku_2	Problema
1	и т д	14	13
2	тем не менее	5	10
3	в том что	10	9
4	сама по себе	1	8
5	и то что	1	7
6	в связи с	3	7
7	в данном случае	1	7
8	сам по себе	1	6
9	сами по себе	1	6
10	во всяком случае	5	6
11	в этом случае	2	5
12	по крайней мере	6	5
13	с другой стороны	7	5
14	не может быть	4	5
15	что иное как	1	4
16	потому что он	2	4
17	но даже и	2	4
18	т д и	1	4
19	есть не что	1	4
20	ни в каком	1	4
21	бы то ни	1	4
22	в то же	3	4
23	это вовсе не	1	4
24	то время как	1	4
25	также и то	1	4
26	д и т	1	4
27	не что иное	1	4
28	в то время	1	4
29	и вовсе не	2	4
30	тех или иных	1	4
31	дело в том	1	3
32	того или иного	2	3
33	не имеет никакого	1	3
34	в первую очередь	1	3
35	мы могли бы	1	3
36	не было бы	1	3
37	можно было бы	9	3
38	точно так же	3	3
39	и тем не	4	3
40	может быть и	1	3
41	то ни было	1	3
42	в конце концов	3	3
43	что же такое	1	3
44	заключается в том	1	3
45	само по себе	5	3
46	а не просто	1	3
47	о том что	1	3
48	в том смысле	1	3
49	хотя и не	1	2
50	только потому что	6	2
51	в настоящее время	1	2
52	да и то	1	2
53	и если мы	1	2
54	с точки зрения	8	2
55	до сих пор	1	2
56	в таких случаях	2	2
57	что вся эта	1	2
58	в отличие от	2	2
59	мы говорим о	2	2
60	том или ином	1	2
61	широком смысле слова	1	2
62	то или иное	2	2
63	и в частности	1	2
64	в том или	1	2
65	в нашем смысле	2	2
66	не только в	4	2
67	по сравнению с	1	2
68	ясно что в	1	2
69	но только в	1	2
70	потому что они	1	2
71	этой точки зрения	2	2
72	только то что	1	2
73	ничего общего с	1	2
74	но с другой	1	2
75	но также и	2	2
76	на самом деле	2	2
77	можно сказать что	2	2
78	у нас в	1	2
79	не значит что	1	2
80	дело не в	2	2
81	но в том	2	2
82	как мы видели	1	2
83	по существу же	1	1
84	и говорить о	1	1
85	и с большим	1	1
86	для этого достаточно	1	1
87	по себе не	2	1
88	вообще а только	1	1
89	в виду не	1	1
90	все дело в	1	1
91	иметь в виду	1	1
92	но все дело	1	1
93	но оно не	1	1
94	и дает нам	1	1
95	в том и	1	1
96	уже не в	1	1
97	о котором говорилось	1	1
98	и не только	1	1
99	принять во внимание	1	1
100	в живом языке	1	1
101	что в живом	2	1
102	только для того	1	1
103	что он не	1	1
104	будто бы и	1	1
105	по себе и	1	1
106	язык и вместо	1	1
107	потому что и	1	1
108	но он не	1	1
109	то же в	1	1
110	но это не	1	1
111	на этот вопрос	2	1
112	с этой точки	2	1
113	и не в	1	1
114	мы приходим к	1	1
115	которые никак не	1	1
116	значит также и	1	1
117	прежде всего что	1	1
118	можно ли в	1	1
119	как и в	1	1
120	может быть не	1	1
121	и здесь не	1	1
122	уже теряет свой	1	1
123	в том чтобы	1	1
124	приходим к проблеме	1	1
125	себе и не	1	1
126	мы находим и	1	1
127	тем что он	2	1
128	которое мы имели	1	1
129	в таких словах	1	1
130	с одной стороны	1	1
131	но может быть	1	1
132	к вопросу о	2	1
133	которых идет речь	1	1
134	и все его	1	1
135	смысле этого слова	1	1
136	потому что оно	1	1
137	и потому что	2	1
138	и вместо него	1	1
139	мы видели выше	1	1
140	то тем самым	2	1
141	до некоторой степени	2	1
142	и в этой	1	1
143	так или иначе	2	1
144	как впрочем и	1	1
145	ответ на этот	1	1
146	мы перестаем понимать	1	1
147	да и вообще	1	1
148	такое словосочетание как	1	1
149	так же как	2	1
150	узком смысле слова	1	1
151	то обстоятельство что	7	1
152	то что мы	1	1
153	и что такое	1	1
154	и никогда не	1	1
155	слова и только	1	1
156	то он уже	1	1
157	в самом деле	7	1
158	речь идет о	1	1
159	но что же	1	1
160	здесь можно было	1	1
161	только в том	2	1
162	на то что	2	1
163	зрения в качестве	1	1
164	тем самым мы	2	1
165	и свое собственное	1	1
166	к тому что	1	1
167	в результате этого	2	1
168	таким образом в	1	1
169	котором говорилось выше	1	1
170	этом случае он	1	1
171	то же что	1	1
172	для того чтобы	8	1
173	такие слова как	1	1
174	т д в	1	1
175	таких словах как	2	1
176	к тому же	1	1
177	не нуждается в	1	1
178	только тогда когда	1	1
179	том что и	1	1
180	но в этой	1	1
181	точки зрения в	3	1
