N	2gram	Bakhtin_Fr_4	Istorich
1	и в	29	24
2	не только	10	21
3	что он	4	21
4	может быть	2	14
5	не может	2	14
6	что в	1	13
7	в этих	2	13
8	как в	2	12
9	в этом	11	12
10	и здесь	3	12
11	но и	9	11
12	это не	5	10
13	том что	3	10
14	и что	1	10
15	у него	5	10
16	мы видим	3	10
17	все же	3	9
18	с другой	4	9
19	о том	2	9
20	потому что	1	9
21	и другие	2	9
22	то же	10	8
23	еще не	4	8
24	что и	1	8
25	так как	7	8
26	другой стороны	3	8
27	все это	4	8
28	или в	2	8
29	то что	4	7
30	таким образом	20	7
31	мы видели	7	7
32	к нему	3	7
33	что здесь	3	7
34	один из	4	7
35	в том	7	7
36	что это	5	6
37	но не	2	6
38	как он	2	6
39	в нем	5	6
40	он не	3	6
41	всех этих	3	6
42	об этом	1	6
43	как и	12	6
44	для нас	1	6
45	и все	13	6
46	того что	3	6
47	только в	2	6
48	тем что	4	6
49	так же	7	6
50	с этой	1	6
51	во время	10	6
52	мы увидим	2	6
53	в чем	3	5
54	с одной	2	5
55	отношение к	1	5
56	но в	12	5
57	право на	1	5
58	что она	1	5
59	здесь мы	1	5
60	с ним	2	5
61	дело не	1	5
62	ничего не	1	5
63	так и	11	5
64	одной стороны	2	5
65	там где	3	5
66	в тех	1	5
67	тот кто	1	5
68	же как	1	4
69	мы уже	10	4
70	мы не	1	4
71	первый взгляд	1	4
72	как бы	8	4
73	при этом	3	4
74	мы можем	3	4
75	но все	1	4
76	на первый	2	4
77	точки зрения	4	4
78	царя в	1	4
79	в их	2	4
80	своего рода	6	4
81	никогда не	2	4
82	в других	2	4
83	так в	1	4
84	что у	3	4
85	с того	1	4
86	вовсе не	9	4
87	в данном	1	4
88	и не	16	4
89	одной из	2	4
90	есть и	4	4
91	видеть в	1	3
92	не вполне	1	3
93	и он	1	3
94	в различных	2	3
95	с его	4	3
96	что они	2	3
97	кроме того	2	3
98	хотя и	2	3
99	и наконец	2	3
100	этот мотив	1	3
101	в дальнейшем	3	3
102	на то	1	3
103	и если	1	3
104	после этого	2	3
105	на новые	1	3
106	и по	5	3
107	его в	9	3
108	уже знаем	1	3
109	в них	7	3
110	и становится	1	3
111	знаем что	1	3
112	в конце	9	3
113	он дает	1	3
114	нечто вроде	1	3
115	но они	4	3
116	как мы	10	3
117	не все	1	3
118	видим что	1	3
119	и его	8	3
120	связи с	2	3
121	данном случае	1	3
122	и этим	2	3
123	не столько	2	3
124	в образе	4	3
125	него и	1	3
126	и она	1	3
127	по дороге	1	3
128	в качестве	3	3
129	уже в	2	3
130	при помощи	1	3
131	не случайно	3	3
132	между прочим	2	3
133	в другой	2	3
134	возможно что	1	3
135	и даже	3	3
136	превращается в	3	3
137	и стал	1	3
138	в свете	1	3
139	происходит в	1	3
140	что мы	1	3
141	сих пор	1	3
142	но это	4	3
143	от него	1	3
144	в герое	1	3
145	женщины и	3	2
146	он также	1	2
147	с тех	1	2
148	мы здесь	2	2
149	очень много	1	2
150	здесь и	3	2
151	из самых	1	2
152	что эти	1	2
153	к отцу	1	2
154	время как	1	2
155	и ее	1	2
156	того же	5	2
157	и на	11	2
158	только после	1	2
159	но конечно	3	2
160	если в	2	2
161	со стороны	2	2
162	в одной	2	2
163	его на	1	2
164	с этим	1	2
165	стороны и	1	2
166	перед нами	4	2
167	этом же	1	2
168	что по	1	2
169	в действительности	1	2
170	в самом	1	2
171	в которой	4	2
172	не видят	3	2
173	он в	1	2
174	все эти	9	2
175	думать что	1	2
176	рассказ о	1	2
177	им в	2	2
178	нами в	1	2
179	и тот	2	2
180	ее как	1	2
181	после чего	1	2
182	на его	2	2
183	связанные с	4	2
184	прочим и	1	2
185	в силу	1	2
186	на земле	1	2
187	так например	1	2
188	не будет	1	2
189	ни в	2	2
190	сам он	2	2
191	в один	2	2
192	нас не	1	2
193	в котором	2	2
194	у того	1	2
195	к этому	2	2
196	но он	6	2
197	мы пока	1	2
198	вплоть до	1	2
199	в то	10	2
200	что такое	1	2
201	на него	1	2
202	не по	1	2
203	в основе	2	2
204	если кто	3	2
205	друг друга	2	2
206	во всем	1	2
207	это конечно	2	2
208	его за	1	2
209	затем он	1	2
210	не единственная	1	2
211	и это	2	2
212	в ее	3	2
213	то время	2	2
214	они должны	1	2
215	на том	1	2
216	об этой	1	2
217	имеется в	3	2
218	но здесь	2	2
219	другими словами	2	2
220	там же	3	2
221	все его	1	2
222	в форме	1	2
223	все в	2	2
224	здесь не	3	2
225	тот же	3	2
226	и так	3	2
227	по этому	1	2
228	с одного	1	2
229	конечно не	4	2
230	уже не	2	2
231	и у	2	2
232	только на	1	2
233	на свое	1	2
234	или даже	1	2
235	из них	6	2
236	характерно что	1	2
237	ни с	2	2
238	мы знаем	1	2
239	там на	1	2
240	прежде всего	8	2
241	у нее	1	2
242	в особенности	2	2
243	до сих	1	2
244	связаны с	2	2
245	на этот	1	2
246	что тот	1	2
247	и др	4	2
248	говорит о	1	2
249	в руках	1	2
250	и оно	1	2
251	что из	2	2
252	в связи	1	2
253	но оно	2	2
254	и там	1	2
255	в литературе	4	2
256	был в	1	2
257	только о	1	2
258	и от	1	2
259	и о	5	2
260	этом и	1	2
261	более поздние	1	2
262	это как	1	2
263	сохраняется и	1	2
264	в другое	1	2
265	он стал	2	2
266	превратился в	1	2
267	в мифе	1	2
268	сказать что	5	2
269	от всех	2	2
270	всех других	1	2
271	в отдельности	1	2
272	и эта	2	2
273	они не	2	2
274	представляют себе	1	1
275	ту же	1	1
276	отношения к	1	1
277	героя по	1	1
278	связана с	4	1
279	не имел	1	1
280	спину и	1	1
281	самом деле	1	1
282	как известно	2	1
283	силы и	1	1
284	и должны	1	1
285	свою жену	1	1
286	связь эта	1	1
287	этого мира	1	1
288	в чисто	1	1
289	не хочет	1	1
290	из его	1	1
291	должна быть	1	1
292	в доме	3	1
293	особенно много	1	1
294	теперь мы	1	1
295	в первый	1	1
296	речь была	1	1
297	из дальнейшего	1	1
298	но она	2	1
299	ему в	1	1
300	видели как	3	1
301	в ней	3	1
302	в народном	1	1
303	более или	3	1
304	собой в	1	1
305	не забыты	1	1
306	он был	2	1
307	влияния на	1	1
308	и загадки	1	1
309	ясным из	1	1
310	видели что	1	1
311	королем и	2	1
312	то он	2	1
313	же она	1	1
314	имеющуюся в	1	1
315	франции в	2	1
316	тут же	1	1
317	до наших	2	1
318	один и	2	1
319	независимо от	1	1
320	вот как	2	1
321	дает нам	2	1
322	части в	1	1
323	в своем	3	1
324	ко всякого	1	1
325	традиции как	2	1
326	в сопровождении	1	1
327	и как	3	1
328	и к	2	1
329	самом начале	1	1
330	историческая действительность	1	1
331	это сделает	1	1
332	в этот	1	1
333	роль играет	1	1
334	за собой	1	1
335	поэтому он	1	1
336	животных и	3	1
337	не приходится	1	1
338	чего наступает	1	1
339	в целом	1	1
340	образом и	3	1
341	в этой	13	1
342	античной мифологии	1	1
343	переходит на	1	1
344	он начинает	1	1
345	какую роль	1	1
346	в наших	1	1
347	с громадным	1	1
348	длинный список	1	1
349	и вот	3	1
350	довольно часто	1	1
351	здесь для	1	1
352	это один	2	1
353	из конца	1	1
354	и за	3	1
355	из-за этого	2	1
356	же не	2	1
357	его принадлежности	1	1
358	них не	1	1
359	этих форм	2	1
360	а как	2	1
361	знает что	1	1
362	входит в	1	1
363	на протяжении	1	1
364	с начала	3	1
365	не простое	1	1
366	король и	1	1
367	действительности он	1	1
368	части тела	4	1
369	с последующим	1	1
370	когда его	1	1
371	превращаются в	1	1
372	и делает	1	1
373	гл iv	1	1
374	умершим и	1	1
375	далеко не	5	1
376	в официальной	1	1
377	гибель старого	1	1
378	со своими	2	1
379	история о	1	1
380	здесь все	1	1
381	к празднику	1	1
382	автора и	1	1
383	внесли в	1	1
384	не мог	2	1
385	и кости	2	1
386	или менее	3	1
387	бы на	2	1
388	старому как	1	1
389	и при	2	1
390	в своей	5	1
391	женщин и	4	1
392	как все	1	1
393	наших дней	2	1
394	и без	1	1
395	с точки	2	1
396	мифе о	1	1
397	с браком	1	1
398	что я	2	1
399	всякий раз	1	1
400	на три	1	1
401	нельзя было	1	1
402	друг другу	1	1
403	собой и	1	1
404	и то	2	1
405	что эта	1	1
406	уже был	1	1
407	и есть	4	1
408	приводят к	1	1
409	без него	1	1
410	случае в	1	1
411	можно ли	1	1
412	руки все	1	1
413	этому знаку	1	1
414	дальше что	1	1
415	дело в	2	1
416	которого он	1	1
417	богатую и	1	1
418	отложения в	1	1
419	он мог	1	1
420	действительности но	1	1
421	прибывает с	1	1
422	стал он	2	1
423	и весь	1	1
424	при всем	1	1
425	как она	1	1
426	жизни на	1	1
427	ему и	1	1
428	четыре дня	1	1
429	но дело	1	1
430	же он	1	1
431	встречается еще	1	1
432	прямо в	1	1
433	о большом	1	1
434	женщины в	3	1
435	как будто	2	1
436	особое внимание	1	1
437	позже мы	1	1
438	все женщины	1	1
439	других странах	1	1
440	вот в	1	1
441	мы встречаем	1	1
442	в городе	1	1
443	всем их	1	1
444	же самое	1	1
