N	2gram	Bakhtin_Pr_1	Istorich
1	и в	38	28
2	и т	14	25
3	может быть	26	25
4	т д	1	22
5	а не	5	15
6	не может	27	15
7	никогда не	5	14
8	мы имеем	2	13
9	мы должны	2	13
10	для нас	1	13
11	то же	5	12
12	не только	9	12
13	что в	7	12
14	только в	13	11
15	все же	6	10
16	и что	2	10
17	что он	2	10
18	мы увидим	3	10
19	но и	9	10
20	прежде всего	13	10
21	не в	7	9
22	так и	5	9
23	о том	4	9
24	то что	8	9
25	в том	8	9
26	и не	42	9
27	в этом	15	8
28	но в	4	8
29	что это	2	8
30	таким образом	10	8
31	не всегда	6	8
32	если бы	3	8
33	в ней	4	7
34	здесь мы	2	7
35	это не	5	7
36	еще не	7	7
37	и здесь	2	7
38	этот вопрос	1	7
39	и др	8	7
40	что мы	1	7
41	так же	1	7
42	том что	3	7
43	было бы	8	7
44	в этих	2	7
45	а в	6	7
46	в этой	1	6
47	ни один	1	6
48	его в	9	6
49	так например	1	6
50	тем не	3	6
51	не менее	4	6
52	к тому	1	6
53	что и	2	6
54	с другой	7	6
55	вместе с	1	6
56	например в	3	5
57	должна быть	4	5
58	вопрос о	1	5
59	мы будем	3	5
60	в своем	5	5
61	по существу	2	5
62	не будем	3	5
63	на основе	6	5
64	в дальнейшем	3	5
65	можно было	4	5
66	в его	43	5
67	что здесь	1	5
68	но не	12	5
69	в одном	1	5
70	до сих	1	5
71	к которому	4	5
72	сих пор	1	5
73	или в	2	5
74	не знает	3	5
75	сказать что	4	5
76	другой стороны	4	5
77	и даже	3	4
78	и для	11	4
79	и на	3	4
80	не все	2	4
81	все эти	5	4
82	на то	2	4
83	и с	17	4
84	с тем	1	4
85	как и	7	4
86	на него	3	4
87	в основе	5	4
88	связи с	2	4
89	должны быть	4	4
90	здесь не	4	4
91	в пределах	6	4
92	другими словами	2	4
93	того что	2	4
94	с одной	3	4
95	в большинстве	5	4
96	большинстве случаев	5	4
97	к ним	1	4
98	и пр	2	4
99	связь с	3	4
100	в иной	1	4
101	установить что	1	4
102	одной стороны	3	4
103	могут быть	5	4
104	там где	6	4
105	все это	3	4
106	в связи	2	4
107	хотя бы	4	4
108	но это	3	4
109	но оно	1	4
110	и другие	2	4
111	они не	3	4
112	также и	3	3
113	мы здесь	4	3
114	исходит из	1	3
115	время как	1	3
116	я не	2	3
117	не совсем	1	3
118	и он	2	3
