N	2gram	Bakhtin_Pr_2	VelikijI
1	и не	42	20
2	и в	45	16
3	свободы и	1	12
4	так как	5	9
5	то что	5	9
6	еще не	9	8
7	в истории	2	8
8	что они	3	7
9	на земле	1	7
10	а не	10	7
11	и потому	6	7
12	человека и	2	6
13	не есть	2	6
14	великом инквизиторе	1	5
15	но и	15	5
16	того что	3	5
17	хотя и	2	5
18	в мире	3	5
19	все это	5	5
20	что есть	1	5
21	как бы	15	5
22	и есть	1	4
23	в образе	3	4
24	говорить о	1	4
25	во мне	1	4
26	в его	22	4
27	в этом	20	4
28	что он	7	4
29	потому что	8	4
30	в нем	20	4
31	так и	3	4
32	что все	3	4
33	что не	5	4
34	как и	14	4
35	что мы	1	4
36	в котором	7	4
37	в ней	7	4
38	и все	1	4
39	все что	3	4
40	в абсолютном	1	3
41	от этого	1	3
42	этого мира	2	3
43	и что	2	3
44	должна быть	3	3
45	людей он	1	3
46	хотя бы	5	3
47	как не	5	3
48	лишь в	2	3
49	в чем	2	3
50	с его	8	3
51	во всех	4	3
52	что и	5	3
53	в том	8	3
54	тот же	2	3
55	но в	6	3
56	бы и	3	3
57	все эти	4	3
58	и они	1	3
59	за ним	1	3
60	они в	1	3
61	в конце	4	3
62	их в	7	3
63	в своей	6	3
64	в жизни	3	3
65	ни в	2	3
66	в них	4	3
67	не было	2	3
68	должно быть	4	3
69	если не	2	3
70	в этих	4	3
71	что я	1	3
72	не в	8	3
73	из первого	1	3
74	тому что	1	3
75	но это	2	3
76	не имеет	3	3
77	никогда не	17	3
78	превращается в	4	3
79	и для	2	3
80	к тому	1	3
81	жизни и	15	3
82	что в	6	3
83	нем нет	1	2
84	духа но	1	2
85	того чтобы	1	2
86	лишь из	1	2
87	от своей	1	2
88	у людей	1	2
89	и сам	3	2
90	можно было	2	2
91	его не	1	2
92	мы не	1	2
93	с ним	8	2
94	и над	1	2
95	ее и	1	2
96	к нам	2	2
97	ивана карамазова	4	2
98	нет и	3	2
99	не с	1	2
100	человека как	2	2
101	материалом для	1	2
102	только в	9	2
103	конечно не	6	2
104	уже не	6	2
105	не только	16	2
106	на этих	1	2
107	вера в	1	2
108	раз навсегда	1	2
109	его и	3	2
110	превращаются в	1	2
111	не так	2	2
112	для него	9	2
113	в прошлом	1	2
114	не могли	1	2
115	и никогда	1	2
116	людей не	1	2
117	вот почему	3	2
118	тем что	2	2
119	на том	1	2
120	мы слышим	2	2
121	это не	3	2
122	истории и	1	2
123	а с	3	2
124	прежде всего	11	2
125	для них	3	2
126	все равно	1	2
127	мы и	3	2
128	один из	2	2
129	для их	1	2
130	я говорю	1	2
131	теперь только	1	2
132	смысл жизни	1	2
133	не могут	1	2
134	которой они	1	2
135	а есть	3	2
136	выше всего	1	2
137	что было	1	2
138	да и	1	2
139	это дело	1	2
140	личность как	1	2
141	одна из	3	2
142	основанную на	1	2
143	уж конечно	1	2
144	уже на	2	2
145	том что	7	2
146	от него	3	2
147	в форме	2	2
148	и теперь	1	2
149	они и	2	2
150	ее в	2	2
151	но теперь	2	2
152	до того	1	2
153	людей и	2	2
154	это все	1	2
155	а в	3	2
156	но не	6	2
157	могут быть	4	2
158	чтобы сделать	1	2
159	понимает и	2	2
160	всего в	1	2
161	во всяком	1	2
162	эта идея	1	1
163	эта новая	2	1
164	как мы	8	1
165	в виду	2	1
166	ним или	1	1
167	для себя	3	1
168	в ее	3	1
169	униженным и	1	1
170	в словах	2	1
171	вот ты	1	1
172	и до	4	1
173	нем но	1	1
174	он всегда	1	1
175	и самое	2	1
176	сама идея	1	1
177	не имеют	1	1
178	мы будем	1	1
179	все о	1	1
180	то же	5	1
181	и могут	2	1
182	таких как	1	1
183	их и	3	1
184	живет в	1	1
185	и полюбил	1	1
186	в результате	3	1
187	за них	1	1
188	истины и	3	1
189	по сравнению	2	1
190	самой жизни	1	1
191	не была	1	1
192	и переживаний	1	1
193	находится в	2	1
194	говорят что	1	1
195	о возможности	1	1
196	я не	6	1
197	и ее	7	1
198	свой предмет	1	1
199	не был	2	1
200	же что	3	1
201	зависимости от	3	1
202	в их	4	1
203	и на	7	1
204	человек жив	1	1
205	христом то	1	1
206	оно ни	1	1
207	отказ от	1	1
208	других людей	1	1
209	жизни с	1	1
210	и единый	1	1
211	все в	1	1
212	что оно	1	1
213	к нему	11	1
214	своим предметом	1	1
215	но как	2	1
216	от них	2	1
217	с которыми	2	1
218	присутствует в	1	1
219	менее всего	1	1
220	истина не	1	1
221	а потому	2	1
222	что человек	1	1
223	бы в	5	1
224	крайней мере	2	1
225	мире и	1	1
226	это лишь	2	1
227	словах и	1	1
228	как в	4	1
229	и самые	1	1
230	и мир	5	1
231	в своем	5	1
232	все же	4	1
233	есть что-то	1	1
234	но с	3	1
235	что очень	1	1
236	в свободном	1	1
237	мы видим	2	1
238	с ними	4	1
239	и свою	2	1
240	в разные	1	1
241	и так	1	1
242	это очень	2	1
243	он дал	1	1
244	в самом	13	1
245	их жизни	2	1
246	в которой	2	1
247	бы ни	1	1
248	же им	1	1
249	в целом	5	1
250	человеческой души	1	1
251	тоже не	2	1
252	в этой	1	1
253	же и	1	1
254	не знающего	1	1
255	им в	4	1
256	уже в	4	1
257	жизнь как	1	1
258	истины не	1	1
259	в виде	1	1
260	и если	1	1
261	но прежде	1	1
262	только слово	1	1
263	не преодолевается	1	1
264	слияние с	1	1
265	в теоретическом	1	1
266	это отрицание	1	1
267	перестает быть	3	1
268	опять-таки не	1	1
269	и вот	2	1
270	вовсе не	7	1
271	отношение к	8	1
272	нашего времени	1	1
273	у него	6	1
274	этом мире	1	1
275	и по	2	1
276	на этом	1	1
277	бы все	1	1
278	человека в	5	1
279	тут не	2	1
280	на нее	1	1
281	для того	1	1
282	в едином	2	1
283	конечно в	2	1
284	она к	1	1
285	и с	7	1
286	этой новой	2	1
287	с другой	1	1
288	художественный образ	1	1
289	хоть и	3	1
290	его личности	2	1
291	есть не	1	1
292	лишь на	2	1
293	и быть	1	1
294	к миру	1	1
295	бытия в	2	1
296	нового времени	3	1
297	отказавшись от	1	1
298	к человеку	1	1
299	церкви и	1	1
300	и своего	1	1
301	она и	3	1
302	может ли	1	1
303	мы так	1	1
304	на которых	1	1
305	ничем не	2	1
306	человеческой жизни	2	1
307	идея эта	3	1
308	не всегда	1	1
309	с которым	1	1
310	жизнь в	1	1
311	для чего	1	1
312	своей личности	2	1
313	между собою	1	1
314	очень важное	1	1
315	о чем	1	1
316	него не	3	1
317	в речах	1	1
318	в великом	1	1
319	в одно	1	1
320	на высокие	1	1
321	иван карамазов	1	1
322	не ощущает	1	1
323	него в	1	1
324	таким же	2	1
325	вместе с	1	1
326	так же	5	1
327	ко всем	2	1
328	их сознания	1	1
329	как это	2	1
330	то есть	50	1
331	в человеке	10	1
332	у нас	2	1
333	в которых	1	1
334	он говорит	2	1
335	если оно	1	1
336	сравнению с	2	1
337	для всякого	1	1
338	этих словах	1	1
339	ведет к	2	1
340	в одном	6	1
341	не понимает	1	1
342	его воли	1	1
343	образ и	1	1
344	в мир	1	1
345	у самого	1	1
346	по крайней	2	1
347	нелюбовь к	1	1
348	думать о	1	1
349	презрения к	1	1
350	который он	1	1
351	если нет	2	1
352	сама она	1	1
353	и всех	1	1
354	и смерти	7	1
355	этого слова	2	1
356	и очень	1	1
357	одинаково не	1	1
358	раз и	1	1
359	нет никакого	1	1
360	любви и	1	1
361	в атмосфере	1	1
362	и нет	1	1
363	как можно	1	1
364	проявляется и	1	1
365	к ним	3	1
366	о мире	5	1
367	на котором	1	1
368	не по	3	1
369	смысле и	1	1
370	сознании и	2	1
371	ним вот	2	1
372	пуст и	1	1
373	миру в	1	1
374	и от	3	1
375	нельзя не	1	1
376	карамазова и	1	1
377	найти в	1	1
378	и всегда	2	1
379	мира и	1	1
380	это как	2	1
381	которая в	1	1
382	ничего не	3	1
383	того как	3	1
384	жизни не	1	1
385	лишь как	1	1
386	может быть	18	1
387	сложность и	1	1
388	как она	1	1
389	конце концов	3	1
390	видим что	1	1
391	основанное на	1	1
392	во всем	1	1
393	в мировом	1	1
394	жив не	1	1
395	на него	2	1
396	в сознании	2	1
397	звучит в	2	1
398	уже и	1	1
399	связь с	2	1
400	самыми крайними	1	1
401	жизни в	2	1
402	что на	1	1
403	о своем	1	1
404	людей все	1	1
405	другой стороны	1	1
406	идея в	4	1
407	им не	1	1
408	но все	4	1
409	и идеи	5	1
410	есть и	3	1
411	есть то	1	1
412	к этому	4	1
413	его с	2	1
414	еще недостаточно	1	1
415	всего что	1	1
416	если кроме	1	1
417	и другие	4	1
418	в своих	4	1
419	в процессе	2	1
420	и эта	3	1
421	это в	1	1
422	но к	1	1
423	отказаться от	1	1
424	себя и	2	1
425	она не	5	1
426	они не	2	1
