N	2gram	Medvedev_F_3	Istorich
1	и в	27	28
2	и т	11	25
3	может быть	25	25
4	т д	6	22
5	а не	17	15
6	не может	24	15
7	никогда не	5	14
8	мы имеем	1	13
9	мы должны	2	13
10	для нас	3	13
11	то же	15	12
12	не только	9	12
13	что в	8	12
14	мы видим	1	11
15	только в	8	11
16	мы не	4	10
17	все же	6	10
18	и что	3	10
19	что он	6	10
20	мы увидим	2	10
21	но и	10	10
22	прежде всего	4	10
23	т е	32	10
24	не в	12	9
25	так и	21	9
26	о том	4	9
27	то что	8	9
28	в том	7	9
29	и не	30	9
30	в этом	18	8
31	но в	6	8
32	что это	3	8
33	таким образом	18	8
34	если бы	12	8
35	в ней	5	7
36	это не	3	7
37	еще не	6	7
38	и здесь	1	7
39	и др	2	7
40	что мы	1	7
41	так же	9	7
42	том что	4	7
43	было бы	6	7
44	в этих	3	7
45	а в	1	7
46	в этой	2	6
47	его в	7	6
48	так например	1	6
49	тем не	2	6
50	не менее	7	6
51	к тому	4	6
52	что и	2	6
53	так как	9	6
54	с другой	6	6
55	вместе с	6	6
56	должна быть	3	5
57	что они	5	5
58	в своем	2	5
59	увидим что	2	5
60	что она	2	5
61	по существу	1	5
62	их в	3	5
63	дело не	2	5
64	на основе	1	5
65	в дальнейшем	5	5
66	можно было	1	5
67	в его	7	5
68	но не	5	5
69	сказка как	1	5
70	в качестве	1	5
71	в одном	1	5
72	до сих	1	5
73	к которому	2	5
74	сих пор	1	5
75	не должен	1	5
76	не знает	1	5
77	сказать что	3	5
78	другой стороны	5	5
79	героя в	3	5
80	ее в	3	5
81	и даже	2	4
82	и для	6	4
83	и на	3	4
84	между собой	4	4
85	то мы	3	4
86	с этим	1	4
87	все эти	6	4
88	на то	1	4
89	но все	1	4
90	об этом	1	4
91	и с	3	4
92	с тем	7	4
93	как и	14	4
94	даже в	2	4
95	на него	1	4
96	в основе	3	4
97	связи с	5	4
98	здесь не	2	4
99	в пределах	8	4
100	так в	2	4
101	того что	3	4
102	с одной	1	4
103	потому что	7	4
104	так что	1	4
105	в большинстве	4	4
106	большинстве случаев	5	4
107	мы знаем	4	4
108	и пр	15	4
109	превращается в	2	4
110	один из	1	4
111	социальной жизни	4	4
112	одной стороны	1	4
113	могут быть	4	4
114	там где	7	4
115	друг с	1	4
116	все это	7	4
117	в связи	4	4
118	это так	1	4
119	хотя бы	6	4
120	но это	2	4
121	обстоит дело	4	4
122	но оно	2	4
123	они не	4	4
124	чтобы не	2	3
125	ему в	1	3
126	то это	1	3
127	не знают	2	3
128	видели что	2	3
129	по отношению	3	3
130	не просто	1	3
131	при этом	8	3
132	ключ к	1	3
133	этого вопроса	1	3
134	не как	2	3
135	и по	1	3
136	на этом	2	3
137	же не	1	3
138	из них	2	3
139	не с	1	3
