N	2gram	Tiupa_Teor_1	Literetu
1	а не	9	20
2	и в	18	19
3	может быть	17	17
4	в стихотворении	4	13
5	своего рода	7	13
6	то же	7	12
7	и не	13	11
8	как и	4	10
9	в том	16	10
10	лирический герой	2	10
11	и т.п	4	10
12	но и	9	10
13	тогда как	15	9
14	в этом	8	9
15	состоит в	17	9
16	в то	6	9
17	в мире	19	9
18	же время	5	9
19	не может	4	9
20	такого рода	8	9
21	не только	16	8
22	в стихах	1	8
23	и даже	2	8
24	с другой	7	8
25	слова и	1	7
26	том что	9	7
27	так и	10	7
28	и т.д	3	7
29	с одной	2	7
30	я в	16	7
31	то что	3	7
32	и на	1	6
33	в себе	9	6
34	при этом	12	6
35	однако в	7	6
36	не менее	4	6
37	себя в	6	6
38	одной стороны	2	6
39	в году	1	5
40	я не	2	5
41	столь же	2	5
42	но не	9	5
43	конечном счете	6	5
44	художественного мышления	1	5
45	в принципе	4	5
46	он не	3	5
47	так в	4	5
48	в конечном	6	5
49	уединенного сознания	1	5
50	в качестве	24	5
51	для всех	1	5
52	у нас	2	5
53	на фоне	2	5
54	то есть	12	5
55	того что	4	5
56	вместе с	2	5
57	я и	2	4
58	того же	3	4
59	хх веке	1	4
60	по отношению	4	4
61	так что	1	4
62	отнюдь не	3	4
63	в рамках	7	4
64	для него	2	4
65	точки зрения	9	4
66	не в	7	4
67	даже в	3	4
68	в русской	6	4
69	в области	4	4
70	тех кто	1	4
71	в его	6	4
72	один из	2	4
73	не случайно	5	4
74	тем что	1	4
75	в хх	1	4
76	прежде всего	2	4
77	в частности	16	4
78	лирического героя	4	4
79	в искусстве	6	4
80	жизни в	2	4
81	другой стороны	5	4
82	со мной	1	4
83	лирическое я	2	4
84	что в	9	4
85	причастности к	2	4
86	одним из	2	3
87	и то	2	3
88	идет о	1	3
89	тем же	1	3
90	в сущности	1	3
91	как я	1	3
92	я на	3	3
93	во всех	1	3
94	как правило	4	3
95	как к	2	3
96	эстетической деятельности	1	3
97	право на	1	3
98	в этой	3	3
99	в нем	4	3
100	в их	2	3
101	своего другого	1	3
102	с точки	3	3
103	тем самым	4	3
104	не столько	1	3
105	без остатка	2	3
106	никогда не	4	3
107	сознания в	1	3
108	и его	8	3
109	личности в	3	3
110	данном случае	5	3
111	в себя	3	3
112	русской поэзии	2	3
113	всей своей	1	3
114	не с	3	3
115	быть может	1	3
116	в другом	3	3
117	всего лишь	6	3
118	в художественной	1	3
119	но с	1	3
120	в поэзии	2	3
121	а в	13	3
122	так как	1	3
123	следует признать	1	3
124	и др	1	3
125	со стороны	2	3
126	и жизни	1	3
127	эстетического субъекта	1	3
128	в равной	3	3
129	в данном	8	3
130	а именно	2	3
131	по существу	1	3
132	лирического я	3	3
133	мыслится как	1	3
134	в культуре	2	3
135	и для	2	3
136	обращается к	2	3
137	на свою	1	3
138	и как	2	3
139	что он	1	3
140	о себе	2	3
141	отношению к	4	3
142	ту же	1	2
143	же как	1	2
144	принципиальное различие	1	2
145	и до	1	2
146	являет собой	2	2
147	той же	1	2
148	на первом	1	2
149	из своих	1	2
150	внешних границ	1	2
151	на себя	2	2
152	с ее	3	2
153	жизни как	4	2
154	из того	1	2
155	в каждой	1	2
156	к своему	1	2
157	его лице	1	2
158	лирический сюжет	1	2
159	но как	1	2
160	если в	2	2
161	эстетической ситуации	1	2
162	в художественном	3	2
163	как уже	1	2
164	и к	3	2
165	но в	9	2
166	в противоположность	2	2
167	то в	2	2
168	со своей	3	2
169	в целом	3	2
170	представляет собой	9	2
171	в нашем	4	2
172	духовной культуры	2	2
173	культуры как	1	2
174	к собственной	1	2
175	и сам	1	2
176	подобно тому	1	2
177	на этом	1	2
178	не бывает	1	2
179	одно и	1	2
180	в каждом	1	2
181	а затем	1	2
