N	3gram	Losev_Prob_2	Formalny
1	в настоящее время	16	10
2	в то же	4	8
3	и т д	6	8
4	более или менее	4	6
5	на самом деле	2	6
6	до сих пор	4	6
7	не может быть	3	5
8	одной стороны и	3	4
9	с одной стороны	5	4
10	во всяком случае	10	4
11	так и в	1	4
12	бы то ни	2	3
13	может быть и	2	3
14	а вовсе не	1	2
15	во что бы	1	2
16	и не может	1	2
17	в зависимости от	1	2
18	сами по себе	2	2
19	и в частности	3	2
20	что бы то	1	2
21	при таком положении	1	2
22	и в этом	3	2
23	то ни стало	1	2
24	в связи с	5	2
25	все более и	1	2
26	более и более	1	2
27	у нас не	2	2
28	того или иного	5	2
29	мы не можем	1	2
30	связи с этим	2	2
31	не только не	2	2
32	друг от друга	2	2
33	сама по себе	4	2
34	для этого она	1	1
35	или хотя бы	2	1
36	входит в состав	1	1
37	это то что	4	1
38	быть прежде всего	1	1
39	здесь может быть	1	1
40	ничего общего с	2	1
41	находится еще в	2	1
42	как один из	1	1
43	не говоря уже	4	1
44	что в данном	1	1
45	от чего не	1	1
46	в этом смысле	5	1
47	же как и	1	1
48	как раз и	4	1
49	не может не	1	1
50	настоящее время может	1	1
51	тот или иной	4	1
52	говоря уже о	4	1
53	хотя бы и	3	1
54	или иное значение	1	1
55	можно говорить о	2	1
56	в том что	4	1
57	в его отличии	1	1
58	но и в	3	1
59	на самом же	1	1
60	в этом отношении	1	1
61	бы мы ни	1	1
62	том числе и	2	1
63	к тому чтобы	1	1
64	до последнего времени	1	1
65	если оно не	1	1
66	вместе с тем	1	1
67	она должна быть	1	1
68	в целом и	1	1
69	в данном случае	5	1
70	то ни было	1	1
71	и в то	1	1
72	тем более не	2	1
73	в головах и	1	1
74	понимать друг друга	1	1
75	тот или другой	1	1
76	так или иначе	6	1
77	в последнее время	1	1
78	с разных сторон	1	1
79	мы здесь не	1	1
80	этого она должна	1	1
81	но вместе с	1	1
82	так и от	1	1
83	в точном смысле	1	1
84	с другой стороны	5	1
85	отношение хотя бы	1	1
86	так же как	1	1
87	самом же деле	1	1
88	между тем как	1	1
89	до тех пор	4	1
90	является вовсе не	1	1
91	и в связи	1	1
92	вовсе не есть	10	1
93	от того что	1	1
94	для каждого данного	2	1
95	та или иная	2	1
96	как такового в	1	1
97	хотя бы в	1	1
98	и тем самым	1	1
99	с самого начала	2	1
100	это значит что	3	1
101	но отнюдь не	1	1
102	не менее в	1	1
103	но все же	1	1
104	но даже и	1	1
105	взятые сами по	2	1
106	заключается в том	2	1
107	по себе но	1	1
108	не только на	1	1
109	мы и здесь	1	1
110	в том числе	2	1
111	тем не менее	12	1
112	в отношении содержания	1	1
113	у нас только	1	1
114	или даже просто	1	1
115	на то чтобы	1	1
116	и входит в	1	1
117	в отдельности и	1	1
