N	3gram	Bakhtin_Pr_3	Formalny
1	с точки зрения	4	13
2	то же время	12	8
3	в его целом	2	8
4	в то же	12	8
5	и т д	2	8
6	на самом деле	10	6
7	до сих пор	1	6
8	в свою очередь	1	6
9	не может быть	6	5
10	по отношению к	5	4
11	во всяком случае	5	4
12	так и в	2	4
13	и т п	6	4
14	прежде всего в	1	3
15	и до конца	1	3
16	бы то ни	4	3
17	в своей статье	1	3
18	может быть и	1	3
19	смысле этого слова	2	3
20	как бы ни	1	3
21	сводится к тому	2	2
22	а вовсе не	2	2
23	и наконец в	2	2
24	в нем и	1	2
25	и не в	3	2
26	и не может	2	2
27	как и все	2	2
28	в строгом смысле	1	2
29	как если бы	1	2
30	в большинстве случаев	2	2
31	дело идет о	1	2
32	но в то	3	2
33	и в этом	2	2
34	все более и	1	2
35	более и более	1	2
36	не только не	1	2
37	может войти в	2	2
38	сама по себе	2	2
39	как мы видели	2	2
40	как она есть	1	1
41	в социальной действительности	1	1
42	произведение должно было	1	1
43	художественных функций в	1	1
44	вполне понятно что	2	1
45	или хотя бы	1	1
46	еще далеко не	2	1
47	в чем же	1	1
48	всех без исключения	1	1
49	а прежде всего	2	1
50	как и во	1	1
51	в этом смысле	4	1
52	какого бы то	1	1
53	в том и	1	1
54	еще одна очень	1	1
55	так и не	1	1
56	правда как мы	1	1
57	как раз и	2	1
58	оно должно быть	1	1
59	хотя бы и	2	1
60	в том что	1	1
61	он должен быть	1	1
62	необходимо прежде всего	1	1
63	же время не	2	1
64	на самом же	1	1
65	в этом отношении	1	1
66	но для этого	1	1
67	возможно лишь в	1	1
68	резко отличается от	1	1
69	к тому чтобы	2	1
70	на первом плане	1	1
71	со всех сторон	1	1
72	вместе с тем	2	1
73	без исключения элементов	1	1
74	раз и навсегда	1	1
75	в данном случае	1	1
76	но уже совсем	1	1
77	что на самом	1	1
78	то ни было	4	1
79	в высшей степени	3	1
80	и в то	5	1
81	не столько в	1	1
82	все это уже	1	1
83	в отличие от	2	1
84	к одному знаменателю	1	1
85	одна очень существенная	1	1
86	в нашу задачу	1	1
87	и как бы	1	1
88	даже и на	1	1
89	основные линии его	1	1
90	это конечно не	1	1
91	но и с	1	1
92	с другой стороны	3	1
93	в каждом своем	1	1
94	его участие в	1	1
95	не может и	1	1
96	и в том	1	1
97	самом же деле	1	1
98	самом деле оно	1	1
99	в общем не	1	1
100	не могла не	1	1
101	определяется прежде всего	1	1
102	есть еще одна	1	1
103	в эту сторону	1	1
104	между этими двумя	1	1
105	лишь в этом	1	1
106	может и не	1	1
107	происходит лишь перемещение	1	1
108	друг для друга	1	1
109	не только с	1	1
110	к нему и	5	1
111	с самого начала	8	1
112	но все эти	1	1
113	но все же	1	1
114	сочетать его с	1	1
115	но даже и	1	1
116	как мы знаем	2	1
117	его с другими	1	1
118	мог бы быть	1	1
119	к тому что	1	1
120	в отношении к	7	1
121	тем не менее	2	1
122	строгом смысле этого	1	1
123	и может стать	1	1
124	этом смысле можно	1	1
125	выходит за пределы	2	1
126	что и в	1	1
127	мы увидим что	2	1
128	что он в	2	1
129	о мире а	2	1
130	не приводит в	1	1
131	в пределах одного	2	1
