N	3gram	Propp_Isto_5	slovoVRo
1	то же время	1	12
2	в то же	1	12
3	с точки зрения	1	8
4	они могут быть	1	6
5	во всяком случае	1	5
6	и т д	18	5
7	с одной стороны	7	4
8	с другой стороны	8	4
9	себя в нем	1	3
10	в зависимости от	1	3
11	но и здесь	1	3
12	в данном случае	2	3
13	таким образом в	1	3
14	в этом случае	7	2
15	до сих пор	2	2
16	то время как	1	2
17	не только в	2	2
18	в то время	1	2
19	в свою очередь	1	2
20	в пределах одной	1	2
21	друг с другом	2	2
22	не исключают друг	2	1
23	исключают друг друга	2	1
24	это было бы	1	1
25	но это не	2	1
26	и в более	1	1
27	в нем и	3	1
28	в указанном смысле	1	1
29	в отличие от	1	1
30	но и в	2	1
31	а иногда и	1	1
32	с этой точки	1	1
33	у него нет	1	1
34	все же и	1	1
35	может быть не	1	1
36	мы не знаем	2	1
37	на задний план	1	1
38	вместе со своим	1	1
39	во всех этих	1	1
40	в особенности в	2	1
41	и др все	1	1
42	все эти формы	1	1
43	не может быть	3	1
44	тем не менее	4	1
45	о том что	4	1
46	из них он	1	1
47	если бы мы	2	1
48	этой точки зрения	1	1
49	с самого начала	1	1
50	можно сказать что	1	1
51	и потому не	1	1
52	всяком случае этот	1	1
53	за тридевять земель	3	1
54	мы видим что	4	1
55	для того чтобы	3	1
56	в том что	2	1
57	как и в	2	1
58	быть отнесены к	1	1
59	как мы видели	1	1
60	в пределах одного	1	1
