N	2gram	Vinokur_Ku_2	Hudozhes
1	и в	23	28
2	том что	11	19
3	в ее	1	18
4	и не	16	18
5	своего рода	4	16
6	в том	19	15
7	а не	10	14
8	в этом	18	13
9	не в	8	13
10	о том	1	12
11	перед нами	4	11
12	не только	20	11
13	при этом	2	11
14	как и	2	11
15	в его	5	11
16	у нее	1	10
17	уже не	8	10
18	не случайно	1	10
19	в себе	1	9
20	но и	7	9
21	так и	4	8
22	между тем	6	8
23	что он	5	8
24	может быть	15	8
25	я не	5	7
26	по отношению	1	7
27	что она	3	7
28	состоит в	2	7
29	об этом	5	7
30	к тому	4	7
31	в частности	2	7
32	как это	5	7
33	и все	2	7
34	в котором	1	6
35	то же	6	6
36	не было	4	6
37	и с	7	6
38	в глазах	2	6
39	в своей	2	6
40	в то	4	6
41	тем что	3	6
42	казалось бы	3	6
43	если бы	12	6
44	сводится к	3	6
45	можно сказать	4	6
46	это не	6	6
47	а в	3	6
48	то что	9	6
49	с его	1	5
50	в этой	6	5
51	как в	3	5
52	в самом	12	5
53	что это	7	5
54	не могла	1	5
55	рядом с	2	5
56	в своем	2	5
57	не менее	7	5
58	у него	3	5
59	никогда не	2	5
60	ничего не	4	5
61	и его	3	5
62	она не	2	5
63	одно из	1	5
64	для него	1	5
65	наряду с	1	5
66	как бы	4	5
67	да и	6	5
68	с ее	1	5
69	что в	10	5
70	и другие	1	5
71	и т	39	4
72	но не	6	4
73	то в	1	4
74	он не	3	4
75	и уже	1	4
76	в других	1	4
77	тем не	6	4
78	для нее	1	4
79	тому что	1	4
80	же время	3	4
81	как будто	2	4
82	и о	4	4
83	того чтобы	11	4
84	в конечном	2	4
85	вслед за	1	4
86	что они	2	4
87	только в	5	4
88	в качестве	8	4
89	что и	3	4
90	как раз	3	4
91	для того	9	4
92	превращается в	2	4
93	то и	3	4
94	не может	9	4
95	у вас	1	4
96	о своем	1	4
97	бы и	4	4
98	была бы	4	3
99	чтобы не	2	3
100	по преимуществу	2	3
101	едва ли	1	3
102	по его	1	3
103	и он	1	3
104	в ней	3	3
105	еще не	5	3
106	и на	6	3
107	столь же	1	3
108	не все	3	3
109	со стороны	4	3
110	в нем	4	3
111	можно было	9	3
112	что все	5	3
